regime_id,bootstrap,slope_loop_to_overload
R1,407,-7.16612511727865
R1,408,-2.09687590832753
R1,409,-2.7080062513872836
R1,410,-2.877380455197964
R1,411,-1.1906075850650666
R1,412,-2.2838813008868453
R1,413,4.411631371567074
R1,414,-2.7161565906062792
R1,415,-3.317537983127177
R1,416,-2.9785393298852085
R1,417,-1.643957410930034
R1,418,4.72810709476254
R1,419,-4.087786299007981
R1,420,3.9689278498099356
R1,421,-5.752347591098596
R1,422,-3.5183654878116317
R1,423,-1.4287962190401577
R1,424,-1.879765305081701
R1,425,-0.5943316189914465
R1,426,-0.9905689754186733
R1,427,4.192019596519185
R1,428,4.577240956033909
R1,429,-3.6091845990141205
R1,430,4.172836783931235
R1,431,-0.874090852958763
R1,432,-0.5791194335903325
R1,433,5.660297362686612
R1,434,-6.119207133913841
R1,435,-3.5261790180164763
R1,436,-6.376771367898694
R1,437,4.433281690535759
R1,438,-0.9463181466130368
R1,439,-1.5364332918894597
R1,440,-5.715214880974152
R1,441,6.054432141517386
R1,442,-2.06091271450261
R1,443,-1.8031732634604514
R1,444,-5.044524002591623
R1,445,3.6745801615681617
R1,446,4.94938237749559
R1,447,-7.334790058782137
R1,448,3.7490619209556995
R1,449,3.877463641348228
R1,450,4.487354132812926
R1,451,-3.407377327315525
R1,452,-0.5636040998247723
R1,453,-1.9997245472407548
R1,454,-0.398047514084324
R1,455,-5.190941188033912
R1,456,4.50304564315571
R1,457,-3.8816307466205062
R1,458,-4.269157744871828
R1,459,-5.650501506064675
R1,460,-6.754471703525211
R1,461,5.2332365040841955
R1,462,-1.399218109843875
R1,463,-5.43579732227241
R1,464,0.03121067294721325
R1,465,-1.5802542323034783
R1,466,-4.858765626690947
R1,467,-2.1743136866966646
R1,468,-6.225466988956808
R1,469,-3.4949107336381213
R1,470,-7.8117036157483675
R1,471,-2.4849436656638946
R1,472,-1.2958683597179654
R1,473,3.934077635376027
R1,474,-4.229610109506335
R1,475,-0.7025288263647024
R1,476,4.351479823102671
R1,477,-1.240738497455249
R1,478,-6.027194776317761
R1,479,4.85691255513288
R1,480,4.2193364429518745
R1,481,-3.400807658079244
R1,482,-5.415628227512121
R1,483,-5.250528452496713
R1,484,0.09254937931835766
R1,485,-7.532885677848177
R1,486,4.1887894866800846
R1,487,-1.7851570068969955
R1,488,5.4603997657411405
R1,489,-3.7294252151463736
R1,490,4.060702129797409
R1,491,-3.6555965771579744
R1,492,-4.444617852644718
R1,493,-0.36942317844240075
R1,494,3.928428290010139
R1,495,4.668883495317332
R1,496,4.635032951837583
R1,497,-3.066184561457383
R1,498,6.013836702856461
R1,499,5.235661695979869
R1,500,4.650152079268774
R1,501,-1.7378141414466082
R1,502,-2.6048772017021764
R1,503,-2.523687135978525
R1,504,4.590305312403824
R1,505,-7.771630624696386
R1,506,3.7093277394228736
R1,507,-6.508055102394706
R1,508,0.03172133028481364
R1,509,-0.5450767499186335
R1,510,4.440401634184941
R1,511,5.3764341020655015
R1,512,-4.908083159833107
R1,513,4.521445228257499
R1,514,4.469191233468285
R1,515,-6.610740525937982
R1,516,-4.424641196343868
R1,517,-3.5989326380228963
R1,518,-1.2596674342339287
R1,519,-0.5980288023393712
R1,520,4.103099285325934
R1,521,-2.3477060448707525
R1,522,4.5519770091331795
R1,523,4.572974535104259
R1,524,-3.818910822469532
R1,525,-2.5254715062556023
R1,526,5.117959712306241
R1,527,4.0639758308066805
R1,528,7.977509533152396
R1,529,-6.556654377107547
R1,530,-0.34879325745470485
R1,531,-6.329793267587506
R1,532,-5.799884086299984
R1,533,-0.3806390142065097
R1,534,-1.4639493152851015
R1,535,5.560098903936211
R1,536,4.049944376251941
R1,537,3.5208141010392353
R1,538,4.977720938941492
R1,539,-3.4262778458082224
R1,540,-5.758085651090344
R1,541,-0.10424658564999355
R1,542,-0.40950967438659824
R1,543,-2.901749021819366
R1,544,-0.9260265622924483
R1,545,3.8477659478605424
R1,546,-4.9526890348993815
R1,547,-4.564820401716762
R1,548,4.5041594649173415
R1,549,-1.1921380337659866
R1,550,5.36959722615486
R1,551,-2.9501853405019935
R1,552,4.286314800186815
R1,553,5.800105273527412
R1,554,-1.1616982439044645
R1,555,-1.7216836062271044
R1,556,3.9635292229815633
R1,557,-7.416588714045007
R1,558,-3.263503192809839
R1,559,5.632368397451005
R1,560,-2.430169620235681
R1,561,3.9990231115598642
R1,562,-4.767267442100384
R1,563,-0.1444541311471753
R1,564,5.032079534902054
R1,565,-4.970019823580043
R1,566,-6.741126471457501
R1,567,-2.418852712711644
R1,568,-2.7470306711846764
R1,569,5.256054850431991
R1,570,-3.171386935693552
R1,571,-3.4360681230644095
R1,572,4.126358070397527
R1,573,-2.2952532123738005
R1,574,-2.654201151738474
R1,575,-7.2542720273253165
R1,576,-1.596087185777347
R1,577,4.274288893228845
R1,578,5.733866446090364
R1,579,5.169345367096441
R1,580,4.163054787209593
R1,581,3.9601878361095353
R1,582,-4.23029925278207
R1,583,4.683740210414486
R1,584,-5.851479185360825
R1,585,-2.3805561006482314
R1,586,-2.5988847268598514
R1,587,-4.924285002459985
R1,588,-2.3255678805067763
R1,589,-2.8438581950597026
R1,590,-6.456892290275243
R1,591,4.58306470309737
R1,592,-4.294158716371779
R1,593,-1.0336537359292222
R1,594,5.554945142872766
R1,595,-0.8837956191615016
R1,596,4.221911775099015
R1,597,4.945918288299806
R1,598,-4.538085975138334
R1,599,-0.4465874448699591
R1,600,-4.527556411764222
R1,601,-0.7504421920593797
R1,602,4.416894697547268
R1,603,-6.313146985555021
R1,604,-2.8215302031241634
R1,605,4.116702639809528
R1,606,-1.584708334563464
R1,607,-5.502181790694329
R1,608,-0.7458309457145186
R1,609,4.484298153062995
R1,610,-3.1115676598152224
R1,611,-0.8192586769973458
R1,612,4.7738041163409815
R1,613,-4.143881859505978
R1,614,-2.4295939647731624
R1,615,4.82451886304595
R1,616,5.142469414387012
R1,617,3.765238922043507
R1,618,-7.706547106585171
R1,619,-0.285898309479332
R1,620,-1.2942828352549127
R1,621,-2.725867187140128
R1,622,3.380162404502286
R1,623,-5.128605990074644
R1,624,-1.244528103954983
R1,625,-2.928962576822064
R1,626,4.291564935125852
R1,627,-2.5679086421446553
R1,628,-4.562417587614204
R1,629,-3.6485778039519925
R1,630,-3.513232762885046
R1,631,5.619039320584749
R1,632,4.4395909037331585
R1,633,-2.451187647151291
R1,634,-4.6928562112498255
R1,635,4.758820707936304
R1,636,-1.2385754428199904
R1,637,3.452305291209211
R1,638,4.151777549257159
R1,639,4.405394527882122
R1,640,3.8081002754917077
R1,641,-2.074922535597966
R1,642,-2.596542019461884
R1,643,-1.6299211970029943
R1,644,-5.526704993852086
R1,645,3.8465675849997556
R1,646,-4.564383402788519
R1,647,-6.7619172609013205
R1,648,4.400490626888853
R1,649,0.3098525797947399
R1,650,-4.997134443012878
R1,651,-2.582615037520218
R1,652,4.566565375751258
R1,653,-0.9733773613007616
R1,654,-2.5340785004607125
R1,655,5.885197787707667
R1,656,4.028394882026408
R1,657,3.970867849335769
R1,658,-3.7389751116469556
R1,659,-4.393244065319592
R1,660,3.0193358673586506
R1,661,-0.8272391655422717
R1,662,-8.971973455699816
R1,663,3.9419319658162246
R1,664,-0.28206323125463406
R1,665,-0.6582696316601523
R1,666,-3.2689351881686144
R1,667,-0.6546908563230008
R1,668,4.327571618102826
R1,669,-4.662332994380491
R1,670,-7.089988141920162
R1,671,3.923645506821409
R1,672,3.8822828165153034
R1,673,-4.195569539853174
R1,674,-7.000625148671049
R1,675,5.29225812202271
R1,676,-1.3692715433393314
R1,677,4.310196458282684
R1,678,4.925717788830921
R1,679,5.097381158243436
R1,680,-4.611591043340724
R1,681,-5.517288179196446
R1,682,0.37443670339456203
R1,683,4.835769321711259
R1,684,4.1980484719139035
R1,685,3.9126966332091158
R1,686,5.652278223973639
R1,687,-3.9750241682477556
R1,688,6.257299208046927
R1,689,-6.9460924794471985
R1,690,-0.29556532059761
R1,691,6.570852271675673
R1,692,5.235312139556213
R1,693,-6.971382246574818
R1,694,4.45905133924847
R1,695,3.441570915297897
R1,696,-2.218073523762098
R1,697,4.611133825288011
R1,698,5.126489930660396
R1,699,-1.4774098136526537
R1,700,-0.3866699543592514
R1,701,-4.4151805137801805
R1,702,-2.603311314075288
R1,703,5.258689801162511
R1,704,-5.485673031998765
R1,705,3.687749516153223
R1,706,-0.6336697748608996
R1,707,-4.778172709786942
R1,708,4.523550056206525
R1,709,-4.90974521143514
R1,710,3.8283365462876895
R1,711,-7.00077683811767
R1,712,7.556669269035148
R1,713,-0.5350009739224336
R1,714,-8.021952844165467
R1,715,-1.9674804259284735
R1,716,-2.9062466430001397
R1,717,-5.57275442447819
R1,718,-4.1711378720861765
R1,719,-3.73012463447559
R1,720,5.313007168248189
R1,721,4.3762916658416255
R1,722,-2.3054787487643624
R1,723,-1.4217314277917024
R1,724,-1.0211597270814883
R1,725,4.291130544779541
R1,726,4.056771389209725
R1,727,-1.9520856795390833
R1,728,-1.5241938911780062
R1,729,4.209828831183182
R1,730,4.0345603703628585
