regime_id,n,mean_overload_asinh,mean_loop_force_share_delta,mean_loop_boundary_force_share_delta,mean_loop_conduit_force_share_delta,mean_top5_force_share_delta
R1,30,-0.45156504974900324,-0.04982195648171973,0.07526908691205839,-0.05287493365689647,0.16158041585724925
G1,30,0.13761512299105583,0.00043518549161538446,-0.10824026633778712,-0.017349394762905743,0.09545039289617877
G3,30,0.17430178824222417,0.0020004810844428587,0.08674501575312916,0.05162087070660149,0.13551980446813394
G2,30,0.5019740330160837,0.05341747583899408,0.015132271067788862,0.19070556124213647,0.09501959707730966
R3,30,0.6204697742329508,0.04637633219426965,0.008354165601604815,0.16971875239319592,0.11711953684168926
R5,30,1.3215293659719405,0.08001900519334776,-0.0017696245638057727,0.2580038109323723,0.07473126952644787
R6,30,1.8184317817270004,0.07956762897549957,0.026940265144400715,0.2586943487580212,0.072099032625166
R6c,30,2.5187575281754335,0.12464577540098137,0.012588799018093988,0.36186036540975597,0.04001406595950566
