test,n_shuffle,observed_spearman,one_sided_p_rho_le_observed,two_sided_p_abs_ge_observed,null_median,null_q025,null_q975
cycle_order_null_signed_area_overload,50000,-0.9999999999999999,0.0078,0.01602,0.0,-0.8999999999999998,0.8999999999999998
