run,regime_id,cycle,Z_geom_cold,Z_geom_hot,cycle_birth_positive_fraction_cold,cycle_birth_positive_fraction_hot,force_h1_birth_force_share_cold,force_h1_birth_force_share_hot,force_p99_cold,force_p99_hot,force_proxy_gini_cold,force_proxy_gini_hot,force_share_top5_edges_cold,force_share_top5_edges_hot,net_force_p99_N_cold,net_force_p99_N_hot,orientation_entropy_cold,orientation_entropy_hot,Z_geom_inhale_delta,force_p99_inhale_delta,force_h1_birth_force_share_inhale_delta,force_share_top5_edges_inhale_delta,cycle_birth_positive_fraction_inhale_delta,orientation_entropy_inhale_delta,force_proxy_gini_inhale_delta,net_force_p99_N_inhale_delta,Z_geom_next_cold_minus_current,force_p99_next_cold_minus_current,force_h1_birth_force_share_next_cold_minus_current,force_share_top5_edges_next_cold_minus_current,cycle_birth_positive_fraction_next_cold_minus_current,orientation_entropy_next_cold_minus_current,force_proxy_gini_next_cold_minus_current,net_force_p99_N_next_cold_minus_current,Z_geom_rectification_fraction,force_p99_rectification_fraction,force_h1_birth_force_share_rectification_fraction,force_share_top5_edges_rectification_fraction,cycle_birth_positive_fraction_rectification_fraction,orientation_entropy_rectification_fraction,force_proxy_gini_rectification_fraction,net_force_p99_N_rectification_fraction,tag,force_p99_cold_delta_file,force_p99_hot_delta_file,force_p99_hot_minus_cold,force_share_top5_edges_cold_delta_file,force_share_top5_edges_hot_delta_file,force_share_top5_edges_hot_minus_cold,giant_fraction_after_top5_edges_cold,giant_fraction_after_top5_edges_hot,giant_fraction_after_top5_edges_hot_minus_cold,force_h1_birth_fraction_cold,force_h1_birth_fraction_hot,force_h1_birth_fraction_hot_minus_cold,force_h1_birth_force_share_cold_delta_file,force_h1_birth_force_share_hot_delta_file,force_h1_birth_force_share_hot_minus_cold,bottom_side_percolation_edge_fraction_cold,bottom_side_percolation_edge_fraction_hot,bottom_side_percolation_edge_fraction_hot_minus_cold,cold_hot_contact_jaccard,breathing_aperture,survival_fraction_of_cold,created_fraction_of_hot,cold_cycle_jaccard,cold_cycle_persistent_fraction_of_current,cold_cycle_created_fraction_of_current,cold_cycle_broken_fraction_of_previous,next_cold_cycle_jaccard,next_cold_cycle_persistent_fraction_of_current,next_cold_cycle_created_fraction_of_current,next_cold_cycle_broken_fraction_of_previous,hot_cycle_jaccard,hot_cycle_persistent_fraction_of_current,hot_cycle_created_fraction_of_current,hot_cycle_broken_fraction_of_previous,next_hot_cycle_jaccard,next_hot_cycle_persistent_fraction_of_current,next_hot_cycle_created_fraction_of_current,next_hot_cycle_broken_fraction_of_previous,Z_geom_cold_z,Z_geom_hot_z,Z_geom_nextcold_z,force_h1_birth_force_share_cold_z,force_h1_birth_force_share_hot_z,force_h1_birth_force_share_nextcold_z,force_p99_cold_z,force_p99_hot_z,force_p99_nextcold_z,cycle_birth_positive_fraction_cold_z,cycle_birth_positive_fraction_hot_z,cycle_birth_positive_fraction_nextcold_z,inhalation_norm,exhalation_imprint_norm,closure_ratio,signed_breathing_area,breathing_triangle_area,cold_cycle_jaccard_z,next_cold_cycle_jaccard_z,fabric_reservoir_index,segment,breath_amplitude,breath_imprint,imprint_efficiency,overload_cost,loop_cost,memory_dose,loop_dose,amplitude_next_change,amplitude_drop_fraction,breath_irregularity,irreversibility_area,directed_area,area_per_amplitude,positive_area,overload_number_local,overload_asinh
R1_low_expansion_low_friction,R1,1,3.0821877163485314,2.858470972208486,0.3734248109773173,0.0073327222731439,0.5772652476345654,0.4864989869392386,0.0015791092079688,0.0020838787433817,0.4614889171013114,0.5854417256265685,0.1720521500856151,0.2756554538484581,0.0012701194663108,0.0017973213877169,0.937793437653732,0.9254345532627968,-0.2237167441400456,0.0005047695354129,-0.0907662606953268,0.1036033037628429,-0.3660920887041733,-0.0123588843909352,0.123952808525257,0.0005272019214061,0.7742063099594501,-0.0002756169883726,0.0610621093257974,-0.0169313165181991,0.2003456808259613,0.0103011750108279,-0.0450409904429838,-0.0004576375186338,3.460654288225024,-0.5460254006835429,0.6727401664159175,-0.1634244845781459,0.547254876592831,0.8335036305987253,-0.3633720847353186,-0.8680497911412867,a050_mu010_g002,0.0015791092079688,0.0020838787433817,0.0005047695354128,0.1720521500856151,0.2756554538484581,0.103603303762843,0.0030160857908847,0.001038637307852,-0.0019774484830326,0.6612051374384827,0.5014496755488057,-0.159755461889677,0.5772652476345654,0.4864989869392386,-0.0907662606953267,0.0125435121834113,0.5359657600441806,0.5234222478607693,0.3572396963123644,0.6427603036876356,0.5073161340007701,0.4529790325929001,,,,,0.4504631161098247,0.5587812884694296,0.4412187115305703,0.3008599666281607,,,,,0.377184979746743,0.443833734111989,0.556166265888011,0.2847553802505017,0.8582895791453007,-0.0934050178744264,0.6417361655009182,0.4670594446084296,-1.1306238413946537,1.5418851643259135,-0.0385930719463658,0.1325416692143736,-0.1320369877446211,0.7590545226941581,-1.0028035066662238,1.7232399211284952,2.3902266861695636,1.5552871622230429,0.6506860504995883,0.3670390527303953,0.3670390527303953,,0.3417539902937004,0.6000217847195005,early,2.3902266861695636,1.5552871622230429,0.6506860504995883,0.0002111806124219,-0.0379739131942942,1.5552871622223925,-0.2169519385177934,-0.287139701805545,0.1201307405138121,,0.3670390527303953,0.3670390527303953,0.15355826075159293,True,0.4889976787060839,0.24212611871064124
R1_low_expansion_low_friction,R1,2,3.8563940263079814,4.606468202947285,0.5737704918032787,0.2767388572695691,0.6383273569603629,0.5576412706859248,0.0013034922195961,0.0005987943552559,0.4164479266583276,0.5548417272225904,0.155120833567416,0.2703582165826844,0.0008124819476769,0.00075846484251,0.94809461266456,0.9376086170261864,0.7500741766393038,-0.0007046978643402,-0.080686086274438,0.1152373830152684,-0.2970316345337095,-0.0104859956383736,0.1383938005642628,-5.40171051669001e-05,-0.3586193254870933,-0.0001943324821351,-0.0112498500268793,-0.0026727642690148,-0.0732110825394612,-0.0008059559444755,0.0045257403032706,-8.451337160080008e-05,-0.4781118143453541,-0.2757670935206878,-0.1394273851438993,-0.0231935522922936,-0.2464757084010398,-0.0768602212124959,0.0327019005532434,-1.5645668122182206,a050_mu010_g002,0.0013034922195961,0.0005987943552559,-0.0007046978643402,0.155120833567416,0.2703582165826844,0.1152373830152684,0.0037133819282079,0.0052930544797314,0.0015796725515235,0.7261089840275361,0.6691746159702628,-0.0569343680572732,0.6383273569603629,0.5576412706859248,-0.080686086274438,0.0025138260432378,0.0048367593712212,0.0023229333279834,0.5989834435848563,0.4010165564151436,0.8220660648338121,0.3117914805908622,0.4504631161098247,0.5587812884694296,0.4412187115305703,0.3008599666281607,0.5761159862647844,0.768534750890686,0.231465249109314,0.3029339351661879,0.377184979746743,0.443833734111989,0.556166265888011,0.2847553802505017,0.6342080087467541,0.7563360769293456,0.2436639230706543,0.2029371350051528,1.655382945801148,1.1942942165136647,0.3775516331997289,1.5418851643259155,0.1216348370993191,1.3438633749484916,-0.132036987744655,-0.3709545098010069,-0.1979225784867948,1.723239921128496,0.2937428453254239,1.3709036167115332,2.1030869843640185,0.4873272808422266,0.2317199832746644,-0.2423133512227077,0.2423133512227077,0.343901096884783,0.9622786906721966,0.9871875777860426,early,2.1030869843640185,0.4873272808422266,0.2317199832746644,-0.0003350778496463,-0.0383655487739131,0.4873272808419947,-0.1696898578630428,-0.0912085923806196,0.0433689110620206,0.287139701805545,0.2423133512227077,-0.2423133512227077,0.11521794059120619,False,-0.6826791152712548,-0.3350363491851241
R1_low_expansion_low_friction,R1,3,3.497774700820888,4.854514884778953,0.5005594092638174,0.225562372188139,0.6270775069334835,0.5635984112266039,0.001109159737461,0.00045846821618,0.4209736669615982,0.5906294448692899,0.1524480692984011,0.2925271500782715,0.0007279685760761,0.0004856230267704,0.9472886567200844,0.9377294126197656,1.356740183958065,-0.000650691521281,-0.0634790957068796,0.1400790807798704,-0.2749970370756783,-0.0095592441003188,0.1696557779076917,-0.0002423455493056,0.0476708535258629,-1.2809909762600016e-05,0.0057529608518477,-0.0024660478041129,0.026790275997741,0.0011495897639343,-0.0052410391934075,-1.7253006333599937e-05,0.0351363172473863,-0.0196866092825289,0.0906276434422115,-0.0176046829431342,0.0974202350779185,0.1202594840920224,-0.0308921939353473,-0.0711917603266766,a050_mu010_g002,0.001109159737461,0.00045846821618,-0.0006506915212809,0.1524480692984011,0.2925271500782715,0.1400790807798703,0.0027825011593754,0.0153374233128834,0.0125549221535079,0.7144235186035829,0.6687380709308003,-0.0456854476727826,0.6270775069334835,0.5635984112266039,-0.0634790957068796,0.0024804777216352,0.0018642638377202,-0.000616213883915,0.5618642500462364,0.4381357499537636,0.8590171351015099,0.3810610382201939,0.5761159862647844,0.768534750890686,0.231465249109314,0.3029339351661879,0.6060168688827748,0.749609462173622,0.250390537826378,0.2401741785896058,0.6342080087467541,0.7563360769293456,0.2436639230706543,0.2029371350051528,0.6956967914072655,0.8125449460647224,0.1874550539352776,0.1712981827071958,1.286162129820808,1.377023065661867,0.4126693785304441,1.3438633749484896,0.2264934464691812,1.445127978421357,-0.1979225784867948,-0.4185300384414114,-0.2022655913624069,1.3709036167115325,0.0474504398426621,1.4998347363171842,2.011878391983399,0.1677196211456329,0.0833646913321655,0.0702252954396365,0.0702252954396365,0.9651303034743032,1.1099413441770414,1.1204112591573845,early,2.011878391983399,0.1677196211456329,0.0833646913321655,-0.0003234248769077,-0.0315521534302416,0.1677196211455495,-0.1277122209953172,0.2264897017812934,-0.1125762385458582,0.0912085923806196,0.0702252954396365,0.0702252954396365,0.03490533807581202,True,-0.6303602359834926,-0.31018220835752924
R1_low_expansion_low_friction,R1,4,3.545445554346751,4.951043418059539,0.5273496852615585,0.204694214876033,0.6328304677853313,0.5641682540628358,0.0010963498276984,0.0003377362273213,0.4157326277681907,0.5836741591010148,0.1499820214942882,0.2809508352334987,0.0007107155697425,0.0003676899917484,0.9484382464840188,0.935604424954566,1.4055978637127882,-0.0007586136003771,-0.0686622137224954,0.1309688137392105,-0.3226554703855254,-0.0128338215294527,0.1679415313328241,-0.0003430255779941,-0.0172089803184651,-6.409638989180008e-05,-0.0027907196102704,-0.0006777471751304,-0.0107376634036349,-0.0018517142908567,-0.001765319241909,-1.0779720952199998e-05,-0.0122431747818658,-0.0844914852244236,-0.0406441834443139,-0.0051748745046654,-0.0332790372057591,-0.1442839365081464,-0.0105115109281699,-0.0314254143490139,a050_mu010_g002,0.0010963498276984,0.0003377362273213,-0.0007586136003771,0.1499820214942882,0.2809508352334987,0.1309688137392105,0.0024957104975822,0.0242904290429042,0.021794718545322,0.7211499708924813,0.6586353030808056,-0.0625146678116757,0.6328304677853313,0.5641682540628358,-0.0686622137224954,0.0005821503739196,0.0043331269939526,0.003750976620033,,,,,0.6060168688827748,0.749609462173622,0.250390537826378,0.2401741785896058,0.6268310435811119,0.772495374782755,0.227504625217245,0.231254184333854,0.6956967914072655,0.8125449460647224,0.1874550539352776,0.1712981827071958,0.7345248324454373,0.8401871363421922,0.1598128636578078,0.146184578505793,1.3352422272566944,1.4481328570369254,0.3999920181828414,1.445127978421357,0.2365239177932367,1.3960052532689295,-0.2022655913624069,-0.4594624565324793,-0.2239965365243378,1.499834736317185,-0.052979838911598,1.448158562294341,2.2383680937646924,0.0756070005426349,0.0337777333197411,-0.0330933485271044,0.0330933485271044,1.1129606042242408,1.212730158331331,1.2203109966040886,early,2.2383680937646924,0.0756070005426349,0.0337777333197411,-0.0003389136945304,-0.0306751217164565,0.075607000542601,-0.1536913084436859,-0.1839860611219266,0.0821965170225419,0.2264897017812934,0.0330933485271044,-0.0330933485271044,0.01478458731576637,False,-0.7349102186127294,-0.359651378430428
R1_low_expansion_low_friction,R1,5,3.528236574028286,5.031351992879043,0.5166120218579235,0.2122836476362697,0.6300397481750608,0.5790476544170935,0.0010322534378066,0.0004160816419203,0.4139673085262816,0.5836374951876209,0.1493042743191577,0.2893182447545788,0.0006999358487903,0.0002788658862389,0.946586532193162,0.9349753364045004,1.503115418850757,-0.0006161717958862,-0.0509920937579673,0.1400139704354211,-0.3043283742216538,-0.0116111957886616,0.1696701866613392,-0.0004210699625514,0.0486598753832461,2.4887729805100163e-05,0.0015689519502818,0.0017510976314904,0.0212852886555239,0.000937196405417,-0.0069163159660531,9.076090537899991e-06,0.032372680615849,0.0403908941156756,0.0307685336024455,0.0125065922067082,0.0699418472230627,0.0807148912475892,-0.0407632955565573,0.0215548277567703,a050_mu010_g002,0.0010322534378066,0.0004160816419203,-0.0006161717958863,0.1493042743191577,0.2893182447545788,0.140013970435421,0.0037819098644815,0.0458858702716755,0.0421039604071939,0.7187371122210512,0.6710007173601148,-0.0477363948609363,0.6300397481750608,0.5790476544170935,-0.0509920937579673,0.0017412821335288,0.0009863701578192,-0.0007549119757096,0.5672376951215096,0.4327623048784904,0.8780624544486181,0.3842585312155999,0.6268310435811119,0.772495374782755,0.227504625217245,0.231254184333854,0.6397334063726833,0.7749820273184759,0.225017972681524,0.2143297639737624,0.7345248324454373,0.8401871363421922,0.1598128636578078,0.146184578505793,0.7507300147720636,0.8561074982370916,0.1438925017629084,0.1408633432929706,1.3175245157341955,1.5072938719924045,0.4358383474415798,1.3960052532689295,0.4984336744542805,1.42362221455283,-0.2239965365243378,-0.4329005875845775,-0.215558715103934,1.448158562294341,-0.0164548675738022,1.5505963310473612,2.0543820326427658,0.1123047157037593,0.054665935507251,0.0313774793868626,0.0313774793868626,1.2158661185807165,1.2764472449011877,1.2699459597387,early,2.0543820326427658,0.1123047157037593,0.054665935507251,-0.0002999304832769,-0.0248211349922808,0.1123047157037046,-0.1047572412232033,0.0714694580783144,-0.0347887865755625,0.1839860611219266,0.0313774793868626,0.0313774793868626,0.015273439354647781,True,-0.5969191021525327,-0.29419725271127806
R1_low_expansion_low_friction,R1,6,3.576896449411532,5.049154386311938,0.5378973105134475,0.2259760241041092,0.6316087001253426,0.5738197637902611,0.0010571411676117,0.0003668728812552,0.4070509925602284,0.5770415520766793,0.1510553719506481,0.2851480481126416,0.0007090119393282,0.0003007272980635,0.947523728598579,0.935155643670064,1.4722579369004056,-0.0006902682863565,-0.0577889363350815,0.1340926761619935,-0.3119212864093382,-0.012368084928515,0.1699905595164508,-0.0004082846412647,0.0025714568291959,-3.848565618170012e-05,0.0026070083465593,-0.002525334780604,-0.0068202564478876,-0.0007660996778325,0.0035681022073709,1.3316697464599942e-05,0.0017466075507175,-0.0557546346639905,0.045112585762054,-0.0188327569623152,-0.0218653126446633,-0.0619416572734213,0.020990002135999,0.0326162095902848,a050_mu010_g002,0.0010571411676117,0.0003668728812552,-0.0006902682863565,0.1510553719506481,0.2851480481126416,0.1340926761619935,0.002475630512146,0.0378969842540699,0.0354213537419238,0.7212583751164752,0.6625113870642949,-0.0587469880521802,0.6316087001253426,0.5738197637902611,-0.0577889363350815,0.0001331144340417,0.0013424749484585,0.0012093605144167,,,,,0.6397334063726833,0.7749820273184759,0.225017972681524,0.2143297639737624,0.6505771248688352,0.7880194518125553,0.2119805481874447,0.2114140352817563,0.7507300147720636,0.8561074982370916,0.1438925017629084,0.1408633432929706,0.7634008543475266,0.8635336294910763,0.1364663705089237,0.1318655488521507,1.3676228724529844,1.5204083826968209,0.4377326656544399,1.42362221455283,0.40641144712491,1.4695112225372988,-0.215558715103934,-0.449584099422062,-0.228606714927594,1.5505963310473612,0.0494411847180624,1.5177731044446203,2.12585149072108,0.0579396582601531,0.0272548004943059,0.0258483819452998,0.0258483819452998,1.279655545676598,1.329997913202797,1.3257587771107933,early,2.12585149072108,0.0579396582601531,0.0272548004943059,-0.0003247020261617,-0.0271839009391255,0.0579396582601258,-0.1228506964551186,0.1078240556772551,-0.0507204083388868,0.0714694580783144,0.0258483819452998,0.0258483819452998,0.012159072286145432,True,-0.6687003989587355,-0.32841468691853803
R1_low_expansion_low_friction,R1,7,3.579467906240728,5.076055780832756,0.5310770540655598,0.2166030534351145,0.634215708471902,0.5662912672514553,0.00101865551143,0.0003344383090714,0.4106190947675994,0.5989263579695748,0.148530037170044,0.2861473077551307,0.0007223286367928,0.0002549532156592,0.9467576289207464,0.9344457402429254,1.496587874592028,-0.0006842172023585,-0.0679244412204467,0.1376172705850867,-0.3144740006304453,-0.012311888677821,0.1883072632019754,-0.0004673754211335,-0.0379784393235089,5.345359036260013e-05,-0.0015091038856041,0.005383710752941,-0.0052716451656568,5.4132953605123824e-05,0.0056920357538616,-1.2417723141999975e-05,-0.0253766851704826,0.0781237158320688,-0.0222173912433689,0.0391208947104732,-0.0167633736177606,0.004396803367646,0.0302273829327879,-0.0265690546698246,a050_mu010_g002,0.00101865551143,0.0003344383090714,-0.0006842172023585,0.148530037170044,0.2861473077551307,0.1376172705850867,0.0022158911047799,0.0283282351376512,0.0261123440328712,0.7233850187604539,0.6546660117878192,-0.0687190069726346,0.634215708471902,0.5662912672514553,-0.0679244412204467,0.0010849419104018,0.0022102161100196,0.0011252741996177,,,,,0.6505771248688352,0.7880194518125553,0.2119805481874447,0.2114140352817563,0.6544117647058824,0.7953529937444147,0.2046470062555853,0.2130857648099027,0.7634008543475266,0.8635336294910763,0.1364663705089237,0.1318655488521507,0.7711747693155213,0.8688130333591931,0.1311869666408068,0.127191956979191,1.3702703465885302,1.5402258655390495,0.4097550428183515,1.4695112225373006,0.2738935600087185,1.44294771715103,-0.228606714927594,-0.4605805675642875,-0.210484055557248,1.5177731044446203,0.0043327430399579,1.4924027382181146,2.2336755463983353,0.0496029582090167,0.0222068770412857,-0.0313683120359259,0.0313683120359259,1.3332670121678685,1.3489349158594706,1.3508240915386232,early,2.2336755463983353,0.0496029582090167,0.0222068770412857,-0.0003063189743297,-0.0304092693005214,0.0496029582089944,-0.1517211633568829,-0.0157388411654428,0.0070461626312799,0.1078240556772551,0.0313683120359259,-0.0313683120359259,0.014043360991479415,False,-0.6628383850670736,-0.32563371614296344
R1_low_expansion_low_friction,R1,8,3.541489466917219,5.099396696666997,0.525805408899903,0.197290967782771,0.6327066045862979,0.5746267497163013,0.0010721091017926,0.0003657678471804,0.416311130521461,0.5961807932505823,0.153913747922985,0.2889060770102938,0.0007099109136508,0.0002615323739535,0.9468117618743516,0.9335956174743888,1.5579072297497776,-0.0007063412546122,-0.0580798548699965,0.1349923290873088,-0.328514441117132,-0.0132161443999627,0.1798696627291212,-0.0004483785396973,-0.0085055879734943,-2.9259759717500076e-05,-0.0011958808080589,-0.00318192663374,0.002373546469844,0.0003400583744344,0.0041194846365565,3.260443509210003e-05,-0.0054596241747045,-0.0414243957648205,-0.0205902857490813,-0.0235711662672214,0.0072250902023222,0.0257305280660849,0.0229026094452488,0.072716314749129,a050_mu010_g002,0.0010721091017926,0.0003657678471804,-0.0007063412546121,0.153913747922985,0.2889060770102938,0.1349923290873088,0.0025086233929131,0.0366016564253272,0.0340930330324141,0.7233482142857143,0.6572028928850665,-0.0661453214006477,0.6327066045862979,0.5746267497163013,-0.0580798548699965,0.00375,0.001759186864738,-0.0019908131352619,,,,,0.6544117647058824,0.7953529937444147,0.2046470062555853,0.2130857648099027,0.6548676661114196,0.7923968422820671,0.2076031577179329,0.209506255585344,0.7711747693155213,0.8688130333591931,0.1311869666408068,0.127191956979191,0.7786272686572304,0.8740818062321194,0.1259181937678806,0.1230023273855702,1.3311691901250855,1.557420446240396,0.4034892210373525,1.44294771715103,0.4206161517827562,1.421897618089431,-0.210484055557248,-0.4499587450912188,-0.2204041498862051,1.4924027382181146,-0.0886087714590658,1.5038256889864767,2.2179367052328924,0.02666944447952,0.0120244389375879,-0.0152821089106456,0.0152821089106456,1.3522255147519124,1.3511863414156415,1.344860348764213,early,2.2179367052328924,0.02666944447952,0.0120244389375879,-0.0003184677240541,-0.0261864347764927,0.0266694444795078,-0.1288174419507645,-0.0135825714721073,0.0061239671267693,0.0157388411654428,0.0152821089106456,-0.0152821089106456,0.006890236711707256,False,-0.6842711567313443,-0.3357896001024117
R1_low_expansion_low_friction,R1,9,3.5329838789437247,5.116407872613984,0.528178955369747,0.1912578616352201,0.6315107237782389,0.5799838594415937,0.0010428493420751,0.0004050576491163,0.4204306151580176,0.589947526020888,0.150731821289245,0.2886549550965778,0.0007425153487429,0.0002286200112531,0.947151820248786,0.9334863216324472,1.5834239936702597,-0.0006377916929588,-0.0515268643366452,0.1379231338073328,-0.3369210937345269,-0.0136654986163388,0.1695169108628703,-0.0005138953374898,0.0122638710315499,-7.970655813729997e-05,-0.0008833639619391,-0.0026670555912773,0.0037795849023324,-0.0001264393381456,-0.0068757105969323,-3.212623925340002e-05,0.007745159275448,-0.1249727127090006,-0.0171437554622109,-0.0193372606729167,0.0112180120883119,-0.0092524496680402,-0.0405606175920337,-0.0625151404327005,a050_mu010_g002,0.0010428493420751,0.0004050576491163,-0.0006377916929588,0.150731821289245,0.2886549550965778,0.1379231338073328,0.0020478890989287,0.0379713572460911,0.0359234681471623,0.7216979002032061,0.6618588983251886,-0.0598390018780174,0.6315107237782389,0.5799838594415937,-0.0515268643366452,0.0024836306163919,0.0007116762347582,-0.0017719543816336,,,,,0.6548676661114196,0.7923968422820671,0.2076031577179329,0.209506255585344,0.6559000462748728,0.7908274284438989,0.2091725715561011,0.2064274116790773,0.7786272686572304,0.8740818062321194,0.1259181937678806,0.1230023273855702,0.7850024056636195,0.8760451024008591,0.1239548975991409,0.1169102296450939,1.3224121602921264,1.5699520898023935,0.4125236617448395,1.421897618089429,0.5149129158426293,1.406348494145842,-0.2204041498862051,-0.4366381113904213,-0.2474274946775708,1.5038256889864767,-0.1176437515529277,1.5220153527713305,2.204354133760785,0.0372091575640886,0.0168798456628156,-0.0049716881034865,0.0049716881034865,1.3544794964404774,1.356284652268497,1.3443921030003672,early,2.204354133760785,0.0372091575640886,0.0168798456628156,-0.0002893326817095,-0.0233750392223564,0.0372091575640716,-0.113583456400215,-0.069692076323562,0.0316156443541268,0.0135825714721073,0.0049716881034865,-0.0049716881034865,0.002255394461053402,False,-0.6178634712965048,-0.304217505394469
R1_low_expansion_low_friction,R1,10,3.5452477499752746,5.15755118188112,0.5319585402720794,0.2080491132332878,0.6306273598162998,0.5837682810431576,0.0009631427839378,0.000405688803469,0.4135549045610853,0.6008724338279066,0.1480647656979677,0.2967282812982167,0.0007103891094895,0.0002369195349165,0.9470253809106404,0.9330888479960098,1.6123034319058451,-0.0005574539804688,-0.0468590787731422,0.148663515600249,-0.3239094270387916,-0.0139365329146305,0.1873175292668212,-0.000473469574573,-0.0021758480862423,5.8258814311699936e-05,0.0032642646189291,0.0028363577228336,-0.0158364887680759,-3.925642960311837e-05,0.0004664638136401,-6.571977339549998e-05,-0.0013495276653161,0.1045087419739966,0.0696613058626844,0.0190790437812696,-0.0488917192463512,-0.0028168002645112,0.0024902304416648,-0.1388046387478328,a050_mu010_g002,0.0009631427839378,0.000405688803469,-0.0005574539804687,0.1480647656979677,0.2967282812982167,0.148663515600249,0.0024170157911698,0.0482243480539903,0.0458073322628204,0.7212585347850157,0.6655975456700599,-0.0556609891149557,0.6306273598162998,0.5837682810431576,-0.0468590787731422,0.0025373685181767,0.0004183516943243,-0.0021190168238524,0.5632816941444002,0.4367183058555998,0.8845059420855883,0.3919996931809465,0.6559000462748728,0.7908274284438989,0.2091725715561011,0.2064274116790773,0.6656595705122246,0.7995198749441715,0.2004801250558285,0.2009708196172515,0.7850024056636195,0.8760451024008591,0.1239548975991409,0.1169102296450939,0.7940285143604932,0.8860920026132739,0.1139079973867261,0.1157091355373168,1.335038575400114,1.6002611812081564,0.4109207771031888,1.406348494145842,0.5815269538528891,1.463806639747546,-0.2474274946775708,-0.4364241277222241,-0.2276756942853208,1.5220153527713305,-0.0368340253559445,1.4458005266283476,2.134662057437223,0.0974825167807101,0.0456664868525828,0.0334615507754459,0.0334615507754459,1.359583595607093,1.4044811307552272,1.3663677672541448,early,2.134662057437223,0.0974825167807101,0.0456664868525828,-0.0002611439026267,-0.021951520902272,0.0974825167806643,-0.1000282975034886,-0.0805236445204333,0.0377219636428393,0.069692076323562,0.0334615507754459,0.0334615507754459,0.015675338707056338,True,-0.5400359635645089,-0.26684002700620585
