predictor,target,n,spearman_raw,p_raw,spearman_within_route,p_within_route
irreversibility_area,overload_asinh,87,0.3880039367208573,0.0002045737064788664,-0.08852154261135815,0.41488115294446937
area_per_amplitude,overload_asinh,87,0.25355398410731206,0.017804880490328516,-0.29144492235911634,0.006165894104118425
loop_cost,overload_asinh,87,0.8129693081577603,1.1514510038442431e-21,0.5704417875628782,8.022308940774429e-09
overload_cost,imprint_efficiency,87,0.15803382663847776,0.14376170170082228,-0.5554786031931179,2.346324495048989e-08
irreversibility_area,imprint_efficiency,87,0.7985528905737406,1.9585645655236715e-20,0.5608915943719471,1.6011615455343847e-08
breath_irregularity,overload_asinh,84,0.3746886706489825,0.00044564804542127355,0.19848132023893894,0.07031028329966672
area_per_amplitude,force_h1_birth_force_share_next_cold_minus_current,87,0.03408179631114675,0.7539866835341436,-0.07742217686082963,0.47598686563118864
directed_area,force_h1_birth_force_share_next_cold_minus_current,87,0.8965334985784064,8.404043529939006e-32,0.8565283954217393,3.8352010550045716e-26
