target,predictor,spearman_raw,p_raw,spearman_within_regime_centered,p_within_regime_centered,n
force_p99,orientation_entropy,-0.4966621393587685,6.397249347912175e-07,0.026546487220644524,0.8038516365011946,90
force_p99,cycle_birth_positive_fraction,0.4760011524056467,2.1185407149274683e-06,0.7097254805119975,4.84277121762669e-15,90
force_p99,force_proxy_gini,-0.2884718277976705,0.005827984983681024,-0.4929415154134255,7.983103440370954e-07,90
force_p99,bottom_side_percolation_edge_fraction_geometry,-0.1534592748075894,0.14872184619086903,-0.28718771864839276,0.0060605721881450995,90
force_p99,force_share_top5_edges,-0.5132403177346997,2.3085390594812997e-07,-0.3466353870848253,0.0008171770335697154,90
force_p99,force_h1_birth_force_share,0.07830596369922212,0.46318104248700864,0.751903527184426,1.3378932621501869e-17,90
