bootstrap,feature,standardized_coefficient
549,S,-0.22840065367657555
549,L,0.14977134912479573
549,SxL,0.644278336421637
549,T,-0.15711772133263174
549,SxT,0.15999805071163592
550,S,-0.3836286408978914
550,L,0.15387572903751778
550,SxL,0.7706520179741579
550,T,-0.34024799850045684
550,SxT,0.1994083766120704
551,S,-0.21374118070486117
551,L,0.20646510947219865
551,SxL,0.682918854630815
551,T,-0.18954518229000453
551,SxT,0.09335289343813288
552,S,-0.05874995133663638
552,L,0.3646758599101644
552,SxL,0.5454749709032932
552,T,-0.08475933654321013
552,SxT,-0.02360367139365371
553,S,-0.1796823612746435
553,L,0.3327585792682798
553,SxL,0.6393572713329411
553,T,-0.09875057613637146
553,SxT,0.068092855559453
554,S,-0.021899710746963546
554,L,0.3230455884638651
554,SxL,0.49454033042556467
554,T,-0.12779765310120567
554,SxT,-0.016401546293504425
555,S,-0.3332974490399881
555,L,0.2898328010840645
555,SxL,0.740245345845533
555,T,-0.20384493216435176
555,SxT,0.11733354191198211
556,S,-0.3183011712106992
556,L,0.1925820537991223
556,SxL,0.7850912827910826
556,T,-0.23441848159729922
556,SxT,0.1501162188296388
557,S,-0.015990568944577996
557,L,0.3961277043549081
557,SxL,0.5177046305305251
557,T,-0.027956978177681783
557,SxT,-0.058858198341718154
558,S,-0.20730958514772738
558,L,0.2854276986323063
558,SxL,0.7060263648344189
558,T,-0.21779123416784307
558,SxT,0.07809279879416955
559,S,-0.029796487754489485
559,L,0.259910577781407
559,SxL,0.6410405044425636
559,T,-0.08256353651132892
559,SxT,-0.011380675162163994
560,S,-0.22396951314437272
560,L,0.238950849554189
560,SxL,0.6260149518115582
560,T,-0.15063083475476657
560,SxT,0.11773219317388832
561,S,-0.23284151334547895
561,L,0.20218287404440716
561,SxL,0.7038129279858646
561,T,-0.1427060059989272
561,SxT,0.1239223632558661
562,S,-0.049675712259405834
562,L,0.30771414758658966
562,SxL,0.5565754006482401
562,T,-0.11276042732785607
562,SxT,-0.0222699564597686
563,S,-0.3036599120798361
563,L,0.13659371544523624
563,SxL,0.6594798024764456
563,T,-0.1923552084714532
563,SxT,0.1530712804991104
564,S,-0.1517471350732323
564,L,0.3149706771720544
564,SxL,0.6543922614937033
564,T,-0.06864831084108163
564,SxT,0.07490692074114498
565,S,-0.25786769444271934
565,L,0.23980306983921984
565,SxL,0.6481486592365386
565,T,-0.21320120468073586
565,SxT,0.12122831557523168
566,S,-0.20748011918216328
566,L,0.21491703394403772
566,SxL,0.7119129595773352
566,T,-0.14316976174613588
566,SxT,0.1003324486930744
567,S,-0.25635013486498354
567,L,0.1769033848086824
567,SxL,0.6776364552294082
567,T,-0.25514577164244834
567,SxT,0.12253204511028071
568,S,-0.28689299467798035
568,L,0.3547105164214205
568,SxL,0.7527416627956557
568,T,-0.09993962181213778
568,SxT,0.14272604311839296
569,S,-0.1818268354830707
569,L,0.17251536823624702
569,SxL,0.677824644842187
569,T,-0.21718309752558657
569,SxT,0.10118681883827213
570,S,-0.17765842536155804
570,L,0.2631120826851324
570,SxL,0.6237455510930016
570,T,-0.08583810169022746
570,SxT,0.05065658603662736
571,S,-0.04648003548982526
571,L,0.3671075916627776
571,SxL,0.48418162115428703
571,T,-0.06303647302371769
571,SxT,-0.03019106171204318
572,S,-0.2683026461678724
572,L,0.21629461532973993
572,SxL,0.6415203739441306
572,T,-0.153896456127958
572,SxT,0.13815576461046727
573,S,-0.3293446181352313
573,L,0.26498762026529665
573,SxL,0.7822562070115071
573,T,-0.20449920826629195
573,SxT,0.0946014149218095
574,S,-0.038209826000935095
574,L,0.262611886749776
574,SxL,0.5296636089659393
574,T,-0.21058503780372187
574,SxT,-0.05898558844612469
575,S,-0.23302069730315284
575,L,0.30359675464673574
575,SxL,0.664152877221645
575,T,-0.21294200523473847
575,SxT,0.0920661303485789
576,S,-0.4043762041222203
576,L,0.15392636464293197
576,SxL,0.7829464945596126
576,T,-0.2649428863750271
576,SxT,0.21243451740633923
577,S,-0.12168668203153726
577,L,0.14564168696567747
577,SxL,0.6525508440916735
577,T,-0.23302759857009983
577,SxT,0.0776020936911125
578,S,-0.2822407794125712
578,L,0.2616752488165399
578,SxL,0.7612078705581854
578,T,-0.20158710852380393
578,SxT,0.10563156132800362
579,S,-0.295401641515728
579,L,0.2507360149190754
579,SxL,0.6954823770285175
579,T,-0.14809588169893037
579,SxT,0.12837416487792658
580,S,-0.2669544578668085
580,L,0.2453227745994886
580,SxL,0.6770898894377931
580,T,-0.1753048358414333
580,SxT,0.1380360366150937
581,S,-0.11671717188604931
581,L,0.3196392047340636
581,SxL,0.5973165259729722
581,T,-0.08097239470607084
581,SxT,0.02809471171387456
582,S,-0.2292572895447541
582,L,0.26390448055125826
582,SxL,0.6915202643735804
582,T,-0.17429464130832908
582,SxT,0.11861767776437594
583,S,-0.17157761045250472
583,L,0.16346495317639964
583,SxL,0.6784427110883169
583,T,-0.1566503883070058
583,SxT,0.08223051220994887
584,S,-0.23613188889818684
584,L,0.2531148366741717
584,SxL,0.7111156792021744
584,T,-0.22191907346350317
584,SxT,0.07733132290092642
585,S,-0.18977125589628743
585,L,0.2731907290085911
585,SxL,0.6959920888267357
585,T,-0.15333580251144277
585,SxT,0.06654313841479748
586,S,-0.10097758606482204
586,L,0.35587036752625434
586,SxL,0.5906097744191764
586,T,-0.07964090022569771
586,SxT,0.02648209888383614
587,S,-0.13762794631764944
587,L,0.24203988750369165
587,SxL,0.7050909432333514
587,T,-0.09230821844140828
587,SxT,0.055593275554300284
588,S,-0.39593954004155724
588,L,0.23811520216007453
588,SxL,0.7132473526966495
588,T,-0.31004648663636325
588,SxT,0.1694985368038642
589,S,-0.1855233120446558
589,L,0.2215138966812218
589,SxL,0.6799529668190227
589,T,-0.12779581613065796
589,SxT,0.061720646754274563
590,S,-0.1192978140228711
590,L,0.2848359762520649
590,SxL,0.5649318667480021
590,T,-0.011539424548075586
590,SxT,0.06512691029912693
591,S,-0.3264222899993849
591,L,0.34172721290216723
591,SxL,0.6732481041736723
591,T,-0.11528055800036481
591,SxT,0.10636844095043332
592,S,-0.18310285801319107
592,L,0.21977739775019245
592,SxL,0.8076655502323704
592,T,-0.12533517051361212
592,SxT,0.03323157234034078
593,S,-0.3742333970086956
593,L,0.22822455176167555
593,SxL,0.7457941949493903
593,T,-0.2096354819329848
593,SxT,0.1609212267167388
594,S,0.09611028823603282
594,L,0.35331737362466864
594,SxL,0.481202740946951
594,T,0.039103493961288927
594,SxT,-0.055412702494201056
595,S,-0.26404864892766283
595,L,0.23727683237368824
595,SxL,0.7312345485122894
595,T,-0.20424175601268407
595,SxT,0.09552602055086526
596,S,-0.234664284576963
596,L,0.28458896848004367
596,SxL,0.6556862035297352
596,T,-0.16362998762471131
596,SxT,0.06667545892851684
597,S,-0.0834582209195801
597,L,0.278948184520886
597,SxL,0.6089400299665434
597,T,-0.13282094664869884
597,SxT,-0.025608910431570257
598,S,0.01920703131654783
598,L,0.2520893461614451
598,SxL,0.5320296613937711
598,T,-0.0406406031975254
598,SxT,-0.013443591432121671
599,S,-0.3169912898940069
599,L,0.20782075027158442
599,SxL,0.7697430578305776
599,T,-0.22074352245683038
599,SxT,0.1396372219971335
600,S,-0.2633896223818663
600,L,0.30592051515257346
600,SxL,0.6794360833605749
600,T,-0.170917885059785
600,SxT,0.09081390505370898
601,S,-0.2638859404614589
601,L,0.28193968439537964
601,SxL,0.6408134525246902
601,T,-0.21055965840707136
601,SxT,0.07209556982399946
602,S,-0.17166845529753058
602,L,0.17770446890468672
602,SxL,0.7164869516392622
602,T,-0.13610496117349535
602,SxT,0.09293485739826904
603,S,-0.05831818315522068
603,L,0.21484758950250582
603,SxL,0.6203120221492081
603,T,-0.0951103552474996
603,SxT,0.045139906996766024
604,S,-0.039303687342601624
604,L,0.37047819018038963
604,SxL,0.6419787004512961
604,T,0.022232756056051326
604,SxT,-0.020066384474612967
605,S,-0.11710981671724792
605,L,0.2848525746807088
605,SxL,0.5441420440665056
605,T,-0.12534073018598793
605,SxT,0.0740977486852138
606,S,-0.20726733759754462
606,L,0.20815479227959455
606,SxL,0.6735571249671266
606,T,-0.1586392990442571
606,SxT,0.10272606850965779
607,S,-0.3530705764499927
607,L,0.15237459336101078
607,SxL,0.8527362150044145
607,T,-0.2519371805057696
607,SxT,0.16986617127487894
608,S,-0.10143033902830727
608,L,0.3080299490243704
608,SxL,0.60969282189094
608,T,-0.14471740916395323
608,SxT,0.07833818279901093
609,S,-0.19902677854776676
609,L,0.34182949856137457
609,SxL,0.7382325085716328
609,T,-0.011728923950580825
609,SxT,0.07255915815875198
610,S,-0.24187920615755487
610,L,0.23948590326740726
610,SxL,0.6814493941774601
610,T,-0.12573779623716036
610,SxT,0.13221646154885533
611,S,-0.1047063264660553
611,L,0.33668645300947975
611,SxL,0.549506534014936
611,T,-0.03232928382711079
611,SxT,0.03690030248160011
612,S,-0.4074522509323865
612,L,0.21169692336011003
612,SxL,0.7493949830701755
612,T,-0.27333234323487887
612,SxT,0.19538644402005034
613,S,-0.1919013793251279
613,L,0.24106129554344735
613,SxL,0.5769257425951374
613,T,-0.14385061750430575
613,SxT,0.07475365040314405
614,S,-0.26843087257990556
614,L,0.17261448576468497
614,SxL,0.8404887782611925
614,T,-0.11995049804542468
614,SxT,0.15634538347813237
615,S,0.049899502467232355
615,L,0.3001354380691834
615,SxL,0.49113047939371474
615,T,-0.08394523042343081
615,SxT,-0.04530409568748076
616,S,-0.2576155828483188
616,L,0.26001850850489916
616,SxL,0.7533828736145202
616,T,-0.18477584693214652
616,SxT,0.07329910314268526
617,S,-0.34279722353325887
617,L,0.23214218253652574
617,SxL,0.7275039857132632
617,T,-0.20369188943959776
617,SxT,0.18079565556024813
618,S,-0.037685641862088705
618,L,0.2676222986003298
618,SxL,0.5647044529459029
618,T,-0.0699321760637739
618,SxT,0.013137063941575667
619,S,-0.21926354662606964
619,L,0.30556756640921445
619,SxL,0.5748321903189357
619,T,-0.13537614188312133
619,SxT,0.03029782975902149
620,S,-0.2224729375080589
620,L,0.20565165384849338
620,SxL,0.6576062657694659
620,T,-0.22919170080909246
620,SxT,0.13195320794124787
621,S,-0.002620292809867694
621,L,0.3242747296466401
621,SxL,0.5253395127472829
621,T,0.013540713525558867
621,SxT,-0.0497545101541214
622,S,-0.28228103489794737
622,L,0.2829224366791109
622,SxL,0.7424109179770618
622,T,-0.15181708281848016
622,SxT,0.12350455015686268
623,S,0.012529988872027607
623,L,0.2786114159393341
623,SxL,0.5474767305524023
623,T,-0.04867660970270389
623,SxT,-0.006744591850651012
624,S,-0.1241927516841507
624,L,0.2778973559107788
624,SxL,0.5126673201409748
624,T,-0.08663422966173881
624,SxT,0.08408182608552045
625,S,-0.07524764543001983
625,L,0.30769498061551603
625,SxL,0.5257048159031624
625,T,-0.09936819983189632
625,SxT,0.00853229937260313
626,S,-0.3957118777707011
626,L,0.21495267486854885
626,SxL,0.741607858573774
626,T,-0.20529639986269407
626,SxT,0.24566263765171245
627,S,-0.15817727954923977
627,L,0.2163993465133851
627,SxL,0.6422790709040942
627,T,-0.2032151296394444
627,SxT,0.0465224748514616
628,S,-0.2280007912829382
628,L,0.21325842719414478
628,SxL,0.6881833987699478
628,T,-0.12683493218243194
628,SxT,0.1127311877336756
629,S,-0.29922788951162405
629,L,0.17078536679457057
629,SxL,0.8268081226057604
629,T,-0.21364421827575925
629,SxT,0.1381541610424622
630,S,-0.13269038855512594
630,L,0.33676550781197845
630,SxL,0.5127498073722241
630,T,-0.06493626627428113
630,SxT,0.025066910389733306
631,S,-0.5088226164990727
631,L,0.15551705511231773
631,SxL,0.8916549977523777
631,T,-0.35586733157771944
631,SxT,0.2725395330715994
632,S,-0.3199247363481344
632,L,0.21174191842138834
632,SxL,0.677697394587757
632,T,-0.1772512951757315
632,SxT,0.1551119089214742
633,S,0.0017907215903056528
633,L,0.2898281480497056
633,SxL,0.5511356858737284
633,T,-0.03075251531124309
633,SxT,0.010885600189182717
634,S,-0.09051461953022504
634,L,0.222949050478348
634,SxL,0.561010566004423
634,T,-0.1367455622978776
634,SxT,0.03557335396246928
635,S,-0.22903004247514078
635,L,0.16451093277561835
635,SxL,0.6960082531929351
635,T,-0.22214794359893122
635,SxT,0.14896357063327578
636,S,-0.1574505232713216
636,L,0.21888498579311433
636,SxL,0.7755735270973455
636,T,-0.20997159753687333
636,SxT,0.05547225134723436
637,S,-0.24317724210571257
637,L,0.14262737083188703
637,SxL,0.6778672658534163
637,T,-0.20972745524037173
637,SxT,0.13292964850314973
638,S,-0.06861942346155794
638,L,0.3739527607796782
638,SxL,0.5866171897776858
638,T,-0.043731548888960234
638,SxT,-0.023422853134903037
639,S,-0.1730554203914886
639,L,0.31230489206564016
639,SxL,0.6296486515435675
639,T,-0.1843770861679524
639,SxT,0.03861448729213014
640,S,-0.18954488512286738
640,L,0.3326634729919016
640,SxL,0.6380548913127801
640,T,-0.1485545183659072
640,SxT,0.04379079022549793
641,S,-0.27502394142106645
641,L,0.23325951771612585
641,SxL,0.7725397259272244
641,T,-0.11374202807204835
641,SxT,0.1292963592611841
642,S,-0.32637852490626257
642,L,0.15650429591880943
642,SxL,0.7689098432532762
642,T,-0.2880981168477432
642,SxT,0.11277468013657194
643,S,-0.18718511970901583
643,L,0.37471993821181837
643,SxL,0.6363129940228295
643,T,-0.14577855508055115
643,SxT,0.030603890165995736
644,S,-0.2686097447632203
644,L,0.3210232210332795
644,SxL,0.661010086538545
644,T,-0.19325645663895652
644,SxT,0.09304935172095083
645,S,-0.11276900620191589
645,L,0.24906057346541532
645,SxL,0.6653847648174904
645,T,-0.045025988477530844
645,SxT,0.054466822360304784
646,S,-0.02864258565383042
646,L,0.2686389042710622
646,SxL,0.48945146297382325
646,T,-0.015092481727404482
646,SxT,0.052801815519114656
647,S,-0.24095335521577851
647,L,0.2338760304188191
647,SxL,0.5979824948041309
647,T,-0.13827567346515643
647,SxT,0.12116396561631863
648,S,-0.39059414134054127
648,L,0.2312866746490997
648,SxL,0.6744458199399695
648,T,-0.298234028762039
648,SxT,0.20081455384008443
649,S,-0.23095427332920782
649,L,0.26440997508091413
649,SxL,0.6758214768978147
649,T,-0.16073577781587908
649,SxT,0.11346657059373923
650,S,-0.3275541098423097
650,L,0.21592977969456695
650,SxL,0.758357671921058
650,T,-0.1826587804769838
650,SxT,0.1605567158824826
651,S,-0.3966666947184191
651,L,0.18009902993513371
651,SxL,0.8329544393917101
651,T,-0.28903432978323973
651,SxT,0.21971309130771788
652,S,-0.20411247483560563
652,L,0.20669577754978796
652,SxL,0.6184526300631339
652,T,-0.278684893299598
652,SxT,0.043027728356852125
653,S,-0.0500517857356328
653,L,0.22492323541982862
653,SxL,0.5759218910534155
653,T,-0.19749542693308522
653,SxT,0.04169126586697612
654,S,-0.25246053817843345
654,L,0.3052415426918229
654,SxL,0.6764067505725831
654,T,-0.21510585600036644
654,SxT,0.07834030327574905
655,S,-0.16886331870077137
655,L,0.2735753141747954
655,SxL,0.6729566571784386
655,T,-0.1670053023783125
655,SxT,0.09109254132235765
656,S,-0.18200426158854877
656,L,0.26232225253155006
656,SxL,0.6773475464532343
656,T,-0.09357551278603463
656,SxT,0.08311544148000884
657,S,-0.32546322991595356
657,L,0.2266389692803974
657,SxL,0.6816085836094428
657,T,-0.3063771756969833
657,SxT,0.15549653071174885
658,S,-0.05762050264096042
658,L,0.3394976152073599
658,SxL,0.5835147603951042
658,T,-0.06305361983177497
658,SxT,-0.026503388713572083
659,S,-0.33084214401682766
659,L,0.2019572067650668
659,SxL,0.7208147873498206
659,T,-0.33304198067923574
659,SxT,0.13437749295705767
660,S,0.02220570750405794
660,L,0.31348344151694685
660,SxL,0.5055402816952129
660,T,-0.08500836870354406
660,SxT,-0.03714404117924573
661,S,-0.07440581619516036
661,L,0.2905332360929578
661,SxL,0.5456765591987782
661,T,-0.08031000762149894
661,SxT,0.028403820618547446
662,S,-0.2629032343043332
662,L,0.23163886811424772
662,SxL,0.7120033619772556
662,T,-0.17711494793616323
662,SxT,0.13178123682064102
663,S,-0.3377221432815399
663,L,0.13774735471851807
663,SxL,0.7543903927761144
663,T,-0.24461095173981917
663,SxT,0.17514092137917
664,S,-0.2546281449760922
664,L,0.333255870204722
664,SxL,0.648567359429707
664,T,-0.21161813122277048
664,SxT,0.11304002946132409
665,S,-0.2339549382903629
665,L,0.20136147871841859
665,SxL,0.6408933715930747
665,T,-0.172350636244222
665,SxT,0.12168019809732221
666,S,-0.4284696204170913
666,L,0.24662466661484195
666,SxL,0.8072688866205399
666,T,-0.2928814989600246
666,SxT,0.2093577706191937
667,S,-0.32319818542195183
667,L,0.14645334829377465
667,SxL,0.7587660181725873
667,T,-0.23629303853124942
667,SxT,0.15227311224600734
668,S,-0.1042233743858098
668,L,0.2788970262295346
668,SxL,0.5508117431992922
668,T,-0.05994526434526477
668,SxT,0.04613557112614829
669,S,-0.20406839134767557
669,L,0.37614933231970604
669,SxL,0.6673133913769791
669,T,-0.09558287910979206
669,SxT,0.049570323666574045
670,S,-0.38955709245078707
670,L,0.21231481009448028
670,SxL,0.7375502490368425
670,T,-0.26085361720492917
670,SxT,0.19259629683258506
671,S,-0.2638783753553986
671,L,0.19635679276985718
671,SxL,0.6780614732650893
671,T,-0.21764952552779568
671,SxT,0.11090867689537601
672,S,-0.15286112720874342
672,L,0.2336603961964936
672,SxL,0.525295583508165
672,T,-0.30355335087852564
672,SxT,0.03848561656648784
673,S,-0.32388100175506107
673,L,0.1960644459164801
673,SxL,0.7332586057957555
673,T,-0.29160175680067946
673,SxT,0.12231368269698523
674,S,-0.42715322505796816
674,L,0.21605352963808266
674,SxL,0.8855384742692309
674,T,-0.22953338219833466
674,SxT,0.23861588301960512
675,S,-0.1181114469455513
675,L,0.3778441342760386
675,SxL,0.5498460733450029
675,T,-0.06707499568885643
675,SxT,-0.004317775721401365
676,S,-0.0763337315327024
676,L,0.18011695015468454
676,SxL,0.6089927882404426
676,T,-0.1064035094801221
676,SxT,0.08403158633963162
677,S,-0.15923507236050857
677,L,0.19739497156762853
677,SxL,0.6547067935052452
677,T,-0.17838566883307108
677,SxT,0.08093568134126984
678,S,-0.10236668855908324
678,L,0.15344639260780024
678,SxL,0.6348146121706617
678,T,-0.2186504369964253
678,SxT,0.05231675483973977
679,S,-0.11123460209793389
679,L,0.2966398026329736
679,SxL,0.6505323691733023
679,T,-0.10216766521045165
679,SxT,0.0568234193009757
680,S,-0.4098195880267337
680,L,0.19349355817480274
680,SxL,0.7585783296801063
680,T,-0.204085399136702
680,SxT,0.20106049116984015
681,S,-0.23121686669935523
681,L,0.29761413484337795
681,SxL,0.6506231074910197
681,T,-0.11329637494290824
681,SxT,0.07141142342039296
682,S,-0.1930770650859844
682,L,0.31794236867739867
682,SxL,0.6110686315142511
682,T,-0.1424251882846831
682,SxT,0.06222003518138689
683,S,-0.19522640954728113
683,L,0.21889788110014718
683,SxL,0.636986803763306
683,T,-0.13446305849478513
683,SxT,0.08519729994127599
684,S,-0.22072679545314702
684,L,0.16666786098372577
684,SxL,0.7507400619778142
684,T,-0.15104195117304653
684,SxT,0.12581295498755446
685,S,-0.13839258194641002
685,L,0.31364941019899173
685,SxL,0.5795647647690574
685,T,-0.08235970631177193
685,SxT,0.037812204689688114
686,S,-0.21136427580380346
686,L,0.1702126884341737
686,SxL,0.572639824234718
686,T,-0.21555780376303652
686,SxT,0.1444459733601705
687,S,-0.09312908875869863
687,L,0.33806420063265863
687,SxL,0.6663907395457028
687,T,0.02384755388789887
687,SxT,0.02313856348745284
688,S,-0.1881766947921492
688,L,0.11871655548765614
688,SxL,0.5626086844827379
688,T,-0.18858237059619817
688,SxT,0.1544009103651543
689,S,-0.1043647954319404
689,L,0.24914574529154687
689,SxL,0.6189005032283057
689,T,-0.04874264882458384
689,SxT,0.08963140912385652
690,S,-0.22610485492645457
690,L,0.2696611532519817
690,SxL,0.757134024947251
690,T,-0.09437266762030137
690,SxT,0.12658846236175939
691,S,-0.11176607736746424
691,L,0.29096826583329827
691,SxL,0.679243719971558
691,T,-0.00798189968920228
691,SxT,0.05514495942728999
692,S,-0.31000191804204236
692,L,0.16229707714825325
692,SxL,0.7972082009973828
692,T,-0.25160367300119624
692,SxT,0.13587507579235159
693,S,-0.24830219059378197
693,L,0.2081077654649246
693,SxL,0.7796271898349845
693,T,-0.1552953298520583
693,SxT,0.13758877176602738
694,S,-0.039089273748723785
694,L,0.30645054651027626
694,SxL,0.5225029897256657
694,T,-0.11009786128914514
694,SxT,-0.013609470671331059
695,S,-0.33540828313793214
695,L,0.17427754578498234
695,SxL,0.7886759531751729
695,T,-0.25421773169093465
695,SxT,0.20332970672070141
696,S,-0.10412234702927331
696,L,0.33519403137339043
696,SxL,0.684966482535944
696,T,-0.02043984835918259
696,SxT,0.01699820178004113
697,S,-0.3103016056302626
697,L,0.20380078256312195
697,SxL,0.7808742888067041
697,T,-0.22446736286934357
697,SxT,0.1137996134404598
698,S,-0.23616658788283018
698,L,0.36684366487874964
698,SxL,0.5993510783240643
698,T,-0.16105886083335663
698,SxT,0.07941708593372095
699,S,-0.20677512829056302
699,L,0.26193774038381334
699,SxL,0.6686394281771734
699,T,-0.13394927417300637
699,SxT,0.074640289664632
700,S,-0.40631184401572384
700,L,0.19521540674119764
700,SxL,0.725498285681821
700,T,-0.319864639855061
700,SxT,0.26484190491594256
701,S,-0.062036067808218506
701,L,0.2935033064622422
701,SxL,0.55322140595891
701,T,-0.12692048060780145
701,SxT,-0.011347727000548554
702,S,-0.17604353826612137
702,L,0.21424691398186646
702,SxL,0.6457741178655162
702,T,-0.11552609716659122
702,SxT,0.0840068893769187
703,S,-0.2726459604481527
703,L,0.2938595983543667
703,SxL,0.6952308273740095
703,T,-0.18808162075800716
703,SxT,0.11185991222046038
704,S,-0.13007215904729305
704,L,0.2356951014753511
704,SxL,0.6425694395193048
704,T,-0.13973345589078331
704,SxT,0.034132179328954945
705,S,-0.21377092203410197
705,L,0.20806406250574516
705,SxL,0.6037416207308175
705,T,-0.29925325489409066
705,SxT,0.10485835040568887
706,S,-0.38164393549647174
706,L,0.17321993554384763
706,SxL,0.8108512802126673
706,T,-0.2703569254062507
706,SxT,0.22858235734186927
707,S,-0.2261345921880895
707,L,0.20888064029232323
707,SxL,0.7284525621562435
707,T,-0.185135829351981
707,SxT,0.09828506972925523
708,S,-0.35810988251763964
708,L,0.1833313932147389
708,SxL,0.7068367888487207
708,T,-0.2503920592617769
708,SxT,0.17920428156243356
709,S,-0.33235243750111376
709,L,0.15389403181005912
709,SxL,0.6212101982576814
709,T,-0.2610082655321745
709,SxT,0.17813586667412848
710,S,-0.2903700532511547
710,L,0.158132126925828
710,SxL,0.7070076737022672
710,T,-0.26252649111185966
710,SxT,0.11910944874998139
711,S,-0.31014789479336513
711,L,0.14129719507949345
711,SxL,0.7587168356448017
711,T,-0.2332202986915983
711,SxT,0.13907015898688674
712,S,-0.26693925498936516
712,L,0.16504238243049896
712,SxL,0.7584119867199256
712,T,-0.23162327692075488
712,SxT,0.12693482814208729
713,S,-0.19075300627672065
713,L,0.24325961649806738
713,SxL,0.5542747295725735
713,T,-0.11808945198452242
713,SxT,0.11204429890408024
714,S,-0.03271332898566723
714,L,0.1595508655776624
714,SxL,0.6094893917709603
714,T,-0.12060337893840059
714,SxT,0.05517718609047851
715,S,-0.3746414583688005
715,L,0.21746965255545225
715,SxL,0.7383705094048494
715,T,-0.18379774873856172
715,SxT,0.20237243649547912
716,S,-0.3049253274818429
716,L,0.16442805827478324
716,SxL,0.7319777679862376
716,T,-0.2160290653707995
716,SxT,0.18072988930812334
717,S,-0.32633472754759146
717,L,0.2682039326197291
717,SxL,0.7613043588984668
717,T,-0.25777373971747924
717,SxT,0.1739745746162329
718,S,-0.2241981221719722
718,L,0.229768935805164
718,SxL,0.7334083432355759
718,T,-0.1893756201421898
718,SxT,0.09981738816883395
719,S,-0.3634771333002497
719,L,0.14139593096007974
719,SxL,0.7265430771395983
719,T,-0.26450200270897484
719,SxT,0.19632502875890792
720,S,-0.18684161234502403
720,L,0.2650542071755493
720,SxL,0.6599559669648206
720,T,-0.15788020147543214
720,SxT,0.028644693359411926
721,S,-0.2892082546952231
721,L,0.2611790906201945
721,SxL,0.7632426204934453
721,T,-0.12629429136993012
721,SxT,0.12876610311964218
722,S,-0.0693127036817817
722,L,0.2942043264730895
722,SxL,0.5058543364501619
722,T,-0.10396537264999399
722,SxT,0.02908476310185626
723,S,-0.15136582268839602
723,L,0.21442540752945427
723,SxL,0.6990064766497437
723,T,-0.15819472692008768
723,SxT,0.05911473962195883
724,S,-0.13236238479201629
724,L,0.3151819617875543
724,SxL,0.57296077508372
724,T,-0.17744563863680016
724,SxT,0.0387455153792816
725,S,-0.1890628604874785
725,L,0.2669797424909438
725,SxL,0.6699266303722626
725,T,-0.10806709332732395
725,SxT,0.11320466492683673
726,S,-0.10969989758723923
726,L,0.30007260923518053
726,SxL,0.5435319862922712
726,T,-0.0991305330356009
726,SxT,0.044020083273782463
727,S,-0.0075971328789600865
727,L,0.3007632144765215
727,SxL,0.5012421478935489
727,T,-0.04121644466978932
727,SxT,-0.005209784450390763
728,S,-0.23657586363105532
728,L,0.20976681745180603
728,SxL,0.6505237353956493
728,T,-0.21487601954771157
728,SxT,0.10562515471048131
729,S,-0.013099627707562565
729,L,0.33614140554793
729,SxL,0.5424744774637519
729,T,-0.0011422206197352319
729,SxT,-0.01645766374948649
730,S,-0.05789382924802006
730,L,0.24578784539600718
730,SxL,0.6158391939229424
730,T,-0.09119044071957169
730,SxT,0.038472168215484506
731,S,-0.31259058631189474
731,L,0.2444475751442421
731,SxL,0.7520141450870472
731,T,-0.23627716660731102
731,SxT,0.12083379127747092
732,S,-0.13648068540295258
732,L,0.3810779059968781
732,SxL,0.5965088244320371
732,T,-0.11109094259803791
732,SxT,0.007723772886884586
733,S,-0.21244972499625617
733,L,0.21920688566334146
733,SxL,0.6180321899156092
733,T,-0.12767334765492697
733,SxT,0.11988423967290142
734,S,-0.13257534377866595
734,L,0.26339767471944886
734,SxL,0.6716568361886847
734,T,-0.0749027906002562
734,SxT,0.04478578643226687
735,S,-0.29931947828520167
735,L,0.3196850450003196
735,SxL,0.6736347410265712
735,T,-0.13300227452629942
735,SxT,0.1369548665493328
736,S,-0.26207344720205356
736,L,0.28314078973840395
736,SxL,0.7206095394044327
736,T,-0.21339726492491864
736,SxT,0.13643930198411175
737,S,-0.06645225300653122
737,L,0.30942149812657926
737,SxL,0.586062695304119
737,T,-0.01162436646597386
737,SxT,0.0020740449009483894
738,S,-0.022617301068384457
738,L,0.35834264848594144
738,SxL,0.5220595833627972
738,T,-0.04447027330366392
738,SxT,-0.039222870813475065
739,S,-0.22735174092954538
739,L,0.296532507181693
739,SxL,0.7017544854967914
739,T,-0.12015502524421405
739,SxT,0.1022810028184756
740,S,-0.17726805352641467
740,L,0.33478579783031737
740,SxL,0.6803288461654503
740,T,-0.13107580208379402
740,SxT,0.02963090901062036
741,S,-0.08757718870573399
741,L,0.3020604845058107
741,SxL,0.6109486976992239
741,T,-0.04350677087518137
741,SxT,0.013296428825805388
742,S,-0.09973789046405378
742,L,0.3175659435134506
742,SxL,0.6171346946014965
742,T,-0.020927836656866747
742,SxT,0.04929879089978216
743,S,-0.3008563476542237
743,L,0.2426931105393193
743,SxL,0.7469953967358999
743,T,-0.21610322519956632
743,SxT,0.12493851146451972
744,S,0.026203362692658858
744,L,0.2949712771640791
744,SxL,0.6134767362084571
744,T,0.018903379166964
744,SxT,-0.03863189861418204
745,S,-0.22272823029412972
745,L,0.17101156685981211
745,SxL,0.7177000584781902
745,T,-0.1832933875175254
745,SxT,0.13276089874958313
746,S,0.0007256584995561222
746,L,0.27333540773140386
