x,y,n,spearman_rho,spearman_p,pearson_r,pearson_p
activity_index,memory_index,20,-0.7157894736842104,0.00038691327846311315,-0.7581228613531271,0.00010750384422945984
activity_index,contact_survival,20,-0.8556390977443609,1.5129652137091274e-06,-0.9784499608667891,8.805059927492628e-14
activity_index,z_mean,20,-0.6977443609022556,0.0006253881635147668,-0.7670733615005197,7.935135849042375e-05
activity_index,k_eff_W_mK,20,-0.6857142857142857,0.0008456156084852952,-0.7356793652768883,0.0002183129372611017
activity_index,phi_voro_std,20,0.675187969924812,0.0010889426257988835,0.36806598909679,0.1103338185228541
memory_index,cumulative_edge_entropy,20,0.9669172932330825,3.998251637026956e-12,0.9598237921867826,2.2383020095664552e-11
memory_index,persistent_edge_fraction,20,-0.9669172932330825,3.998251637026956e-12,-0.9742345122244946,4.3290101733440583e-13
memory_index,edge_pool_norm,20,0.9669172932330825,3.998251637026956e-12,0.9722580974945931,8.358810904141342e-13
