regime_id,n,mean_overload_asinh,mean_loop_activation,mean_wall_conduit,mean_giant_backbone,top20_overload_rate
R1,30,-0.45156504974900324,-0.049821956481719575,0.01726911868115783,0.04074773327533302,0.2
R3,30,0.6204697742329508,0.04637633219426918,-0.013825953808261657,0.02615961608568528,0.2
R5,30,1.3215293659719405,0.0800190051933482,-0.08149916790710635,0.026068746901865555,0.2
R6,30,1.8184317817270004,0.07956762897549949,-0.07875199154415298,0.030238574759027394,0.2
R6c,30,2.5187575281754335,0.12464577540098215,-0.07444267095151957,0.03685991559925639,0.2
