regime_id,trace_half,diagonal_split,reciprocal_shear,circulation,dominant_eigenvalue,dominant_abs,alternating_mode_strength,two_cycle_persistence,spectral_radius,stability_margin,mean_overload_number,mean_dimensionless_loop_number,r2_next_memory,r2_next_hot_excitation,one_step_gain,peak_normalized_gain,nonnormality
R1,0.2396549286517461,-0.3772102802713543,0.06726198863225194,0.07161982143809695,0.6160621175234969,0.6160621175234969,0.13675226022000475,0.018701180675279892,0.6160621175234969,0.38393788247650307,-0.4747465152879042,-0.0024563531605515,0.4793103498025557,0.7494967688644459,0.6332879761555276,1.027961236604271,0.3707084487971819
R3,-0.5025608103116717,0.5861433087213721,-0.33279135368897167,-0.5153533729294858,-0.9369856766109874,0.9369856766109874,0.9369856766109874,0.8779421581741499,0.9369856766109874,0.06301432338901258,0.801929534630165,0.0139022262406865,0.4617008995059563,0.9285784979188446,1.393859096418066,1.5515415637432834,1.0103032666864635
R5,0.3046671329703229,-0.07816370939158926,0.3217383613730386,-0.1947451188766982,0.572434713753661,0.572434713753661,0.0,0.0,0.572434713753661,0.42756528624633905,2.57207960603943,0.0364748942967329,0.3630745569951007,0.2357317678529941,0.6926874183850321,1.2365084338216306,0.758719451529694
R6,0.36420266838458853,-0.30832454827209893,0.0011844779602925432,-0.20192424221108296,0.5972091714327056,0.5972091714327056,0.0,0.0,0.5972091714327056,0.4027908285672944,4.509021391563031,0.0600688464533404,0.0477395236441731,0.6530380507714176,0.7247604715215745,1.323254153468736,0.6558868457233432
R6c,0.6032070684962433,-0.16833393386024798,0.19247888838136834,-0.18600739323980026,0.7786655690641209,0.7786655690641209,0.0,0.0,0.7786655690641209,0.22133443093587912,8.303279774162874,0.1124071254332088,0.3580744349186636,0.8060611815337405,0.8869387196732684,1.4572498108167729,0.2900296262788743
