regime_id,n,mean_psi,sd_psi,mean_overload,overload_probability,mean_tail,mean_loop
R1,30,-0.00244225276871169,0.0006309003677461587,-0.47184090409436147,0.03333333333333333,0.007920608620453337,-0.049821956481719575
R3,30,0.01364009770419677,0.012931611887377476,0.7803749420168624,0.8333333333333334,0.034446922600496796,0.04637633219426918
R5,30,0.035302502291182966,0.01744479061351536,2.4852833397837997,0.9333333333333333,0.032969677732256314,0.0800190051933482
R6,30,0.05967572173162457,0.030216206520530073,4.4390030386353825,1.0,0.054074274468874424,0.07956762897549949
R6c,30,0.11218119786088389,0.0293958089400691,8.186008690977685,1.0,0.03601265936355504,0.12464577540098215
