N,contacts,Z,components,giant_fraction,beta1_loops,loop_density,loop_redundancy,degree_mean,degree_var,degree_susceptibility,degree_entropy,rattler_fraction_Z0,low_coord_fraction_Zle2,mean_core,max_core,kcore4_fraction,kcore5_fraction,triangles,triangle_density,transitivity,boundary_edge_fraction,vertical_spanning_components,bottom_side_spanning_components,largest_component_zspan_norm,height_m,fabric_Qxx,fabric_Qyy,fabric_Qzz,fabric_anisotropy,fabric_vertical_bias,mean_abs_nz,orientation_entropy,family,run,cycle,phase,force_proxy_gini,force_proxy_q99_q50,net_force_p99_N,height_m_micro
10111.0,8081.0,1.5984571259024825,3823.0,0.31490455939076256,1793.0,0.17733161902878053,0.22187848038609084,1.5984571259024825,2.4169454980876353,1.5120489995770374,0.7304525693281971,0.2874097517555138,0.7567995252695084,1.0088022945307091,3.0,0.0,0.0,263.0,0.026011274849174166,0.046262093227792435,0.14973394381883431,0.0,1.0,0.6028477626099638,0.012446824,0.32244074747065576,0.3172564283904745,0.3603028241388678,0.04734298814462856,0.040454236208302685,0.5131522760529134,0.9346242011448337,long,R3_intermediate,2,cold,0.5108394885455919,6.578892379556515,0.0006546727805621,0.013450346
10111.0,21651.0,4.282662446840075,272.0,0.9701315399070319,11812.0,1.1682326179408564,0.5455637153018337,4.282662446840075,3.138774673813773,0.7329026540790508,0.820876729708489,0.02423103550588468,0.1639798239541094,2.6360399564830383,3.0,0.0,0.0,2455.0,0.24280486598753834,0.08471262120288471,0.09048080920049882,1.0,1.0,1.0,0.012439467000000001,0.3450940940462502,0.34437332877304777,0.31053257718070365,0.03507442506812708,-0.03420113422894533,0.4702588393142227,0.9217230760782914,long,R3_intermediate,2,hot,0.6499552321981675,18.537807680519755,0.000769447619599,0.013453696
10111.0,8480.0,1.6773810701216496,3380.0,0.35001483532786076,1749.0,0.17297992285629513,0.20625,1.6773810701216496,2.2669980269742678,1.3515104393123127,0.7688980988355287,0.24349718128770645,0.7496785678963505,1.0397586786667985,3.0,0.0,0.0,247.0,0.02442883987736129,0.04306887532693984,0.1479952830188679,0.0,1.0,0.9176949046116482,0.012447589,0.3185921959550003,0.3211237920765732,0.36028401196842613,0.0424399178694726,0.04042601795263939,0.5133412669270615,0.9393888408834346,long,R3_intermediate,3,cold,0.5169561489577144,6.49181501564671,0.0006389736775,0.013451346
10111.0,22746.0,4.499258233606962,251.0,0.9724062901790129,12886.0,1.2744535654237958,0.5665171898355755,4.499258233606962,3.170580994634759,0.7046897132847985,0.8218699749022876,0.022351893976856888,0.13470477697557115,2.7017110078132727,3.0,0.0,0.0,2919.0,0.28869548017011176,0.09157838595317026,0.09342301943198804,1.0,1.0,1.0,0.012429717000000002,0.33561663574292466,0.33592076603726845,0.3284625982198066,0.00850113618411763,-0.007306102670289971,0.4855308609062263,0.9329670385146185,long,R3_intermediate,3,hot,0.5908427627069512,13.505269220176396,0.0012950392012624,0.013442596
10111.0,8981.0,1.7764810602314312,3008.0,0.4563346849965384,1878.0,0.18573830481653644,0.20910811713617639,1.7764810602314312,2.3149883489390795,1.303131455078668,0.7459160713116484,0.2194639501532984,0.7262387498763723,1.1057264365542478,3.0,0.0,0.0,266.0,0.02630798140638908,0.042726347914547304,0.1498719518984523,1.0,1.0,0.9946897645573355,0.012447659,0.31778592073370887,0.314904706093497,0.3673093731727963,0.053252021220513535,0.05096405975919338,0.5191602664798439,0.9410560622844234,long,R3_intermediate,5,cold,0.5033748469922362,5.888651074035353,0.0006621356902871,0.013451246
10111.0,22358.0,4.422510137474038,367.0,0.9589555929186035,12614.0,1.2475521709029769,0.5641828428303068,4.422510137474038,3.4440744429542978,0.7787601013666451,0.8356606054193428,0.03234101473642567,0.153792898823064,2.6533478389872416,3.0,0.0,0.0,2915.0,0.2882998714271585,0.09309926329685304,0.09092942123624653,1.0,1.0,1.0,0.012403459,0.33661434239805227,0.33271744513583096,0.33066821246612016,0.0066735474148443275,-0.003997681300821454,0.4865885769115824,0.9343586651764495,long,R3_intermediate,5,hot,0.5753868952902386,11.84496693610654,0.0013426735957997,0.013416996
10111.0,8017.0,1.5857976461279795,4363.0,0.3514983681139353,2269.0,0.22440905944021364,0.2830235749033304,1.5857976461279795,2.810139505685292,1.7720668917290747,0.7353792339071552,0.3250914845218079,0.7546236771832657,1.0102858273167836,3.0,0.0,0.0,334.0,0.03303333003659381,0.05300745913347088,0.1723836846700761,0.0,1.0,0.6403136970102059,0.01244768,0.31500982756454327,0.3164532941946383,0.36853687824081743,0.055079410196437695,0.05280531736122668,0.5186012869750471,0.9294865687744979,long,R3_intermediate,10,cold,0.4906911069626363,5.614889426745516,0.0007137754757173,0.013451346
10111.0,21791.0,4.310355058846801,329.0,0.9643952131342103,12009.0,1.1877163485313025,0.5510990776008444,4.310355058846801,3.354179193486177,0.7781677257890582,0.8340461587910277,0.02996736227870636,0.16546335674018395,2.621006824250816,3.0,0.0,0.0,2609.0,0.25803580259123726,0.08785201979953532,0.09256114909825157,1.0,1.0,1.0,0.012438342,0.3448221518740761,0.34265536403143737,0.31252248409448585,0.033485137421025934,-0.031216273858270915,0.4690738639679918,0.9220461348977481,long,R3_intermediate,10,hot,0.6266809089406569,16.429250004220457,0.0005985394506329,0.013452696
10111.0,8322.0,1.6461279794283454,4313.0,0.37661952329146475,2524.0,0.24962911680348135,0.30329247776976687,1.6461279794283454,3.047952320284306,1.8515889155488234,0.7492738888778353,0.32825635446543366,0.737513599050539,1.0751656611611116,3.0,0.0,0.0,429.0,0.04242903768173276,0.06191667468488406,0.17303532804614274,0.0,1.0,0.6636798821652142,0.012448616,0.31162434792310867,0.3153305014447489,0.3730451506321429,0.06168740901871189,0.05956772594821408,0.5222878997352346,0.9321597942183459,long,R3_intermediate,20,cold,0.4808993353102038,5.363718970684356,0.0007149044791562,0.013452246
10111.0,21842.0,4.320443081792107,354.0,0.9613292453763228,12085.0,1.1952329146474137,0.5532918230931233,4.320443081792107,3.4340583933333564,0.7948394014969684,0.8367372338269093,0.03164869943625754,0.16744140045495007,2.615171595292256,3.0,0.0,0.0,2746.0,0.271585402037385,0.09164942260196249,0.09619082501602418,1.0,1.0,0.9998472369792639,0.012437565000000001,0.3401624606836069,0.3434631423474306,0.3163743969689635,0.027600499244063437,-0.025438404546555216,0.4715812572889903,0.9246380903910608,long,R3_intermediate,20,hot,0.6701939364752526,22.73509960400532,0.0006052243017713,0.013451696
