predictor,target,n,spearman_raw,p_raw,spearman_within_route,p_within_route
response_amplitude,overload_asinh,87,0.7854669388350222,2.1170690893189144e-19,0.8312495443610118,2.1812084956844578e-23
loop_activation_positive,overload_asinh,87,0.9191922891566322,3.723190909748168e-36,0.9090430600637708,4.58688153487525e-34
buffer_efficiency,overload_asinh,87,0.13014872056572135,0.22955481725939428,-0.6158234307793248,2.1775770194181744e-10
log_hazard_number,overload_asinh,87,0.6173726033389224,1.9056855658912063e-10,0.8002843187285849,1.4107921977644204e-20
log_quality_factor,overload_asinh,87,-0.6173726033389224,1.9056855658912063e-10,-0.8002843187285849,1.4107921977644204e-20
response_hazard_number,overload_asinh,87,0.9189689606325259,4.166877908029454e-36,0.7509365024222295,5.479490392560587e-17
