geometry_predictor,mediator,target,a_geom_to_mediator,b_mediator_to_target_cond_geom,direct_geom_to_target_cond_mediator,total_geom_to_target,indirect_product_a_b,r2_mediator_model,r2_target_with_mediator,r2_target_without_mediator,n
cycle_birth_positive_fraction,force_h1_birth_force_share,force_p99,0.18888553147659065,0.04839951811591104,0.009151041040706735,0.018293009743241467,0.009141968702534734,0.6785530428551829,0.6831362947582167,0.6431799607909456,90
orientation_entropy,force_h1_birth_force_share,force_p99,-0.10916242405726997,0.07788564081088913,-0.10556420198388031,-0.11406638733405108,-0.00850218535017049,0.15921024049235477,0.6777178774957859,0.4070750958247926,90
force_proxy_gini,force_h1_birth_force_share,force_p99,-0.4574379856782433,0.05912645267507667,-0.03339944085679322,-0.06044612626878032,-0.027046685411987053,0.38009955288427955,0.7045295696612939,0.5895343366037339,90
