breakpoint,sse_hinge,sse_linear,r2_gain_vs_linear,intercept,slope_low,slope_high
0.02831865285409444,9.127629399710502,11.035235617417948,0.17286501927484832,-0.10557988661847652,27.84015773175348,16.038954424678856
