regime_id,n,mean_overload_asinh,mean_beta1_birth_area_delta,mean_loop_force_persistence_area_delta,mean_total_loop_force_share_delta,mean_top5_force_share_delta
R1,30,-0.45156504974900324,-0.008103775885508266,0.03870225291628362,-0.04982195648171961,0.16158041585724928
G1,30,0.13761512299105583,0.005073457985573741,0.02464058348035659,0.00043518549161579895,0.09545039289617878
G3,30,0.17430178824222411,0.03156349733411675,0.06562561215653455,0.0020004810844436874,0.13551980446813394
G2,30,0.5019740330160837,0.058076963030516335,0.055127613339583846,0.05341747583899299,0.09501959707730966
R3,30,0.6204697742329508,0.05683210199745781,0.06297571121290907,0.046376332194269246,0.11711953684168927
R5,30,1.3215293659719405,0.08657695396777787,0.06398644129829133,0.08001900519334826,0.07473126952644789
R6,30,1.8184317817270004,0.0827867516297318,0.06370474935966913,0.07956762897549956,0.072099032625166
R6c,30,2.5187575281754335,0.12371724620765508,0.07769017930042027,0.1246457754009822,0.04001406595950566
