run,tag,regime_id,cycle,force_p99_cold,force_p99_hot,force_p99_hot_minus_cold,force_share_top5_edges_cold,force_share_top5_edges_hot,force_share_top5_edges_hot_minus_cold,giant_fraction_after_top5_edges_cold,giant_fraction_after_top5_edges_hot,giant_fraction_after_top5_edges_hot_minus_cold,force_h1_birth_fraction_cold,force_h1_birth_fraction_hot,force_h1_birth_fraction_hot_minus_cold,force_h1_birth_force_share_cold,force_h1_birth_force_share_hot,force_h1_birth_force_share_hot_minus_cold,bottom_side_percolation_edge_fraction_cold,bottom_side_percolation_edge_fraction_hot,bottom_side_percolation_edge_fraction_hot_minus_cold,alpha_mult,friction,lid_gap_radii,hot_susceptibility_index,cold_memory_index,loss_index,overload_number,loop_activation,top5_activation,giant_activation,frictional_expansion,boundary_attenuation,dimensionless_loop_number,dimensionless_top5_number,loop_number_no_boundary,loop_number_no_friction,loop_number_friction_only,overload_positive
R1_low_expansion_low_friction,a050_mu010_g002,R1,1,0.0015791092079688,0.0020838787433817,0.0005047695354128,0.1720521500856151,0.2756554538484581,0.103603303762843,0.0030160857908847,0.001038637307852,-0.0019774484830326,0.6612051374384827,0.5014496755488057,-0.159755461889677,0.5772652476345654,0.4864989869392386,-0.0907662606953267,0.0125435121834113,0.5359657600441806,0.5234222478607693,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,0.4901637071222786,-0.0907662606953267,0.103603303762843,-0.0019774484830326,0.05,0.9803921568627451,-0.004449326504672877,0.00507859332170799,-0.004538313034766335,-0.04538313034766335,-0.00907662606953267,True
R1_low_expansion_low_friction,a050_mu010_g002,R1,2,0.0013034922195961,0.0005987943552559,-0.0007046978643402,0.155120833567416,0.2703582165826844,0.1152373830152684,0.0037133819282079,0.0052930544797314,0.0015796725515235,0.7261089840275361,0.6691746159702628,-0.0569343680572732,0.6383273569603629,0.5576412706859248,-0.080686086274438,0.0025138260432378,0.0048367593712212,0.0023229333279834,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.684306982400717,-0.080686086274438,0.1152373830152684,0.0015796725515235,0.05,0.9803921568627451,-0.003955200307570491,0.005648891324277863,-0.004034304313721901,-0.040343043137219,-0.008068608627443801,False
R1_low_expansion_low_friction,a050_mu010_g002,R1,3,0.001109159737461,0.00045846821618,-0.0006506915212809,0.1524480692984011,0.2925271500782715,0.1400790807798703,0.0027825011593754,0.0153374233128834,0.0125549221535079,0.7144235186035829,0.6687380709308003,-0.0456854476727826,0.6270775069334835,0.5635984112266039,-0.0634790957068796,0.0024804777216352,0.0018642638377202,-0.000616213883915,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.6318633473061083,-0.0634790957068796,0.1400790807798703,0.0125549221535079,0.05,0.9803921568627451,-0.0031117203777882153,0.006866621606856387,-0.00317395478534398,-0.0317395478534398,-0.00634790957068796,False
R1_low_expansion_low_friction,a050_mu010_g002,R1,4,0.0010963498276984,0.0003377362273213,-0.0007586136003771,0.1499820214942882,0.2809508352334987,0.1309688137392105,0.0024957104975822,0.0242904290429042,0.021794718545322,0.7211499708924813,0.6586353030808056,-0.0625146678116757,0.6328304677853313,0.5641682540628358,-0.0686622137224954,0.0005821503739196,0.0043331269939526,0.003750976620033,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.7366626322448795,-0.0686622137224954,0.1309688137392105,0.021794718545322,0.05,0.9803921568627451,-0.003365794790318402,0.006420039889176984,-0.00343311068612477,-0.0343311068612477,-0.00686622137224954,False
R1_low_expansion_low_friction,a050_mu010_g002,R1,5,0.0010322534378066,0.0004160816419203,-0.0006161717958863,0.1493042743191577,0.2893182447545788,0.140013970435421,0.0037819098644815,0.0458858702716755,0.0421039604071939,0.7187371122210512,0.6710007173601148,-0.0477363948609363,0.6300397481750608,0.5790476544170935,-0.0509920937579673,0.0017412821335288,0.0009863701578192,-0.0007549119757096,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.5983424721716318,-0.0509920937579673,0.140013970435421,0.0421039604071939,0.05,0.9803921568627451,-0.0024996124391160443,0.006863429923304951,-0.0025496046878983655,-0.02549604687898365,-0.005099209375796731,False
R1_low_expansion_low_friction,a050_mu010_g002,R1,6,0.0010571411676117,0.0003668728812552,-0.0006902682863565,0.1510553719506481,0.2851480481126416,0.1340926761619935,0.002475630512146,0.0378969842540699,0.0354213537419238,0.7212583751164752,0.6625113870642949,-0.0587469880521802,0.6316087001253426,0.5738197637902611,-0.0577889363350815,0.0001331144340417,0.0013424749484585,0.0012093605144167,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.6702949334546247,-0.0577889363350815,0.1340926761619935,0.0354213537419238,0.05,0.9803921568627451,-0.0028327909968177208,0.00657317040009772,-0.0028894468167540753,-0.02889446816754075,-0.005778893633508151,False
R1_low_expansion_low_friction,a050_mu010_g002,R1,7,0.00101865551143,0.0003344383090714,-0.0006842172023585,0.148530037170044,0.2861473077551307,0.1376172705850867,0.0022158911047799,0.0283282351376512,0.0261123440328712,0.7233850187604539,0.6546660117878192,-0.0687190069726346,0.634215708471902,0.5662912672514553,-0.0679244412204467,0.0010849419104018,0.0022102161100196,0.0011252741996177,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.6644189414295862,-0.0679244412204467,0.1376172705850867,0.0261123440328712,0.05,0.9803921568627451,-0.0033296294715905246,0.006745944636523857,-0.0033962220610223356,-0.03396222061022335,-0.006792444122044671,False
R1_low_expansion_low_friction,a050_mu010_g002,R1,8,0.0010721091017926,0.0003657678471804,-0.0007063412546121,0.153913747922985,0.2889060770102938,0.1349923290873088,0.0025086233929131,0.0366016564253272,0.0340930330324141,0.7233482142857143,0.6572028928850665,-0.0661453214006477,0.6327066045862979,0.5746267497163013,-0.0580798548699965,0.00375,0.001759186864738,-0.0019908131352619,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.6859028201274618,-0.0580798548699965,0.1349923290873088,0.0340930330324141,0.05,0.9803921568627451,-0.002847051709313554,0.006617271033691608,-0.0029039927434998253,-0.02903992743499825,-0.0058079854869996506,False
R1_low_expansion_low_friction,a050_mu010_g002,R1,9,0.0010428493420751,0.0004050576491163,-0.0006377916929588,0.150731821289245,0.2886549550965778,0.1379231338073328,0.0020478890989287,0.0379713572460911,0.0359234681471623,0.7216979002032061,0.6618588983251886,-0.0598390018780174,0.6315107237782389,0.5799838594415937,-0.0515268643366452,0.0024836306163919,0.0007116762347582,-0.0017719543816336,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.6193367837399641,-0.0515268643366452,0.1379231338073328,0.0359234681471623,0.05,0.9803921568627451,-0.0025258266831688827,0.0067609379317319996,-0.0025763432168322605,-0.0257634321683226,-0.005152686433664521,False
R1_low_expansion_low_friction,a050_mu010_g002,R1,10,0.0009631427839378,0.000405688803469,-0.0005574539804687,0.1480647656979677,0.2967282812982167,0.148663515600249,0.0024170157911698,0.0482243480539903,0.0458073322628204,0.7212585347850157,0.6655975456700599,-0.0556609891149557,0.6306273598162998,0.5837682810431576,-0.0468590787731422,0.0025373685181767,0.0004183516943243,-0.0021190168238524,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.5413236941749067,-0.0468590787731422,0.148663515600249,0.0458073322628204,0.05,0.9803921568627451,-0.002297013665350108,0.007287427235306324,-0.00234295393865711,-0.0234295393865711,-0.00468590787731422,False
R1_low_expansion_low_friction,a050_mu010_g002,R1,11,0.0010214015982495,0.0004356759795126,-0.0005857256187369,0.1509011234208014,0.2894897332137603,0.1385886097929589,0.0030168307399174,0.0503028706873847,0.0472860399474673,0.7232219754317574,0.6701344135518321,-0.0530875618799252,0.633891624435229,0.5883774637699055,-0.0455141606653234,0.0002266443044286,0.0001380961148959,-8.854818953266211e-05,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.5687772745670517,-0.0455141606653234,0.1385886097929589,0.0472860399474673,0.05,0.9803921568627451,-0.002231086307123696,0.006793559303576416,-0.00227570803326617,-0.0227570803326617,-0.00455141606653234,False
R1_low_expansion_low_friction,a050_mu010_g002,R1,12,0.0010422983577861,0.0004563735449321,-0.0005859248128539,0.1516790075948072,0.2948735298075308,0.1431945222127235,0.0022078536508437,0.0526179367547952,0.0504100831039515,0.7222397689843433,0.6742502123094801,-0.0479895566748631,0.6310982625796844,0.587749000844794,-0.0433492617348904,0.0004963226999954,0.0001340901980065,-0.0003622325019889,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.5689707048752929,-0.0433492617348904,0.1431945222127235,0.0504100831039515,0.05,0.9803921568627451,-0.002124963810533843,0.007019339324153113,-0.00216746308674452,-0.0216746308674452,-0.00433492617348904,False
R1_low_expansion_low_friction,a050_mu010_g002,R1,13,0.001013515495139,0.0004990887750218,-0.0005144267201171,0.1516307036433429,0.3082099434072162,0.1565792397638733,0.0033546325878594,0.048093083387201,0.0447384507993416,0.718988748437283,0.6721223263530783,-0.0468664220842046,0.6277918557271203,0.5856357217708598,-0.0421561339562605,0.0031485854516831,0.003273395811847,0.0001248103601638,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.4995414550308427,-0.0421561339562605,0.1565792397638733,0.0447384507993416,0.05,0.9803921568627451,-0.002066477154718652,0.007675452929601633,-0.002107806697813025,-0.02107806697813025,-0.00421561339562605,False
R1_low_expansion_low_friction,a050_mu010_g002,R1,14,0.0010089406015131,0.0005187157758242,-0.0004902248256888,0.1509138818233295,0.3227329605326466,0.1718190787093171,0.0019096117122851,0.0509436452421802,0.0490340335298951,0.7196710708675967,0.6662307333021953,-0.0534403375654014,0.6292086406374711,0.5826882523677797,-0.0465203882696914,0.0029104684468262,0.001401214385801,-0.0015092540610251,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.4760398578461868,-0.0465203882696914,0.1718190787093171,0.0490340335298951,0.05,0.9803921568627451,-0.002280411189690755,0.008422503858299858,-0.00232601941348457,-0.0232601941348457,-0.00465203882696914,False
R1_low_expansion_low_friction,a050_mu010_g002,R1,15,0.0010366818749553,0.0005033285286124,-0.0005333533463428,0.1516358167789948,0.3281090324152075,0.1764732156362126,0.0027432628691302,0.0493013445821249,0.0465580817129947,0.7214146838255717,0.6705218356772761,-0.0508928481482956,0.6302546506422168,0.5809842123885399,-0.0492704382536768,0.002546060549949,0.0017579570688378,-0.0007881034811111,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.5179204272612489,-0.0492704382536768,0.1764732156362126,0.0465580817129947,0.05,0.9803921568627451,-0.002415217561454745,0.00865064782530454,-0.00246352191268384,-0.0246352191268384,-0.00492704382536768,False
R1_low_expansion_low_friction,a050_mu010_g002,R1,16,0.001006105762365,0.000536999202983,-0.0004691065593819,0.151084026024469,0.3267416346292522,0.1756576086047832,0.0024181847493148,0.0450379680544645,0.0426197833051496,0.7222529753667313,0.6701856570804514,-0.0520673182862798,0.6296994624600653,0.584049848000553,-0.0456496144595122,0.0002306485838176,0.0005915544230069,0.0003609058391892,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.45553266203746934,-0.0456496144595122,0.1756576086047832,0.0426197833051496,0.05,0.9803921568627451,-0.002237726198995696,0.008610667088469763,-0.00228248072297561,-0.0228248072297561,-0.00456496144595122,False
R1_low_expansion_low_friction,a050_mu010_g002,R1,17,0.0010140557325294,0.0005597376901206,-0.0004543180424088,0.1521690534066738,0.330181239628498,0.1780121862218242,0.0019169329073482,0.044905905256327,0.0429889723489788,0.7221561270248009,0.6773222350128398,-0.044833892011961,0.6316204888183788,0.589786862541371,-0.0418336262770078,0.0002287910679967,0.0005313025768174,0.0003025115088207,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.4411720602304538,-0.0418336262770078,0.1780121862218242,0.0429889723489788,0.05,0.9803921568627451,-0.0020506679547552843,0.008726087559893342,-0.00209168131385039,-0.0209168131385039,-0.00418336262770078,False
R1_low_expansion_low_friction,a050_mu010_g002,R1,18,0.0010507335508066,0.0006205593868228,-0.0004301741639838,0.1526433112147861,0.3278852896023805,0.1752419783875944,0.0024142926122646,0.0506148867313915,0.0482005941191269,0.7220921155347385,0.6798415492957747,-0.0422505662389638,0.6302070204546347,0.5942594513599369,-0.0359475690946978,0.0001377600220416,0.0003080985915492,0.0001703385695076,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.417726800319058,-0.0359475690946978,0.1752419783875944,0.0482005941191269,0.05,0.9803921568627451,-0.0017621357399361666,0.00859029305821541,-0.00179737845473489,-0.0179737845473489,-0.00359475690946978,False
R1_low_expansion_low_friction,a050_mu010_g002,R1,19,0.001040816991614,0.0006542240416211,-0.0003865929499929,0.151567515104842,0.3452949235190358,0.1937274084141937,0.0027057138309724,0.0490196078431372,0.0463138940121647,0.7214686943416907,0.6756841774142812,-0.0457845169274094,0.6312952802423286,0.5887972606407856,-0.0424980196015429,4.566835639585331e-05,0.0003145643284051,0.0002688959720093,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.37540663653738465,-0.0424980196015429,0.1937274084141937,0.0463138940121647,0.05,0.9803921568627451,-0.002083236254977593,0.009496441588931063,-0.0021249009800771448,-0.02124900980077145,-0.0042498019601542895,False
R1_low_expansion_low_friction,a050_mu010_g002,R1,20,0.0010358063469621,0.0006179546432402,-0.0004178517037218,0.1496785040177828,0.3408410271790745,0.1911625231612916,0.0031867431485022,0.045889348500517,0.0427026053520148,0.7230748274609516,0.6758816232500443,-0.0471932042109073,0.6329070320894471,0.589417441186051,-0.0434895909033961,4.540501271340356e-05,0.0003101187311713,0.0002647137184579,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.405760898300131,-0.0434895909033961,0.1911625231612916,0.0427026053520148,0.05,0.9803921568627451,-0.002131842691342946,0.009370711919671156,-0.002174479545169805,-0.02174479545169805,-0.00434895909033961,False
R1_low_expansion_low_friction,a050_mu010_g002,R1,21,0.001027342277169,0.0006223667456171,-0.0004049755315519,0.1523987846286844,0.3536063798991316,0.2012075952704471,0.0038247011952191,0.0470726300691094,0.0432479288738902,0.7196652719665272,0.6704706258273612,-0.049194646139166,0.6299649835157286,0.5867663376757942,-0.0431986458399343,0.0005977286312014,0.000684712648925,8.698401772356667e-05,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.39325730638034245,-0.0431986458399343,0.2012075952704471,0.0432479288738902,0.05,0.9803921568627451,-0.002117580678428152,0.009863117415217995,-0.0021599322919967153,-0.02159932291996715,-0.0043198645839934305,False
R1_low_expansion_low_friction,a050_mu010_g002,R1,22,0.0009985776544576,0.0005704445784933,-0.0004281330759643,0.1533782744705296,0.3329721330243084,0.1795938585537787,0.0054600931427653,0.0543661606331906,0.0489060674904252,0.7208668330098882,0.6734383390012529,-0.0474284940086352,0.6299959169969548,0.5890116692631406,-0.0409842477338141,0.0003234451529433,0.000984428136746,0.0006609829838026,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.41574477248256664,-0.0409842477338141,0.1795938585537787,0.0489060674904252,0.05,0.9803921568627451,-0.002009031751657554,0.008803620517342094,-0.002049212386690705,-0.02049212386690705,-0.00409842477338141,False
R1_low_expansion_low_friction,a050_mu010_g002,R1,23,0.001035292207821,0.0005680363601992,-0.0004672558476218,0.1539456029504834,0.3401810492131867,0.1862354462627033,0.0020736959642686,0.0553349218956844,0.0532612259314157,0.7225565280816922,0.6681006265781352,-0.054455901503557,0.6313888496024449,0.5828251755640363,-0.0485636740384085,0.0001823486506199,0.0003273169363134,0.0001449682856934,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.45373550180195005,-0.0485636740384085,0.1862354462627033,0.0532612259314157,0.05,0.9803921568627451,-0.0023805722567847303,0.009129188542289378,-0.002428183701920425,-0.02428183701920425,-0.00485636740384085,False
R1_low_expansion_low_friction,a050_mu010_g002,R1,24,0.0010171485260414,0.0005379099901349,-0.0004792385359065,0.1507130794706259,0.3180024203034481,0.1672893408328221,0.0031665611146295,0.0543520560383966,0.0511854949237671,0.7205002967088145,0.6753742947265539,-0.0451260019822606,0.6306763788729959,0.5908245770393309,-0.0398518018336649,4.564750992833341e-05,0.000666400106624,0.0006207525966956,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.46537146336234003,-0.0398518018336649,0.1672893408328221,0.0511854949237671,0.05,0.9803921568627451,-0.0019535196977286716,0.008200457883961867,-0.001992590091683245,-0.01992590091683245,-0.00398518018336649,False
R1_low_expansion_low_friction,a050_mu010_g002,R1,25,0.0010396441999104,0.0005848353337549,-0.0004548088661554,0.1520379937708704,0.3344617626030982,0.1824237688322277,0.0023610892491736,0.0544645195077245,0.0521034302585509,0.7224550493443288,0.6732162260050706,-0.0492388233392582,0.6311961084717898,0.5878537052432751,-0.0433424032285146,0.002117975755937,0.0007696486780152,-0.0013483270779218,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.44164868167905286,-0.0433424032285146,0.1824237688322277,0.0521034302585509,0.05,0.9803921568627451,-0.0021246276092409117,0.008942341609422927,-0.00216712016142573,-0.0216712016142573,-0.00433424032285146,False
R1_low_expansion_low_friction,a050_mu010_g002,R1,26,0.001013492104686,0.0006069732450732,-0.0004065188596127,0.1504857080024916,0.3350552133198478,0.1845695053173561,0.0027230498157936,0.0539872512033303,0.0512642013875366,0.722856360149758,0.6750603810716522,-0.0477959790781057,0.631735649411842,0.5880807192199538,-0.0436549301918882,0.0007761848233038,0.0004025404776813,-0.0003736443456224,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.3947559772598537,-0.0436549301918882,0.1845695053173561,0.0512642013875366,0.05,0.9803921568627451,-0.002139947558425892,0.009047524770458632,-0.0021827465095944102,-0.0218274650959441,-0.0043654930191888205,False
