regime_id,n,signed_circulation_mean,absolute_circulation_mean,radial_contraction_mean,phase_speed_mean,tangential_fraction_mean,overload_number_mean,dimensionless_loop_number_mean
R1,30,0.2597960697514035,0.3388734807513052,0.1860630123030486,0.6736205346452053,0.251293286537657,-0.47184090409436147,-0.00244225276871169
R3,30,-0.09570335038859484,0.21234407836126204,0.1897070438427034,1.7231850950491974,0.10937440512113669,0.7803749420168624,0.01364009770419677
R5,30,-0.13737937297163638,0.3299978944583933,0.034954123917669305,0.980144212206832,0.2820383019444625,2.4852833397837997,0.035302502291182966
R6,30,-0.1530640515739017,0.4048136575079789,0.08883528859804941,1.1530769124664737,0.3164320546927741,4.4390030386353825,0.05967572173162457
R6c,30,-0.17302927442126415,0.2640668008184825,0.07783910679903729,0.629827666555973,0.2873484506869648,8.186008690977685,0.11218119786088389
