regime_id,signed_circulation_area,clockwise_circulation,trajectory_arc_length,abs_circulation_area,mean_overload,loop_gain,S,half_area_cycle,early_fraction,middle_fraction,late_fraction
R1,7.534086022790702,0.0,19.534995504710952,7.534086022790702,-0.2331194325174779,-1.3708608102244972,0.0490196078431372,1,0.9623015474142016,0.0370395989714019,0.0006588536143962
R3,-2.7753971612692507,2.7753971612692507,49.97236775642673,2.7753971612692507,0.3593259026498294,7.170264576406267,0.2941176470588235,1,0.9263167034061576,0.0520612924291132,0.021622004164729
R5,-3.984001816177455,3.984001816177455,28.42418215399813,3.984001816177455,0.8420607248183974,13.825248348736825,0.4411764705882352,2,1.0867192732917308,-0.0080897519261005,-0.0786295213656306
R6,-4.438857495643149,4.438857495643149,33.439230461527735,4.438857495643149,1.240133437748314,16.589858547637814,0.75,3,1.0184661421567056,-0.1463718409896002,0.1279056988328947
R6c,-5.01784895821666,5.01784895821666,18.26500233012322,5.01784895821666,1.8532610151178008,18.399210606165077,0.8999999999999999,5,0.5565182920082786,0.4351724128859004,0.0083092951058207
