run,tag,regime_id,cycle,force_h1_birth_force_share_hot_minus_cold,force_share_top5_edges_hot_minus_cold,force_p99_hot_minus_cold,perm
R6_high_expansion_high_friction,a150_mu060_g020,R6,3,0.18279843929956502,0.02075903974285656,0.0127349372677854,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,4,0.09950534170384212,0.04832929068982872,0.0071836852381919,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,5,0.05850141277801396,0.060893354717757,0.0060167258233529,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,6,0.033541088895064824,0.08564357506600961,0.0048525669191781,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,7,0.06568894437232628,0.08298478472211895,0.0048299990706585,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,8,0.10291385392479777,0.05130549545367627,0.0049820535251848,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,9,0.05849224077066323,0.07423007328399048,0.0052431180818223,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,10,0.09137115106180005,0.054668212572257485,0.0044044213878865,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,11,0.0556985821519424,0.07090451068178533,0.0054300983179338,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,12,0.0809254306629209,0.056210235765300876,0.0040183755021307,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,13,-0.004927216605167872,0.11832133710348985,0.0045397685825497,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,14,0.08855473414415421,0.045879494558127204,0.0030984612894662,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,15,-0.04481166530143385,0.1320032123451262,0.0028271760175736,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,16,0.07154594207655773,0.0467267636184637,0.0025059970201894,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,17,-0.04148596604441698,0.15605531194136535,0.0029499374495046,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.0662971865080364,0.042896375194696884,0.0024439410999109,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,19,-0.05681708440011657,0.15102754891773348,0.0021778622275332,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.07414844860678127,0.03502892144402564,0.0020863568215379,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,21,-0.035200567442302905,0.11331491634888444,0.0011597241436373,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.07266150405644795,0.04197232347950061,0.0019517918105784,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,23,-0.036089080637689924,0.1533691411341176,0.001871053683735,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.07009785360146667,0.06154434875434617,0.0027635614952974,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,25,-0.031695942797855536,0.07699163773390585,0.000796133952061,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.03074553288594878,0.07127954671109896,0.0024551604337044,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,27,-0.041323520266526054,0.09441546369608617,0.0007680987847684,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,28,0.0428935412681235,0.08249743339180104,0.0031302479421555,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,29,-0.04762345004991053,0.10977906926382014,0.0010645724621887,0
R6_high_expansion_high_friction,a150_mu060_g020,R6,30,0.0420318141678801,0.07864862934566039,0.0028857369641972,0
R1_low_expansion_low_friction,a050_mu010_g002,R1,1,-0.17889217501434573,0.10360330376284302,0.0005047695354128,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,2,-0.16008291574828054,0.11523738301526837,-0.0007046978643402,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,3,-0.17100655676903465,0.14007908077987033,-0.0006506915212809,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,4,-0.18758450155668965,0.13096881373921052,-0.0007586136003771,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,5,-0.1806568340410578,0.1400139704354211,-0.0006161717958863,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,6,-0.18639649883221548,0.13409267616199347,-0.0006902682863565,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,7,-0.19776247138181058,0.13761727058508674,-0.0006842172023585,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,8,-0.19524428848091596,0.13499232908730896,-0.0007063412546121,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,9,-0.20066476756713264,0.13792313380733273,-0.0006377916929588,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,10,-0.19926989909904352,0.14866351560024904,-0.0005574539804687,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,11,-0.18961694918766553,0.13858860979295895,-0.0005857256187369,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,12,-0.18622541476329302,0.14319452221272355,-0.0005859248128539,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,13,-0.18589312334078179,0.15657923976387333,-0.0005144267201171,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,14,-0.20373644733616114,0.1718190787093171,-0.0004902248256888,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,15,-0.20602076575641792,0.17647321563621263,-0.0005333533463428,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,16,-0.20497299036518352,0.17565760860478324,-0.0004691065593819,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,17,-0.20262715642221918,0.17801218622182421,-0.0004543180424088,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,18,-0.19174621690010168,0.17524197838759445,-0.0004301741639838,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,19,-0.20552841305436398,0.19372740841419372,-0.0003865929499929,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,20,-0.20885628987369165,0.19116252316129162,-0.0004178517037218,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,21,-0.21489359253781032,0.20120759527044713,-0.0004049755315519,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,22,-0.2068390472803614,0.17959385855377877,-0.0004281330759643,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,23,-0.2137462760336718,0.1862354462627033,-0.0004672558476218,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,24,-0.19623991087785886,0.16728934083282204,-0.0004792385359065,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,25,-0.2039322511013953,0.18242376883222775,-0.0004548088661554,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,26,-0.20469391423770406,0.1845695053173561,-0.0004065188596127,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,27,-0.20354790817853607,0.18561044341091149,-0.0003951845444168,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,28,-0.19331040981265107,0.17265160591468703,-0.0003925184707181,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,29,-0.20652838260106166,0.18384366141846678,-0.0003800852461027,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,30,-0.2070449709309803,0.1803394020247169,-0.0003991271788392,1
R3_intermediate,a100_mu030_g002,R3,1,-0.20678719859294462,0.13506250517251947,-0.0001370566583308,1
R3_intermediate,a100_mu030_g002,R3,2,-0.06872990013196453,0.1497189513009783,8.525198784616983e-05,1
R3_intermediate,a100_mu030_g002,R3,3,0.045700101548082184,0.09583128486466969,0.001482872734555,1
R3_intermediate,a100_mu030_g002,R3,4,-0.013710112697829402,0.11535473629547935,0.0003462047744533,1
R3_intermediate,a100_mu030_g002,R3,5,0.06950354317841034,0.07114837644829686,0.0015617603538195,1
R3_intermediate,a100_mu030_g002,R3,6,-0.07236125427639398,0.12784267937876753,-4.9331174960492714e-05,1
R3_intermediate,a100_mu030_g002,R3,7,0.05893209289175,0.08067605812315246,0.0015998246535858,1
R3_intermediate,a100_mu030_g002,R3,8,-0.07412016433258062,0.12238781563604637,-9.413754634879346e-05,1
R3_intermediate,a100_mu030_g002,R3,9,0.05239484005455991,0.08922200754934359,0.0015555005490831,1
R3_intermediate,a100_mu030_g002,R3,10,-0.08373259657152149,0.1321405558105009,-0.0001182507619426,1
R3_intermediate,a100_mu030_g002,R3,11,0.03224497362913098,0.09881975965219866,0.0015148852824822,1
R3_intermediate,a100_mu030_g002,R3,12,-0.06992099401165544,0.13485208175536248,-5.558816005920512e-06,1
R3_intermediate,a100_mu030_g002,R3,13,0.04360648165865766,0.10654049812010699,0.0017350376541638,1
R3_intermediate,a100_mu030_g002,R3,14,-0.06193634438572368,0.11703091587265599,1.1305949517751185e-05,1
R3_intermediate,a100_mu030_g002,R3,15,0.0320456956374322,0.10357018008201768,0.0015131220186675,1
R3_intermediate,a100_mu030_g002,R3,16,-0.06482307175565014,0.12927221482880585,1.3068696425225085e-05,1
R3_intermediate,a100_mu030_g002,R3,17,0.041914895206210445,0.09205540012899308,0.00140573667121,1
R3_intermediate,a100_mu030_g002,R3,18,-0.0622664184454918,0.1403807062915799,3.671650344981949e-05,1
R3_intermediate,a100_mu030_g002,R3,19,0.04947772399585254,0.09634419571683822,0.0015868862120554,1
R3_intermediate,a100_mu030_g002,R3,20,-0.06678747747614583,0.13726836479652463,6.097836905093559e-05,1
R3_intermediate,a100_mu030_g002,R3,21,0.025843905713135162,0.1002832192191346,0.0011006528938766,1
R3_intermediate,a100_mu030_g002,R3,22,-0.08596817134493986,0.16190333114716923,0.0002307236509462,1
R3_intermediate,a100_mu030_g002,R3,23,0.039877125623323295,0.08333794649130452,0.0010570329123165,1
R3_intermediate,a100_mu030_g002,R3,24,-0.09502778838606216,0.17854719242544173,0.0003703497522132,1
R3_intermediate,a100_mu030_g002,R3,25,0.046161197667572706,0.09283548324419233,0.001392704672408,1
R3_intermediate,a100_mu030_g002,R3,26,-0.0830946766855806,0.15321121048276673,0.000272863127425,1
R3_intermediate,a100_mu030_g002,R3,27,0.044371216202882646,0.07864021947782801,0.0011778491274561,1
R3_intermediate,a100_mu030_g002,R3,28,-0.07761833381725439,0.1511763365580315,0.0002087389691513,1
R3_intermediate,a100_mu030_g002,R3,29,0.04344323455828575,0.08295103425237252,0.0011557257476201,1
R3_intermediate,a100_mu030_g002,R3,30,-0.0929557234152075,0.1551808441276012,0.0001407047594932,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,1,0.3268412130147295,-0.05108941109569207,0.0360013924399387,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,2,0.2473185393132925,-0.003619657827159284,0.0223863189467425,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,3,0.18468018923185386,0.02075903974285656,0.0127349372677854,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,4,0.09127269126379078,0.04832929068982869,0.0071836852381919,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,5,0.0723878174934384,0.060893354717757,0.0060167258233529,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,6,0.03350608552761156,0.08564357506600964,0.0048525669191781,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,7,0.06643743042095177,0.0829847847221189,0.0048299990706585,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,8,0.10760345071466745,0.05130549545367627,0.0049820535251848,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,9,0.05944988084390343,0.07423007328399042,0.0052431180818223,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,10,0.08508184045864789,0.05466821257225743,0.0044044213878865,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,11,0.059782798059723835,0.07090451068178533,0.0054300983179338,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,12,0.084725253644656,0.056210235765300876,0.0040183755021307,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,13,0.002223467244426569,0.11832133710348983,0.0045397685825497,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,14,0.0761609380877209,0.04587949455812723,0.0030984612894662,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,15,-0.0318166539753737,0.13200321234512624,0.0028271760175736,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,16,0.07363769332950465,0.046726763618463674,0.0025059970201894,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,17,-0.05750675506373054,0.15605531194136535,0.0029499374495046,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.07319659780517396,0.042896375194696884,0.0024439410999109,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,19,-0.04626726829314737,0.1510275489177335,0.0021778622275332,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.06954309594498309,0.03502892144402567,0.0020863568215379,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,21,-0.0375350317701747,0.11331491634888438,0.0011597241436373,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.06169020559691202,0.04197232347950061,0.0019517918105784,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,23,-0.04190442749785267,0.15336914113411754,0.001871053683735,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.06442327281753052,0.06154434875434617,0.0027635614952974,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,25,-0.02220184727468391,0.07699163773390585,0.000796133952061,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.03639187175723818,0.07127954671109893,0.0024551604337044,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,27,-0.03046183704820493,0.09441546369608628,0.0007680987847684,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,28,0.04646235421788608,0.0824974333918011,0.0031302479421555,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,29,-0.040898814651621346,0.1097790692638202,0.0010645724621887,1
R6_high_expansion_high_friction,a150_mu060_g020,R6,30,0.035611042538242044,0.07864862934566039,0.0028857369641972,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,1,-0.18273155681954892,0.10360330376284302,0.0005047695354128,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,2,-0.15916577639316076,0.11523738301526842,-0.0007046978643402,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,3,-0.16842381927078942,0.14007908077987033,-0.0006506915212809,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,4,-0.18542437707421705,0.1309688137392105,-0.0007586136003771,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,5,-0.18490040978417233,0.14001397043542108,-0.0006161717958863,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,6,-0.18520130822118985,0.13409267616199352,-0.0006902682863565,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,7,-0.20077422939898537,0.13761727058508674,-0.0006842172023585,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,8,-0.1994187672220894,0.13499232908730896,-0.0007063412546121,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,9,-0.1955820606064958,0.13792313380733273,-0.0006377916929588,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,10,-0.20108236657388706,0.14866351560024899,-0.0005574539804687,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,11,-0.19291448681313372,0.13858860979295898,-0.0005857256187369,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,12,-0.18815452133927707,0.14319452221272364,-0.0005859248128539,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,13,-0.18736857340571045,0.1565792397638734,-0.0005144267201171,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,14,-0.2048985576762568,0.17181907870931706,-0.0004902248256888,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,15,-0.2034154802321409,0.17647321563621257,-0.0005333533463428,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,16,-0.20736007927510075,0.17565760860478322,-0.0004691065593819,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,17,-0.20014924422887564,0.1780121862218242,-0.0004543180424088,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,18,-0.1931305961827785,0.17524197838759442,-0.0004301741639838,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,19,-0.20747783206756892,0.1937274084141938,-0.0003865929499929,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,20,-0.2040965716282782,0.19116252316129165,-0.0004178517037218,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,21,-0.21282694792780382,0.20120759527044713,-0.0004049755315519,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,22,-0.20231602446966512,0.17959385855377877,-0.0004281330759643,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,23,-0.21515902673604942,0.18623544626270339,-0.0004672558476218,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,24,-0.1965692100830725,0.16728934083282213,-0.0004792385359065,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,25,-0.20631156114160282,0.18242376883222777,-0.0004548088661554,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,26,-0.20535667034037197,0.1845695053173561,-0.0004065188596127,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,27,-0.2027262467275886,0.1856104434109115,-0.0003951845444168,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,28,-0.19276371141838222,0.17265160591468698,-0.0003925184707181,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,29,-0.20857763091138554,0.18384366141846673,-0.0003800852461027,2
R1_low_expansion_low_friction,a050_mu010_g002,R1,30,-0.20908280568475113,0.1803394020247169,-0.0003991271788392,2
R3_intermediate,a100_mu030_g002,R3,1,-0.20777726856999756,0.13506250517251944,-0.0001370566583308,2
R3_intermediate,a100_mu030_g002,R3,2,-0.056391416747288925,0.14971895130097831,8.525198784616983e-05,2
R3_intermediate,a100_mu030_g002,R3,3,0.04233740011554793,0.09583128486466966,0.001482872734555,2
R3_intermediate,a100_mu030_g002,R3,4,-0.01970939679285086,0.1153547362954794,0.0003462047744533,2
R3_intermediate,a100_mu030_g002,R3,5,0.06911067034177026,0.07114837644829691,0.0015617603538195,2
R3_intermediate,a100_mu030_g002,R3,6,-0.0666079936138759,0.12784267937876756,-4.9331174960492714e-05,2
R3_intermediate,a100_mu030_g002,R3,7,0.06392004094817644,0.08067605812315243,0.0015998246535858,2
R3_intermediate,a100_mu030_g002,R3,8,-0.08152159943729445,0.12238781563604637,-9.413754634879346e-05,2
R3_intermediate,a100_mu030_g002,R3,9,0.05154949272882564,0.08922200754934359,0.0015555005490831,2
R3_intermediate,a100_mu030_g002,R3,10,-0.07914920204970466,0.13214055581050085,-0.0001182507619426,2
R3_intermediate,a100_mu030_g002,R3,11,0.037784306222754194,0.09881975965219861,0.0015148852824822,2
R3_intermediate,a100_mu030_g002,R3,12,-0.06982320967250458,0.13485208175536248,-5.558816005920512e-06,2
R3_intermediate,a100_mu030_g002,R3,13,0.043596479638990715,0.10654049812010699,0.0017350376541638,2
R3_intermediate,a100_mu030_g002,R3,14,-0.05948611196508097,0.11703091587265604,1.1305949517751185e-05,2
R3_intermediate,a100_mu030_g002,R3,15,0.036634934172031564,0.10357018008201768,0.0015131220186675,2
R3_intermediate,a100_mu030_g002,R3,16,-0.06936720424926276,0.12927221482880585,1.3068696425225085e-05,2
R3_intermediate,a100_mu030_g002,R3,17,0.04152727271294421,0.0920554001289931,0.00140573667121,2
R3_intermediate,a100_mu030_g002,R3,18,-0.06122158683696141,0.14038070629157992,3.671650344981949e-05,2
R3_intermediate,a100_mu030_g002,R3,19,0.044370599895648066,0.09634419571683822,0.0015868862120554,2
R3_intermediate,a100_mu030_g002,R3,20,-0.06807612495623455,0.13726836479652463,6.097836905093559e-05,2
R3_intermediate,a100_mu030_g002,R3,21,0.02729406174956056,0.10028321921913455,0.0011006528938766,2
R3_intermediate,a100_mu030_g002,R3,22,-0.08116145477503312,0.16190333114716926,0.0002307236509462,2
R3_intermediate,a100_mu030_g002,R3,23,0.04475006176019136,0.08333794649130455,0.0010570329123165,2
R3_intermediate,a100_mu030_g002,R3,24,-0.09674054217129269,0.17854719242544173,0.0003703497522132,2
R3_intermediate,a100_mu030_g002,R3,25,0.04161968712898745,0.09283548324419233,0.001392704672408,2
R3_intermediate,a100_mu030_g002,R3,26,-0.07573509322483968,0.15321121048276679,0.000272863127425,2
R3_intermediate,a100_mu030_g002,R3,27,0.04499531759990516,0.07864021947782807,0.0011778491274561,2
R3_intermediate,a100_mu030_g002,R3,28,-0.06567611697552747,0.15117633655803156,0.0002087389691513,2
R3_intermediate,a100_mu030_g002,R3,29,0.0469476929015894,0.08295103425237255,0.0011557257476201,2
R3_intermediate,a100_mu030_g002,R3,30,-0.08867055762178255,0.1551808441276012,0.0001407047594932,2
R6_high_expansion_high_friction,a150_mu060_g020,R6,1,0.33223330974102117,-0.051089411095692094,0.0360013924399387,2
R6_high_expansion_high_friction,a150_mu060_g020,R6,2,0.2548537152755078,-0.0036196578271592283,0.0223863189467425,2
R6_high_expansion_high_friction,a150_mu060_g020,R6,3,0.18397655979536726,0.02075903974285656,0.0127349372677854,2
