regime_id,n,S,loop_gain,intercept,spearman_loop_overload,spearman_p,mean_overload,mean_loop_activation
R1,30,0.0490196078431372,-1.3708608102244972,-0.30141840014697774,0.6338153503893215,0.0001696944907691912,-0.23311943251747794,-0.04982195648171957
R3,30,0.2941176470588235,7.170264576406267,0.026795330733611768,0.9421579532814239,8.052686534169987e-15,0.35932590264982944,0.046376332194269176
R5,30,0.4411764705882352,13.825248348736825,-0.2642218945985028,0.8242491657397107,2.1655533866279298e-08,0.8420607248183974,0.08001900519334819
R6,30,0.75,16.589858547637814,-0.07988227192615091,0.8807563959955507,1.3686102732169856e-10,1.240133437748314,0.07956762897549947
R6c,30,0.8999999999999999,18.399210606165077,-0.4401228576536213,0.8042269187986651,8.59264578208676e-08,1.8532610151178008,0.12464577540098215
