tag,cold_bottom_cycle10,cold_bottom_cycle30,cold_bottom_change_10_30_frac,hot_bottom_cycle10,hot_bottom_cycle30,hot_bottom_change_10_30_frac,Z_cycle10,Z_cycle30,Z_slope_last10,Gini_cycle10,Gini_cycle30,survival_cycle10,survival_cycle30,work_total_30
a050_mu010_g002_c30,959.9541166760772,933.1865413191812,-0.027884223726839186,134.2590336831651,154.97940161459005,0.15433127561697257,5.5954900603303335,5.721887053703887,0.0010885234503075708,0.4135549045610853,0.4133670129904632,0.83954781088002,0.8467427060595812,0.0013224252744894675
a100_mu030_g002_c30,372.43742476962206,391.2786993753332,0.05058910128960781,84.54844196401513,77.71919729329876,-0.08077315811003327,3.780437147660963,3.853624765107309,-0.019569445818085982,0.4906911069626363,0.4762935177312925,0.5646484439868478,0.5670245247710036,0.003313160087494044
a150_mu060_g020_c30,160.8475725269276,242.76941848094023,0.50931353620707,1241.4629212716875,97.97034897530646,-0.9210847563010977,3.575511818811196,3.1292651567599643,-0.028982536271627488,0.517320063428158,0.521633783783853,0.5303473237279878,0.4548920838143211,0.0118928876425366
