regime_id,cycle,memory_coordinate,hot_excitation_coordinate,overload_number,overload_response_asinh,overload_readout_projection,post_map_output_projection,dangerous_input_projection
R3,24,0.1606930505141211,-0.6261870474196362,0.4087442645727581,0.20297552484669584,-0.2559876268239594,0.23095547166307373,0.38707927443559903
R3,25,-0.2500246254213409,0.889539442265288,1.5370876953165744,0.7079162826564238,0.35920815150363167,-0.3199509917268902,-0.5362349583700994
R3,26,0.0102495762910281,-0.5895118989808145,0.3011511083289425,0.15001228256338342,-0.2697780905981282,0.2701868544094854,0.45283071586816964
R3,27,-0.3606247205222571,0.8667332696301759,1.2999578709115958,0.6112066522451491,0.3261179043362285,-0.2679759805235345,-0.4491253113004401
R3,28,-0.0205856487778998,-0.4771653464025627,0.2303791373520534,0.11493634300597984,-0.22425953552735034,0.2295001996382154,0.3846402517294804
R3,29,-0.2004365721297747,0.8304775686418375,1.2755409391683177,0.6009419127901608,0.34209061339571084,-0.31104769210250677,-0.5213131090028905
R3,30,0.2155817561689443,-0.5878406825389264,0.1552917562310846,0.07756806938160346,-0.2271008062308445,0.1925978785217442,0.3227922964509349
R5,1,1.091518080356778,2.792244738571154,19.53900651575294,2.9750219287554,1.5550135705614663,0.822660277375452,2.996761975453663
R5,2,1.564727395991815,2.09610896351897,9.100064995619991,2.2201441769691663,1.2592697782331965,0.686535041107225,2.500889082149867
R5,3,4.808593991726723,0.1269204649767168,3.4869549818010617,1.3226571428387692,0.657703416656525,0.47778427257660633,1.7404580966219467
R5,4,-0.0951470661963391,0.6719856502936357,2.355197070407784,1.0015526887776263,0.3300930083873988,0.16486911538588345,0.600580226738733
R5,5,-0.1310779075270429,0.0316498926464827,1.8319010171202392,0.8206759358878508,-6.863582452442898e-05,-0.003949922362950863,-0.014388657710627466
R5,6,-0.3477424215848257,0.2787687936960201,2.6554939188697593,1.0952559646619258,0.09891158589418662,0.03986778481821424,0.1452291606566372
R5,7,-0.2988622905098283,0.5548878965497543,2.156489762654354,0.9356332875334834,0.24539876489665627,0.11575376049113649,0.4216642975181524
R5,8,-0.2783087101875618,0.9751087618403792,2.9855114009550303,1.1907380734312836,0.4616943488375222,0.22626136375132838,0.8242180521557093
R5,9,-0.3161499364998429,0.47508885097905,2.2129468066159053,0.9546944057688772,0.20267370694211723,0.09353001002101141,0.3407082915063947
R5,10,-0.2791356665388468,0.8286867027300477,2.5028518917470652,1.0484834842658932,0.38710955286017973,0.18834222573863987,0.6860873631416061
R5,11,-0.3331013079181786,0.3681269089396388,1.681911253569227,0.7643307776233655,0.14617275462903617,0.064317158733216,0.2342926004350561
R5,12,-0.2853544975010235,0.2546045207898546,1.936620049822636,0.8587869359058276,0.09431512859190068,0.03939586394970633,0.14351006159100657
R5,13,-0.317625105429816,-0.0582483253299479,1.2546958675863102,0.5921336789255349,-0.06880918886528484,-0.04444687893016685,-0.16190974618399773
R5,14,-0.340824404881327,-0.2711205988600444,1.5720557237636403,0.7217206324999331,-0.17995588298272666,-0.10161030948141865,-0.3701429619762998
R5,15,-0.2175590344596249,0.0376621924163661,1.2034593224207324,0.5703075049787194,-0.0076777258577904114,-0.010398915647650825,-0.03788085538571307
R5,16,-0.2957775968800007,0.1478925507305779,1.4692687575947816,0.6808093292651544,0.038746596778118474,0.010851736509460181,0.03953037752465927
R5,17,-0.2907744499267145,0.1022422301552875,1.2156492885011925,0.5755228847821717,0.01614207569749932,-0.00048355069210494884,-0.0017614638352631451
R5,18,-0.2636683189810429,-0.5990914147216033,1.2062915821679872,0.5715205198078153,-0.33727269426985146,-0.1792340522947519,-0.6529083844147371
R5,19,-0.2743223568361801,-0.1107049496524622,1.3453513369618553,0.6301379742645613,-0.09015171681784069,-0.05399704586872369,-0.1966988054442885
R5,20,-0.2799421117869594,-0.6853965322198756,1.2950523480905578,0.6091489780350974,-0.3831822382828308,-0.20304546873391704,-0.7396478919964503
R5,21,-0.2325729609618516,0.1086168315472033,2.1649993262837604,0.9385234846667033,0.02656390611713307,0.006549857353250043,0.023859622253168726
