run,tag,regime_id,cycle,phase,n_contacts,first_cycle_edge_fraction,first_cycle_force_fraction,beta1_birth_density_5pct,beta1_birth_density_10pct,loop_force_share_5pct,loop_force_share_10pct,beta1_birth_area,loop_force_persistence_area,giant_component_area,total_beta1_birth_density,total_loop_force_share,top5_force_share
R1_low_expansion_low_friction,a050_mu010_g002,R1,11,hot,21724,9.206407659731172e-05,0.0016784004185814,0.5170193192272309,0.5416474919466175,0.1484471270344035,0.2307664115639155,0.5984816782463709,0.4494526179988045,0.437725836186463,0.6701344135518321,0.5883774637699055,0.2894897332137598
R1_low_expansion_low_friction,a050_mu010_g002,R1,12,cold,22163,9.024049090827054e-05,0.0005503585053051,0.4959422903516681,0.4975191700496166,0.0751992576902964,0.130798956463836,0.5986381273798571,0.4068478234735069,0.5166527361614887,0.7222397689843433,0.6310982625796844,0.1516790075948073
R1_low_expansion_low_friction,a050_mu010_g002,R1,12,hot,22373,8.939346533768382e-05,0.0023394923622929,0.5201072386058981,0.5406613047363718,0.1516807943062878,0.233156135579181,0.5980381983218555,0.4484857547589698,0.442548600311042,0.6742502123094801,0.587749000844794,0.2948735298075309
R1_low_expansion_low_friction,a050_mu010_g002,R1,13,cold,21597,9.260545446126776e-05,0.0006372631702935,0.4972222222222222,0.4962962962962963,0.0753338198346574,0.1305652598648604,0.5969243027053207,0.4050616129758763,0.5137755591054313,0.718988748437283,0.6277918557271203,0.151630703643343
R1_low_expansion_low_friction,a050_mu010_g002,R1,13,hot,22301,0.0001345231155553,0.0026648955438145,0.521505376344086,0.5405647691618108,0.158617586438131,0.2373025671351353,0.5970065137775445,0.4491698724388609,0.4336347769877181,0.6721223263530783,0.5856357217708598,0.3082099434072165
R1_low_expansion_low_friction,a050_mu010_g002,R1,14,cold,21646,9.239582370876836e-05,0.0006104930511346,0.4939981532779317,0.497459584295612,0.0745654120045744,0.130180151313399,0.5978395568178336,0.4063587007628614,0.5167647994907701,0.7196710708675967,0.6292086406374711,0.1509138818233295
R1_low_expansion_low_friction,a050_mu010_g002,R1,14,hot,21410,9.341429238673515e-05,0.0016431381475203,0.5275443510737629,0.5497431106959365,0.1674275407462747,0.2484609195713367,0.5951979960938938,0.4503888310794812,0.4279048436056486,0.6662307333021953,0.5826882523677797,0.3227329605326466
R1_low_expansion_low_friction,a050_mu010_g002,R1,15,cold,21602,9.258401999814833e-05,0.0005630959807863,0.4958371877890842,0.4979176307265155,0.0751668823533501,0.1309457234908238,0.5999401718366327,0.4073852445202519,0.527126028723576,0.7214146838255717,0.6302546506422168,0.1516358167789947
R1_low_expansion_low_friction,a050_mu010_g002,R1,15,hot,21616,0.0001387860843819,0.002800919836023,0.5282146160962072,0.543940795559667,0.1702497807006245,0.2490409831032993,0.5944957322943798,0.4495891718309143,0.4270458739783812,0.6705218356772761,0.5809842123885399,0.3281090324152077
R1_low_expansion_low_friction,a050_mu010_g002,R1,16,cold,21678,9.225943352707814e-05,0.0004842049048522,0.4944649446494465,0.4967712177121771,0.0747111738903498,0.1302993552234133,0.598634968167721,0.4062176824913649,0.5295453812671288,0.7222529753667313,0.6296994624600653,0.1510840260244688
R1_low_expansion_low_friction,a050_mu010_g002,R1,16,hot,21976,9.100837277029486e-05,0.0018018867164682,0.5277525022747953,0.5414012738853503,0.170346021455204,0.2490083570289825,0.5966665377762694,0.4533830670260272,0.4334596753076721,0.6701856570804514,0.584049848000553,0.3267416346292524
R1_low_expansion_low_friction,a050_mu010_g002,R1,17,cold,21854,9.151642719868216e-05,0.0006951769402633,0.4958828911253431,0.4972552607502287,0.0753968357824568,0.1307816342186125,0.5998184763755849,0.4081561540231665,0.5290535143769968,0.7221561270248009,0.6316204888183788,0.1521690534066736
R1_low_expansion_low_friction,a050_mu010_g002,R1,17,hot,22586,8.855042946958293e-05,0.0018249174527761,0.5292035398230088,0.5515714918105357,0.1727238014884331,0.2533234711283435,0.6034388908610402,0.4572746867735092,0.4430064892926671,0.6773222350128398,0.589786862541371,0.330181239628498
R1_low_expansion_low_friction,a050_mu010_g002,R1,18,cold,21777,9.184001469440235e-05,0.0005448965312732,0.4940312213039485,0.4954086317722681,0.0754201329608722,0.1306622607265761,0.5990793751179888,0.4076279453039322,0.523413004989538,0.7220921155347385,0.6302070204546347,0.152643311214786
R1_low_expansion_low_friction,a050_mu010_g002,R1,18,hot,22720,8.802816901408451e-05,0.002197859059689,0.5387323943661971,0.5532570422535211,0.17304967745316,0.2508333134191846,0.6075348531811653,0.4582343150787004,0.4342284789644013,0.6798415492957747,0.5942594513599369,0.3278852896023804
R1_low_expansion_low_friction,a050_mu010_g002,R1,19,cold,21897,9.133671279170662e-05,0.0006313271628496,0.4922374429223744,0.4963470319634703,0.0746778459408939,0.1301024227551027,0.5999164919124966,0.4074112765749803,0.5326714945089924,0.7214686943416907,0.6312952802423286,0.1515675151048421
R1_low_expansion_low_friction,a050_mu010_g002,R1,19,hot,22253,8.987552240147396e-05,0.0024171216174107,0.5426774483378257,0.5588499550763701,0.1831174777931648,0.2607402237934344,0.602955923100764,0.4583720958559658,0.4380241830065359,0.6756841774142812,0.5887972606407856,0.3452949235190352
R1_low_expansion_low_friction,a050_mu010_g002,R1,20,cold,22024,9.081002542680712e-05,0.0005975193457141,0.4945553539019964,0.498411257376305,0.0740174699444868,0.1300543839173674,0.6017324199666233,0.408712522955398,0.5131373486297004,0.7230748274609516,0.6329070320894471,0.1496785040177828
R1_low_expansion_low_friction,a050_mu010_g002,R1,20,hot,22572,8.86053517632465e-05,0.0025731874636106,0.54207263064659,0.5504871567759079,0.1813299453615773,0.2586286517346611,0.6035800008358176,0.4597483592314309,0.4460018097207859,0.6758816232500443,0.589417441186051,0.340841027179074
R1_low_expansion_low_friction,a050_mu010_g002,R1,21,cold,21749,9.195825095406686e-05,0.0005218044763809,0.4926470588235294,0.495632183908046,0.0751566334162577,0.1307349684279016,0.5985402783674786,0.4069438760656011,0.5162486055776893,0.7196652719665272,0.6299649835157286,0.1523987846286844
R1_low_expansion_low_friction,a050_mu010_g002,R1,21,hot,21907,9.129501985666682e-05,0.0025409862810135,0.5501824817518248,0.5563669557279781,0.1898299499757307,0.2667091957530393,0.5998843871090357,0.4599332366380876,0.4311324814186986,0.6704706258273612,0.5867663376757942,0.3536063798991318
R1_low_expansion_low_friction,a050_mu010_g002,R1,22,cold,21642,9.24129008409574e-05,0.0005184287853085,0.4976915974145891,0.4993071593533487,0.0762683617581105,0.1323255504844762,0.600556819179756,0.4086373747565548,0.5302673839730208,0.7208668330098882,0.6299959169969548,0.1533782744705294
R1_low_expansion_low_friction,a050_mu010_g002,R1,22,hot,22348,8.949346697691069e-05,0.0021220627317555,0.535778175313059,0.5574944071588367,0.174980361077826,0.2589924310743501,0.6025609133498177,0.4590229979864637,0.4363980796678345,0.6734383390012529,0.5890116692631406,0.3329721330243079
R1_low_expansion_low_friction,a050_mu010_g002,R1,23,cold,21936,0.0001367614879649,0.0007545158363447,0.4986326344576117,0.4963536918869644,0.0766767168560677,0.131828644553733,0.5999934838554585,0.4072833176948313,0.532527516350295,0.7225565280816922,0.6313888496024449,0.1539456029504833
R1_low_expansion_low_friction,a050_mu010_g002,R1,23,hot,21386,9.351912466099315e-05,0.0021795201845755,0.5308411214953271,0.5483870967741935,0.1775216634199279,0.2574486679324397,0.5963085614892936,0.4543353216186944,0.4274569764363252,0.6681006265781352,0.5828251755640363,0.340181049213187
R1_low_expansion_low_friction,a050_mu010_g002,R1,24,cold,21907,9.129501985666682e-05,0.0005082869473685,0.4945255474452554,0.4988589685075308,0.0745327002132068,0.1306927400484248,0.5988122179086156,0.4066016620420654,0.5266276124129196,0.7205002967088145,0.6306763788729959,0.150713079470626
R1_low_expansion_low_friction,a050_mu010_g002,R1,24,hot,22509,8.885334754986894e-05,0.0019793538773603,0.5346358792184724,0.5499777876499333,0.1672001051954739,0.2475236995034634,0.6038492092765946,0.456712863591442,0.4361512517836294,0.6753742947265539,0.5908245770393309,0.3180024203034485
R1_low_expansion_low_friction,a050_mu010_g002,R1,25,cold,22191,0.0001351899418683,0.0006816158674289,0.4981981981981982,0.4932432432432432,0.0756796352763455,0.1300761968569543,0.6002988779689048,0.407880654022732,0.5187698725011805,0.7224550493443288,0.6311961084717898,0.1520379937708703
R1_low_expansion_low_friction,a050_mu010_g002,R1,25,hot,22088,9.054690329590728e-05,0.0021133044089424,0.539366515837104,0.5599818922589407,0.1764516316805966,0.2570602797829476,0.6010676372353895,0.45563448278831,0.4408824299554857,0.6732162260050706,0.5878537052432751,0.3344617626030987
R1_low_expansion_low_friction,a050_mu010_g002,R1,26,cold,21902,9.131586156515389e-05,0.000592225366682,0.4945255474452554,0.4965769055225924,0.0744240610378382,0.1299642412021807,0.600721765738438,0.4074008971637656,0.5209594746115649,0.722856360149758,0.631735649411842,0.1504857080024917
R1_low_expansion_low_friction,a050_mu010_g002,R1,26,hot,22358,8.94534394847482e-05,0.0023172994900667,0.5384615384615384,0.5559033989266547,0.1759369225929287,0.2552277478193754,0.601773285168558,0.4556249267094358,0.4392962143879276,0.6750603810716522,0.5880807192199538,0.3350552133198485
R1_low_expansion_low_friction,a050_mu010_g002,R1,27,cold,22000,9.09090909090909e-05,0.0005375339097221,0.4954545454545455,0.4981818181818181,0.0753704185711699,0.1318400283375194,0.6008602272727273,0.4086071124608593,0.5336802796758302,0.7215,0.6305116343960709,0.1521691849869158
R1_low_expansion_low_friction,a050_mu010_g002,R1,27,hot,22435,8.914642299977714e-05,0.0023352920966382,0.5401069518716578,0.5610516934046346,0.1778815276515309,0.2599981555260826,0.6077744658133517,0.4614696109565088,0.4412516382699868,0.6781814129708046,0.5926303126229142,0.3377796283978266
