observed_rho,observed_p,observed_n,null_permutations,null_rho_median,null_rho_q025,null_rho_q975,empirical_p_two_sided
0.8089185576138472,7.983721144204222e-57,240,25,0.8198510390805395,0.8035266237261062,0.8270046354971439,0.8846153846153846
