run,cycle_start,cycle_end,cold_loop_density_start,cold_loop_density_end,cold_loop_density_change,hot_loop_density_start,hot_loop_density_end,hot_minus_cold_loop_gap_end,hot_kcore4_fraction_end,cold_contact_jaccard_mean,cold_contact_jaccard_min,force_tail_hot_end_q99_q50
R1_low_expansion_low_friction,1,30,0.706359410542973,0.9241420235387202,0.2177826129957472,0.5395114232024528,1.6311937493818611,0.7070517258431409,0.3809712194639501,0.5352904941870342,0.4504631161098247,14.686354182105903
R3_intermediate,1,30,0.7266343586193255,0.2384531698150529,-0.4881811888042725,1.0264068835921274,1.210859459994066,0.9724062901790131,0.0,0.2799631711889395,0.2500132816235456,21.41464226281386
R6_high_expansion_high_friction,1,30,0.1261002868163386,0.0634952032439916,-0.06260508357234701,1.4589061418257343,0.817327662941351,0.7538324596973593,0.0,0.19231853404942212,0.1293748911718614,11.90620736256287
