run,tag,regime_id,cycle,force_p99_cold,force_p99_hot,force_p99_hot_minus_cold,force_share_top5_edges_cold,force_share_top5_edges_hot,force_share_top5_edges_hot_minus_cold,giant_fraction_after_top5_edges_cold,giant_fraction_after_top5_edges_hot,giant_fraction_after_top5_edges_hot_minus_cold,force_h1_birth_fraction_cold,force_h1_birth_fraction_hot,force_h1_birth_fraction_hot_minus_cold,force_h1_birth_force_share_cold,force_h1_birth_force_share_hot,force_h1_birth_force_share_hot_minus_cold,bottom_side_percolation_edge_fraction_cold,bottom_side_percolation_edge_fraction_hot,bottom_side_percolation_edge_fraction_hot_minus_cold,alpha_mult,friction,lid_gap_radii,hot_susceptibility_index,cold_memory_index,loss_index,overload_number,loop_activation,top5_activation,giant_activation,frictional_expansion,boundary_attenuation,dimensionless_loop_number,dimensionless_top5_number,loop_number_no_boundary,loop_number_no_friction,loop_number_friction_only,overload_positive,overload_asinh,overload_z,loop_activation_z,top5_activation_z,giant_activation_z,percolation_activation_z,rare_overload
R1_low_expansion_low_friction,a050_mu010_g002,R1,22,0.0009985776544576,0.0005704445784933,-0.0004281330759643,0.1533782744705296,0.3329721330243084,0.1795938585537787,0.0054600931427653,0.0543661606331906,0.0489060674904252,0.7208668330098882,0.6734383390012529,-0.0474284940086352,0.6299959169969548,0.5890116692631406,-0.0409842477338141,0.0003234451529433,0.000984428136746,0.0006609829838026,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.4157447724825666,-0.0409842477338141,0.1795938585537787,0.0489060674904252,0.05,0.9803921568627452,-0.0020090317516575,0.008803620517342,-0.0020492123866907,-0.020492123866907,-0.0040984247733814,False,-0.20640370923062543,0.23256449969666212,0.3934078131734303,0.17129668456377256,0.22002362149911714,0.5514973427486994,0
R1_low_expansion_low_friction,a050_mu010_g002,R1,23,0.001035292207821,0.0005680363601992,-0.0004672558476218,0.1539456029504834,0.3401810492131867,0.1862354462627033,0.0020736959642686,0.0553349218956844,0.0532612259314157,0.7225565280816922,0.6681006265781352,-0.054455901503557,0.6313888496024449,0.5828251755640363,-0.0485636740384085,0.0001823486506199,0.0003273169363134,0.0001449682856934,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.45373550180195,-0.0485636740384085,0.1862354462627033,0.0532612259314157,0.05,0.9803921568627452,-0.0023805722567847,0.0091291885422893,-0.0024281837019204,-0.0242818370192042,-0.0048563674038408,False,-0.2249653820194092,0.034863224065130746,-0.434803012812773,0.32590420561798855,0.5567845087020962,0.09327089332601889,0
R1_low_expansion_low_friction,a050_mu010_g002,R1,24,0.0010171485260414,0.0005379099901349,-0.0004792385359065,0.1507130794706259,0.3180024203034481,0.1672893408328221,0.0031665611146295,0.0543520560383966,0.0511854949237671,0.7205002967088145,0.6753742947265539,-0.0451260019822606,0.6306763788729959,0.5908245770393309,-0.0398518018336649,4.564750992833341e-05,0.000666400106624,0.0006207525966956,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.46537146336234,-0.0398518018336649,0.1672893408328221,0.0511854949237671,0.05,0.9803921568627452,-0.0019535196977286,0.0082004578839618,-0.0019925900916832,-0.0199259009168324,-0.0039851801833664,False,-0.23063559531797,-0.02553049233017917,0.5171512096596173,-0.11513647960997989,0.396279437485561,0.5157723381887722,0
R1_low_expansion_low_friction,a050_mu010_g002,R1,25,0.0010396441999104,0.0005848353337549,-0.0004548088661554,0.1520379937708704,0.3344617626030982,0.1824237688322277,0.0023610892491736,0.0544645195077245,0.0521034302585509,0.7224550493443288,0.6732162260050706,-0.0492388233392582,0.6311961084717898,0.5878537052432751,-0.0433424032285146,0.002117975755937,0.0007696486780152,-0.0013483270779218,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.4416486816790528,-0.0433424032285146,0.1824237688322277,0.0521034302585509,0.05,0.9803921568627452,-0.0021246276092409,0.0089423416094229,-0.0021671201614257,-0.0216712016142573,-0.0043342403228514,False,-0.21906792565147837,0.09767731739543441,0.13573001124191375,0.2371733140885051,0.4672584206672731,-1.2327910093989647,0
R1_low_expansion_low_friction,a050_mu010_g002,R1,26,0.001013492104686,0.0006069732450732,-0.0004065188596127,0.1504857080024916,0.3350552133198478,0.1845695053173561,0.0027230498157936,0.0539872512033303,0.0512642013875366,0.722856360149758,0.6750603810716522,-0.0477959790781057,0.631735649411842,0.5880807192199538,-0.0436549301918882,0.0007761848233038,0.0004025404776813,-0.0003736443456224,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.3947559772598537,-0.0436549301918882,0.1845695053173561,0.0512642013875366,0.05,0.9803921568627452,-0.0021399475584258,0.0090475247704586,-0.0021827465095944,-0.0218274650959441,-0.0043654930191888,False,-0.19611837096208584,0.34211413561206394,0.10157990487809661,0.2871232678255473,0.40236538336485667,-0.3672625479584432,0
R1_low_expansion_low_friction,a050_mu010_g002,R1,27,0.0010154670012826,0.0006202824568658,-0.0003951845444168,0.1521691849869159,0.3377796283978274,0.1856104434109115,0.0033370411568409,0.055045871559633,0.051708830402792,0.7215,0.6781814129708046,-0.0433185870291954,0.6305116343960709,0.5926303126229142,-0.0378813217731567,0.0026818181818181,0.0004011589034989,-0.0022806592783191,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.3837496276996107,-0.0378813217731567,0.1856104434109115,0.051708830402792,0.05,0.9803921568627452,-0.0018569275378998,0.0090985511475937,-0.0018940660886578,-0.0189406608865783,-0.0037881321773156,False,-0.1907165599936395,0.39964908579325464,0.7324673632731951,0.31135495236676697,0.4367461444054447,-2.0607117555248453,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,28,0.001011956244171,0.0006194377734528,-0.0003925184707181,0.1510949198765453,0.3237465257912322,0.1726516059146869,0.0030669895076674,0.0534410844629822,0.0503740949553147,0.7210176888434932,0.6743924392439244,-0.0466252495995687,0.6301899261841744,0.590316119495819,-0.0398738066883553,0.0002321370537165,0.0002250225022502,-7.114551466289205e-06,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.3811606985429663,-0.0398738066883553,0.1726516059146869,0.0503740949553147,0.05,0.9803921568627452,-0.0019545983670762,0.0084633140154258,-0.0019936903344177,-0.0199369033441776,-0.0039873806688355,False,-0.1894451335245748,0.41319111067786957,0.5147467191155511,0.009690075105043007,0.3335382589601808,-0.041780256854715876,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,29,0.0009939143253241,0.0006138290792213,-0.0003800852461027,0.1487751862255216,0.3326188476439884,0.1838436614184667,0.0020944095376188,0.0545765386638611,0.0524821291262423,0.7209570880872096,0.6718336828667821,-0.0491234052204274,0.6308484984637579,0.5880145289175811,-0.0428339695461768,0.000600489630006,0.0003191392358894,-0.0002813503941165,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.3690872372078156,-0.0428339695461768,0.1838436614184667,0.0524821291262423,0.05,0.9803921568627452,-0.0020997043895184,0.0090119441871797,-0.0021416984773088,-0.0214169847730884,-0.0042833969546176,False,-0.18351187329221547,0.47638655270182817,0.19128702348609178,0.2702265661936735,0.49654115937689236,-0.28530455362862317,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,30,0.0010193142635371,0.0006201870846978,-0.0003991271788392,0.151618020154821,0.3319574221795379,0.1803394020247168,0.0030322374720714,0.0566649377593361,0.0536327002872646,0.723404255319149,0.6752841542233118,-0.0481201010958372,0.6317364431344094,0.590256278465154,-0.0414801646692553,0.002693817916172,0.0002228660574994,-0.0024709518586725,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.3875781794816255,-0.0414801646692553,0.1803394020247168,0.0536327002872646,0.05,0.9803921568627452,-0.0020333414053556,0.0088401667659174,-0.0020740082334627,-0.0207400823346276,-0.0041480164669255,False,-0.1925962080266283,0.37962886358113085,0.33921851727997565,0.18865196660348782,0.5855086149186269,-2.229693557334618,1
R3_intermediate,a100_mu030_g002,R3,1,0.0018405155352817,0.0017034588769509,-0.0001370566583308,0.1604688226706924,0.2955313278432119,0.1350625051725194,0.002780503761858,0.0021766169154228,-0.0006038868464351,0.6815477785519053,0.5540131834044203,-0.127534595147485,0.6010644066482509,0.5041564614605686,-0.0969079451876823,0.0191864515783268,0.000542846064366,-0.0186436055139607,1.0,0.3,0.02,-0.6768632410373615,-0.4748492230481457,0.0906173648065867,-0.1512654529385855,-0.0969079451876823,0.1350625051725194,-0.0006038868464351,0.3,0.9803921568627452,-0.0285023368199065,0.0397242662272115,-0.0290723835563046,-0.0969079451876823,-0.0290723835563046,False,-0.07556080435517853,-0.380437795189522,-1.9955258178629263,0.43748203459839313,-0.923425071378863,-0.6818943648877822,0
