regime_id,observed_signed_circulation_area,null_mean,null_sd,null_q025,null_q975,z_vs_null
R1,7.534086022790702,-0.055891641050358785,3.408910425341592,-7.9301728796452275,7.973724427238284,2.226511323799452
R3,-2.7753971612692507,-0.07129523514375197,2.6864185101796103,-4.62801943362532,4.567936912123112,-1.0065825246062297
R5,-3.984001816177455,-0.02425786484450142,3.698572932659937,-7.33935023478189,7.397638102715511,-1.0706139971897723
R6,-4.438857495643149,-0.10040834918950645,3.8337224147770876,-8.029622459348207,7.633591030276938,-1.1316544801812163
R6c,-5.01784895821666,0.03288168281443435,3.925749881018513,-7.708792479659684,7.914308127000107,-1.2865645530429746
