regime_id,n,A11_memory_to_memory,A12_hot_to_memory,A21_memory_to_hot,A22_hot_to_hot,determinant,spectral_radius,eigenvalue_1_real,eigenvalue_1_imag,eigenvalue_2_real,eigenvalue_2_imag,r2_next_memory,r2_next_hot_excitation,mean_dimensionless_loop_number,mean_overload_number
R1,29,-0.1375553516196082,-0.004357832805845074,0.1388818100703489,0.6168652089231004,-0.08424788700726044,0.6160621175234969,-0.13675226022000475,0.0,0.6160621175234969,0.0,0.4793103498025557,0.7494967688644459,-0.0024563531605515552,-0.47474651528790424
R3,29,0.08358249840970058,0.18256201924051418,-0.8481447266184574,-1.0887041190330438,0.0638424036019456,0.9369856766109873,-0.06813594401235568,0.0,-0.9369856766109873,0.0,0.4617008995059563,0.9285784979188446,0.01390222624068658,0.801929534630165
R5,29,0.22650342357873368,0.5164834802497368,0.12699324249634047,0.38283084236191217,0.02112258459379491,0.5724347137536611,0.03689955218698476,0.0,0.5724347137536611,0.0,0.3630745569951007,0.2357317678529941,0.03647489429673293,2.57207960603943
R6,29,0.05587812011248966,0.20310872017137557,-0.20073976425079043,0.6725272166566875,0.07835155319574244,0.5972091714327056,0.1311961653364716,0.0,0.5972091714327056,0.0,0.04773952364417311,0.6530380507714176,0.06006884645334044,4.509021391563031
R6c,29,0.43487313463599536,0.3784862816211686,0.006471495141568127,0.7715410023564913,0.3330730820623037,0.7786655690641209,0.4277485679283657,0.0,0.7786655690641209,0.0,0.35807443491866364,0.8060611815337405,0.11240712543320883,8.303279774162874
