group,tier,bytes,mb,path
atom_dump,archive_required,1847498,1.762,runs/contact_force_probe/a150_mu010_g002/cycle_3_hot.dump
atom_dump,archive_required,1847729,1.762,runs/long_cycles_10k/a100_mu030_g002_c30/cycle_5_hot.dump
atom_dump,archive_required,1847747,1.762,runs/regime_matrix_10k/a100_mu030_g000/cycle_7_hot.dump
atom_dump,archive_required,1847729,1.762,runs/regime_matrix_10k/a100_mu030_g002/cycle_5_hot.dump
atom_dump,archive_required,1847841,1.762,runs/regime_matrix_10k/a100_mu060_g000/cycle_2_hot.dump
atom_dump,archive_required,1847931,1.762,runs/regime_matrix_10k/a100_mu060_g000/cycle_8_hot.dump
atom_dump,archive_required,1847813,1.762,runs/regime_matrix_10k/a100_mu060_g002/cycle_7_hot.dump
atom_dump,archive_required,1846139,1.761,runs/contact_force_probe/a150_mu060_g020/cycle_6_hot.dump
atom_dump,archive_required,1846645,1.761,runs/long_cycle_force_probe/a150_mu030_g002_c30/cycle_15_hot.dump
atom_dump,archive_required,1846139,1.761,runs/long_cycle_force_probe/a150_mu060_g020_c30/cycle_6_hot.dump
atom_dump,archive_required,1846181,1.761,runs/regime_matrix_10k/a100_mu030_g000/cycle_5_hot.dump
atom_dump,archive_required,1846651,1.761,runs/regime_matrix_10k/a100_mu030_g020/cycle_3_hot.dump
atom_dump,archive_required,1846553,1.761,runs/regime_matrix_10k/a100_mu060_g000/cycle_6_hot.dump
atom_dump,archive_required,1846460,1.761,runs/regime_matrix_10k/a150_mu010_g002/cycle_4_hot.dump
atom_dump,archive_required,1845928,1.760,runs/contact_force_probe/a100_mu060_g000/cycle_6_hot.dump
atom_dump,archive_required,1845865,1.760,runs/regime_matrix_10k/a100_mu060_g002/cycle_9_hot.dump
atom_dump,archive_required,1845618,1.760,runs/stiffness_sensitivity/E1e9/a150_mu060_g020/cycle_3_hot.dump
atom_dump,archive_required,1844487,1.759,runs/contact_force_probe/a100_mu060_g000/cycle_5_hot.dump
atom_dump,archive_required,1844021,1.759,runs/contact_force_probe/a100_mu060_g000/cycle_7_hot.dump
atom_dump,archive_required,1844306,1.759,runs/long_cycle_force_probe/a150_mu030_g002_c30/cycle_16_hot.dump
atom_dump,archive_required,1844123,1.759,runs/long_cycle_force_probe/a150_mu030_g020_c30/cycle_6_hot.dump
