run,tag,regime_id,cycle,force_p99_cold,force_p99_hot,force_p99_hot_minus_cold,force_share_top5_edges_cold,force_share_top5_edges_hot,force_share_top5_edges_hot_minus_cold,giant_fraction_after_top5_edges_cold,giant_fraction_after_top5_edges_hot,giant_fraction_after_top5_edges_hot_minus_cold,force_h1_birth_fraction_cold,force_h1_birth_fraction_hot,force_h1_birth_fraction_hot_minus_cold,force_h1_birth_force_share_cold,force_h1_birth_force_share_hot,force_h1_birth_force_share_hot_minus_cold,bottom_side_percolation_edge_fraction_cold,bottom_side_percolation_edge_fraction_hot,bottom_side_percolation_edge_fraction_hot_minus_cold,alpha_mult,friction,lid_gap_radii,hot_susceptibility_index,cold_memory_index,loss_index,overload_number,loop_activation,top5_activation,giant_activation,frictional_expansion,boundary_attenuation,dimensionless_loop_number,dimensionless_top5_number,loop_number_no_boundary,loop_number_no_friction,loop_number_friction_only,overload_positive,overload_asinh,psi_z,loop_z,tail_z,cold_loop_z,overload_z,rare_overload
R1_low_expansion_low_friction,a050_mu010_g002,R1,11,0.0010214015982495,0.0004356759795126,-0.0005857256187369,0.1509011234208014,0.2894897332137603,0.1385886097929589,0.0030168307399174,0.0503028706873847,0.0472860399474673,0.7232219754317574,0.6701344135518321,-0.0530875618799252,0.633891624435229,0.5883774637699055,-0.0455141606653234,0.0002266443044286,0.0001380961148959,-8.854818953266211e-05,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.5687772745670517,-0.0455141606653234,0.1385886097929589,0.0472860399474673,0.05,0.9803921568627452,-0.0022310863071236,0.0067935593035764,-0.0022757080332661,-0.0227570803326617,-0.0045514160665323,False,-0.2806883735732618,0.34042840544651404,0.34042840544644687,-0.914464421872851,0.45285189144349225,-0.46136202056748427,0
R1_low_expansion_low_friction,a050_mu010_g002,R1,12,0.0010422983577861,0.0004563735449321,-0.0005859248128539,0.1516790075948072,0.2948735298075308,0.1431945222127235,0.0022078536508437,0.0526179367547952,0.0504100831039515,0.7222397689843433,0.6742502123094801,-0.0479895566748631,0.6310982625796844,0.587749000844794,-0.0433492617348904,0.0004963226999954,0.0001340901980065,-0.0003622325019889,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.5689707048752929,-0.0433492617348904,0.1431945222127235,0.0504100831039515,0.05,0.9803921568627452,-0.0021249638105338,0.0070193393241531,-0.0021674630867445,-0.0216746308674452,-0.004334926173489,False,-0.280781398831636,0.5115119763145995,0.5115119763146179,-0.7312711996283917,0.1703235560578665,-0.46226425467685817,0
R1_low_expansion_low_friction,a050_mu010_g002,R1,13,0.001013515495139,0.0004990887750218,-0.0005144267201171,0.1516307036433429,0.3082099434072162,0.1565792397638733,0.0033546325878594,0.048093083387201,0.0447384507993416,0.718988748437283,0.6721223263530783,-0.0468664220842046,0.6277918557271203,0.5856357217708598,-0.0421561339562605,0.0031485854516831,0.003273395811847,0.0001248103601638,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.4995414550308427,-0.0421561339562605,0.1565792397638733,0.0447384507993416,0.05,0.9803921568627452,-0.0020664771547186,0.0076754529296016,-0.002107806697813,-0.0210780669781302,-0.004215613395626,False,-0.24724402856779548,0.6058002398453199,0.6058002398453246,-0.19891423893038104,-0.16409556773318615,-0.13699174353770202,0
R1_low_expansion_low_friction,a050_mu010_g002,R1,14,0.0010089406015131,0.0005187157758242,-0.0004902248256888,0.1509138818233295,0.3227329605326466,0.1718190787093171,0.0019096117122851,0.0509436452421802,0.0490340335298951,0.7196710708675967,0.6662307333021953,-0.0534403375654014,0.6292086406374711,0.5826882523677797,-0.0465203882696914,0.0029104684468262,0.001401214385801,-0.0015092540610251,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.4760398578461868,-0.0465203882696914,0.1718190787093171,0.0490340335298951,0.05,0.9803921568627452,-0.0022804111896907,0.0084225038582998,-0.0023260194134845,-0.0232601941348457,-0.0046520388269691,False,-0.23582792160231114,0.26091013822324255,0.2609101382232417,0.4072273782923657,-0.02079802770042581,-0.02626911529096749,0
R1_low_expansion_low_friction,a050_mu010_g002,R1,15,0.0010366818749553,0.0005033285286124,-0.0005333533463428,0.1516358167789948,0.3281090324152075,0.1764732156362126,0.0027432628691302,0.0493013445821249,0.0465580817129947,0.7214146838255717,0.6705218356772761,-0.0508928481482956,0.6302546506422168,0.5809842123885399,-0.0492704382536768,0.002546060549949,0.0017579570688378,-0.0007881034811111,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.5179204272612489,-0.0492704382536768,0.1764732156362126,0.0465580817129947,0.05,0.9803921568627452,-0.0024152175614547,0.0086506478253045,-0.0024635219126838,-0.0246352191268384,-0.0049270438253676,False,-0.25614989258568666,0.04358434776146416,0.04358434776147755,0.592338657600731,0.0849983140269858,-0.22336800769239748,0
R1_low_expansion_low_friction,a050_mu010_g002,R1,16,0.001006105762365,0.000536999202983,-0.0004691065593819,0.151084026024469,0.3267416346292522,0.1756576086047832,0.0024181847493148,0.0450379680544645,0.0426197833051496,0.7222529753667313,0.6701856570804514,-0.0520673182862798,0.6296994624600653,0.584049848000553,-0.0456496144595122,0.0002306485838176,0.0005915544230069,0.0003609058391892,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.4555326620374693,-0.0456496144595122,0.1756576086047832,0.0426197833051496,0.05,0.9803921568627452,-0.0022377261989956,0.0086106670884697,-0.0022824807229756,-0.0228248072297561,-0.0045649614459512,False,-0.225841608599821,0.32972401713919147,0.3297240171391244,0.5598991176017425,0.028845047446900918,0.07058621599431858,0
R1_low_expansion_low_friction,a050_mu010_g002,R1,17,0.0010140557325294,0.0005597376901206,-0.0004543180424088,0.1521690534066738,0.330181239628498,0.1780121862218242,0.0019169329073482,0.044905905256327,0.0429889723489788,0.7221561270248009,0.6773222350128398,-0.044833892011961,0.6316204888183788,0.589786862541371,-0.0418336262770078,0.0002287910679967,0.0005313025768174,0.0003025115088207,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.4411720602304538,-0.0418336262770078,0.1780121862218242,0.0429889723489788,0.05,0.9803921568627452,-0.0020506679547552,0.0087260875598933,-0.0020916813138503,-0.0209168131385039,-0.0041833626277007,False,-0.2188352152904842,0.6312867716290625,0.6312867716290155,0.6535488923650382,0.2231429606116243,0.13853987866457673,0
R1_low_expansion_low_friction,a050_mu010_g002,R1,18,0.0010507335508066,0.0006205593868228,-0.0004301741639838,0.1526433112147861,0.3278852896023805,0.1752419783875944,0.0024142926122646,0.0506148867313915,0.0482005941191269,0.7220921155347385,0.6798415492957747,-0.0422505662389638,0.6302070204546347,0.5942594513599369,-0.0359475690946978,0.0001377600220416,0.0003080985915492,0.0001703385695076,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.417726800319058,-0.0359475690946978,0.1752419783875944,0.0482005941191269,0.05,0.9803921568627452,-0.0017621357399361,0.0085902930582154,-0.0017973784547348,-0.0179737845473489,-0.0035947569094697,False,-0.20737388572376758,1.0964390551503835,1.0964390551503662,0.543368052351294,0.08018086526539972,0.24970111223269884,0
R1_low_expansion_low_friction,a050_mu010_g002,R1,19,0.001040816991614,0.0006542240416211,-0.0003865929499929,0.151567515104842,0.3452949235190358,0.1937274084141937,0.0027057138309724,0.0490196078431372,0.0463138940121647,0.7214686943416907,0.6756841774142812,-0.0457845169274094,0.6312952802423286,0.5887972606407856,-0.0424980196015429,4.566835639585331e-05,0.0003145643284051,0.0002688959720093,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.3754066365373846,-0.0424980196015429,0.1937274084141937,0.0463138940121647,0.05,0.9803921568627452,-0.0020832362549775,0.009496441588931,-0.0021249009800771,-0.0212490098007714,-0.0042498019601542,False,-0.18661822486051824,0.5787823425194437,0.5787823425193822,1.2785981615074469,0.1902504667651053,0.45100627946046173,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,20,0.0010358063469621,0.0006179546432402,-0.0004178517037218,0.1496785040177828,0.3408410271790745,0.1911625231612916,0.0031867431485022,0.045889348500517,0.0427026053520148,0.7230748274609516,0.6758816232500443,-0.0471932042109073,0.6329070320894471,0.589417441186051,-0.0434895909033961,4.540501271340356e-05,0.0003101187311713,0.0002647137184579,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.405760898300131,-0.0434895909033961,0.1911625231612916,0.0427026053520148,0.05,0.9803921568627452,-0.0021318426913429,0.0093707119196711,-0.0021744795451698,-0.021744795451698,-0.0043489590903396,False,-0.2015138375104815,0.5004223060729938,0.5004223060730074,1.1765837176048324,0.3532675014243393,0.30653659404706257,0
R1_low_expansion_low_friction,a050_mu010_g002,R1,21,0.001027342277169,0.0006223667456171,-0.0004049755315519,0.1523987846286844,0.3536063798991316,0.2012075952704471,0.0038247011952191,0.0470726300691094,0.0432479288738902,0.7196652719665272,0.6704706258273612,-0.049194646139166,0.6299649835157286,0.5867663376757942,-0.0431986458399343,0.0005977286312014,0.000684712648925,8.698401772356667e-05,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.3932573063803424,-0.0431986458399343,0.2012075952704471,0.0432479288738902,0.05,0.9803921568627452,-0.0021175806784281,0.0098631174152179,-0.0021599322919967,-0.0215993229199671,-0.0043198645839934,False,-0.19538316649185394,0.5234145666740816,0.5234145666740857,1.5761113159711497,0.055700580580747824,0.3659967944595881,0
R1_low_expansion_low_friction,a050_mu010_g002,R1,22,0.0009985776544576,0.0005704445784933,-0.0004281330759643,0.1533782744705296,0.3329721330243084,0.1795938585537787,0.0054600931427653,0.0543661606331906,0.0489060674904252,0.7208668330098882,0.6734383390012529,-0.0474284940086352,0.6299959169969548,0.5890116692631406,-0.0409842477338141,0.0003234451529433,0.000984428136746,0.0006609829838026,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.4157447724825666,-0.0409842477338141,0.1795938585537787,0.0489060674904252,0.05,0.9803921568627452,-0.0020090317516575,0.008803620517342,-0.0020492123866907,-0.020492123866907,-0.0040984247733814,False,-0.20640370923062543,0.698409865527591,0.6984098655275922,0.7164575247094774,0.0588292783329449,0.2591106676537085,0
R1_low_expansion_low_friction,a050_mu010_g002,R1,23,0.001035292207821,0.0005680363601992,-0.0004672558476218,0.1539456029504834,0.3401810492131867,0.1862354462627033,0.0020736959642686,0.0553349218956844,0.0532612259314157,0.7225565280816922,0.6681006265781352,-0.054455901503557,0.6313888496024449,0.5828251755640363,-0.0485636740384085,0.0001823486506199,0.0003273169363134,0.0001449682856934,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.45373550180195,-0.0485636740384085,0.1862354462627033,0.0532612259314157,0.05,0.9803921568627452,-0.0023805722567847,0.0091291885422893,-0.0024281837019204,-0.0242818370192042,-0.0048563674038408,False,-0.2249653820194092,0.09943718412722716,0.09943718412726461,0.9806166624290944,0.1997143303545215,0.07908456926099439,0
R1_low_expansion_low_friction,a050_mu010_g002,R1,24,0.0010171485260414,0.0005379099901349,-0.0004792385359065,0.1507130794706259,0.3180024203034481,0.1672893408328221,0.0031665611146295,0.0543520560383966,0.0511854949237671,0.7205002967088145,0.6753742947265539,-0.0451260019822606,0.6306763788729959,0.5908245770393309,-0.0398518018336649,4.564750992833341e-05,0.000666400106624,0.0006207525966956,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.46537146336234,-0.0398518018336649,0.1672893408328221,0.0511854949237671,0.05,0.9803921568627452,-0.0019535196977286,0.0082004578839618,-0.0019925900916832,-0.0199259009168324,-0.0039851801833664,False,-0.23063559531797,0.7879026754177297,0.7879026754177034,0.22706388365946015,0.12765307241092005,0.024090259814314775,0
R1_low_expansion_low_friction,a050_mu010_g002,R1,25,0.0010396441999104,0.0005848353337549,-0.0004548088661554,0.1520379937708704,0.3344617626030982,0.1824237688322277,0.0023610892491736,0.0544645195077245,0.0521034302585509,0.7224550493443288,0.6732162260050706,-0.0492388233392582,0.6311961084717898,0.5878537052432751,-0.0433424032285146,0.002117975755937,0.0007696486780152,-0.0013483270779218,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.4416486816790528,-0.0433424032285146,0.1824237688322277,0.0521034302585509,0.05,0.9803921568627452,-0.0021246276092409,0.0089423416094229,-0.0021671201614257,-0.0216712016142573,-0.0043342403228514,False,-0.21906792565147837,0.512053977488414,0.512053977488483,0.8290129394297335,0.18021995990757964,0.13628286558056973,0
R1_low_expansion_low_friction,a050_mu010_g002,R1,26,0.001013492104686,0.0006069732450732,-0.0004065188596127,0.1504857080024916,0.3350552133198478,0.1845695053173561,0.0027230498157936,0.0539872512033303,0.0512642013875366,0.722856360149758,0.6750603810716522,-0.0477959790781057,0.631735649411842,0.5880807192199538,-0.0436549301918882,0.0007761848233038,0.0004025404776813,-0.0003736443456224,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.3947559772598537,-0.0436549301918882,0.1845695053173561,0.0512642013875366,0.05,0.9803921568627452,-0.0021399475584258,0.0090475247704586,-0.0021827465095944,-0.0218274650959441,-0.0043654930191888,False,-0.19611837096208584,0.4873561829934224,0.48735618299336175,0.9143563730372413,0.23479062119257949,0.3588661875470091,0
R1_low_expansion_low_friction,a050_mu010_g002,R1,27,0.0010154670012826,0.0006202824568658,-0.0003951845444168,0.1521691849869159,0.3377796283978274,0.1856104434109115,0.0033370411568409,0.055045871559633,0.051708830402792,0.7215,0.6781814129708046,-0.0433185870291954,0.6305116343960709,0.5926303126229142,-0.0378813217731567,0.0026818181818181,0.0004011589034989,-0.0022806592783191,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.3837496276996107,-0.0378813217731567,0.1856104434109115,0.051708830402792,0.05,0.9803921568627452,-0.0018569275378998,0.0090985511475937,-0.0018940660886578,-0.0189406608865783,-0.0037881321773156,False,-0.1907165599936395,0.9436220766041532,0.9436220766041808,0.9557581163046838,0.11099036086955966,0.41125731435816554,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,28,0.001011956244171,0.0006194377734528,-0.0003925184707181,0.1510949198765453,0.3237465257912322,0.1726516059146869,0.0030669895076674,0.0534410844629822,0.0503740949553147,0.7210176888434932,0.6743924392439244,-0.0466252495995687,0.6301899261841744,0.590316119495819,-0.0398738066883553,0.0002321370537165,0.0002250225022502,-7.114551466289205e-06,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.3811606985429663,-0.0398738066883553,0.1726516059146869,0.0503740949553147,0.05,0.9803921568627452,-0.0019545983670762,0.0084633140154258,-0.0019936903344177,-0.0199369033441776,-0.0039873806688355,False,-0.1894451335245748,0.7861637170469459,0.7861637170469696,0.4403398926995901,0.07845190352411507,0.4235886354208479,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,29,0.0009939143253241,0.0006138290792213,-0.0003800852461027,0.1487751862255216,0.3326188476439884,0.1838436614184667,0.0020944095376188,0.0545765386638611,0.0524821291262423,0.7209570880872096,0.6718336828667821,-0.0491234052204274,0.6308484984637579,0.5880145289175811,-0.0428339695461768,0.000600489630006,0.0003191392358894,-0.0002813503941165,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.3690872372078156,-0.0428339695461768,0.1838436614184667,0.0524821291262423,0.05,0.9803921568627452,-0.0020997043895184,0.0090119441871797,-0.0021416984773088,-0.0214169847730884,-0.0042833969546176,False,-0.18351187329221547,0.5522335206076905,0.5522335206076653,0.8854870263007637,0.14506172334124096,0.4811341865430367,1
R1_low_expansion_low_friction,a050_mu010_g002,R1,30,0.0010193142635371,0.0006201870846978,-0.0003991271788392,0.151618020154821,0.3319574221795379,0.1803394020247168,0.0030322374720714,0.0566649377593361,0.0536327002872646,0.723404255319149,0.6752841542233118,-0.0481201010958372,0.6317364431344094,0.590256278465154,-0.0414801646692553,0.002693817916172,0.0002228660574994,-0.0024709518586725,0.5,0.1,0.02,-0.723825496862676,1.6045802365329438,-1.2986079178795071,-0.3875781794816255,-0.0414801646692553,0.1803394020247168,0.0536327002872646,0.05,0.9803921568627452,-0.0020333414053556,0.0088401667659174,-0.0020740082334627,-0.0207400823346276,-0.0041480164669255,False,-0.1925962080266283,0.6592194723980982,0.659219472398103,0.7461103922234988,0.2348709004858844,0.39302696919579483,1
R3_intermediate,a100_mu030_g002,R3,1,0.0018405155352817,0.0017034588769509,-0.0001370566583308,0.1604688226706924,0.2955313278432119,0.1350625051725194,0.002780503761858,0.0021766169154228,-0.0006038868464351,0.6815477785519053,0.5540131834044203,-0.127534595147485,0.6010644066482509,0.5041564614605686,-0.0969079451876823,0.0191864515783268,0.000542846064366,-0.0186436055139607,1.0,0.3,0.02,-0.6768632410373615,-0.4748492230481457,0.0906173648065867,-0.1512654529385855,-0.0969079451876823,0.1350625051725194,-0.0006038868464351,0.3,0.9803921568627452,-0.0285023368199065,0.0397242662272115,-0.0290723835563046,-0.0969079451876823,-0.0290723835563046,False,-0.07556080435517853,-3.3145806246029133,-3.314580624602917,0.6359570168880632,5.277892127328787,-1.260290796135737,0
R3_intermediate,a100_mu030_g002,R3,2,0.0008960872261189,0.000981339213965,8.525198784616983e-05,0.1896265182026183,0.3393454695035967,0.1497189513009783,0.0016313213703099,0.0073984858912594,0.0057671645209495,0.5213819763227833,0.5566198191746486,0.0352378428518653,0.4966559913882901,0.5108798695012972,0.014223878113007,0.0538777482483691,0.0089517500671381,-0.044925998181231,1.0,0.3,0.02,-0.6768632410373615,-0.4748492230481457,0.0906173648065867,0.0940901428104328,0.014223878113007,0.1497189513009783,0.0057671645209495,0.3,0.9803921568627452,0.0041834935626491,0.0440349856767583,0.0042671634339021,0.014223878113007,0.0042671634339021,True,0.04702773500353612,-0.7437794521383442,-0.7437794521383453,1.1554290232015307,-0.37129019855807316,-0.9050322762110696,0
R3_intermediate,a100_mu030_g002,R3,3,0.0009063763883098,0.0023892491228649,0.001482872734555,0.186781080135085,0.2826123649997547,0.0958312848646696,0.0020072260136491,0.0486102608056814,0.0466030347920322,0.520671206225681,0.6761470902076664,0.1554758839819854,0.4976998401180221,0.5845084482164442,0.0868086080984221,0.0068093385214007,0.000369367150948,-0.0064399713704527,1.0,0.3,0.02,-0.6768632410373615,-0.4748492230481457,0.0906173648065867,1.636603566543645,0.0868086080984221,0.0958312848646696,0.0466030347920322,0.3,0.9803921568627452,0.0255319435583594,0.0281856720190204,0.0260425824295266,0.0868086080984221,0.0260425824295266,True,0.7468958400065009,0.9353157287680607,0.9353157287680589,-0.7545247236938368,-0.3148111132255434,1.1231679815494853,0
