perm,run,tag,regime_id,cycle,null_beta1_birth_area_delta,overload_asinh,beta1_birth_area_delta
19,R6_high_expansion_high_friction,a150_mu060_g020,R6,17,0.041574455227258666,1.6330451460597737,0.0584713356898714
20,R6_high_expansion_high_friction,a150_mu060_g020,R6,17,0.038478828983864954,1.6330451460597737,0.0584713356898714
21,R6_high_expansion_high_friction,a150_mu060_g020,R6,17,0.03337558848553385,1.6330451460597737,0.0584713356898714
22,R6_high_expansion_high_friction,a150_mu060_g020,R6,17,0.03251915758045132,1.6330451460597737,0.0584713356898714
23,R6_high_expansion_high_friction,a150_mu060_g020,R6,17,0.03530958427158937,1.6330451460597737,0.0584713356898714
24,R6_high_expansion_high_friction,a150_mu060_g020,R6,17,0.03997590787126579,1.6330451460597737,0.0584713356898714
0,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.0780481461948912,1.4612689581725882,0.0730479384354349
1,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.0815738162777932,1.4612689581725882,0.0730479384354349
2,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.0835182367639431,1.4612689581725882,0.0730479384354349
3,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.08914131324030478,1.4612689581725882,0.0730479384354349
4,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.08163011147259935,1.4612689581725882,0.0730479384354349
5,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.08513180171977158,1.4612689581725882,0.0730479384354349
6,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.08559628112754358,1.4612689581725882,0.0730479384354349
7,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.07790434981825384,1.4612689581725882,0.0730479384354349
8,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.08464320148752713,1.4612689581725882,0.0730479384354349
9,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.07961993734002609,1.4612689581725882,0.0730479384354349
10,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.08397714388482602,1.4612689581725882,0.0730479384354349
11,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.07996233608163189,1.4612689581725882,0.0730479384354349
12,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.08494638046420455,1.4612689581725882,0.0730479384354349
13,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.08267581526931783,1.4612689581725882,0.0730479384354349
14,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.08371198752858466,1.4612689581725882,0.0730479384354349
15,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.08585676668850617,1.4612689581725882,0.0730479384354349
16,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.08116580614120916,1.4612689581725882,0.0730479384354349
17,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.08211848189745224,1.4612689581725882,0.0730479384354349
18,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.08338920417849344,1.4612689581725882,0.0730479384354349
19,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.08478192127075729,1.4612689581725882,0.0730479384354349
20,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.07971181323034465,1.4612689581725882,0.0730479384354349
21,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.0834036454890536,1.4612689581725882,0.0730479384354349
22,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.07693359147909529,1.4612689581725882,0.0730479384354349
23,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.07826619902198867,1.4612689581725882,0.0730479384354349
24,R6_high_expansion_high_friction,a150_mu060_g020,R6,18,0.08363797471175505,1.4612689581725882,0.0730479384354349
0,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.026456019982845802,1.358990014190368,0.0482060288864221
1,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.0266431608898961,1.358990014190368,0.0482060288864221
2,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.03478940224560978,1.358990014190368,0.0482060288864221
3,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.03159777530156038,1.358990014190368,0.0482060288864221
4,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.03151722463679257,1.358990014190368,0.0482060288864221
5,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.041845589986594656,1.358990014190368,0.0482060288864221
6,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.03263405731586938,1.358990014190368,0.0482060288864221
7,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.02964745337958008,1.358990014190368,0.0482060288864221
8,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.02590606507636073,1.358990014190368,0.0482060288864221
9,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.03268533720069436,1.358990014190368,0.0482060288864221
10,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.045520740622562644,1.358990014190368,0.0482060288864221
11,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.034155368703695066,1.358990014190368,0.0482060288864221
12,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.028611168241187757,1.358990014190368,0.0482060288864221
13,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.029587201531884683,1.358990014190368,0.0482060288864221
14,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.030390342363151523,1.358990014190368,0.0482060288864221
15,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.0307719303120102,1.358990014190368,0.0482060288864221
16,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.034205161074707335,1.358990014190368,0.0482060288864221
17,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.032231854858715825,1.358990014190368,0.0482060288864221
18,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.03289956967701818,1.358990014190368,0.0482060288864221
19,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.02898734947393261,1.358990014190368,0.0482060288864221
20,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.03235682456155714,1.358990014190368,0.0482060288864221
21,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.030277221881961802,1.358990014190368,0.0482060288864221
22,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.038384870591958664,1.358990014190368,0.0482060288864221
23,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.04428993230318509,1.358990014190368,0.0482060288864221
24,R6_high_expansion_high_friction,a150_mu060_g020,R6,19,0.021341807474819174,1.358990014190368,0.0482060288864221
0,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.08182914493171667,1.3215725134473837,0.0715798928233538
1,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.08181590798557603,1.3215725134473837,0.0715798928233538
2,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.08817261126647563,1.3215725134473837,0.0715798928233538
3,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.07750291562882083,1.3215725134473837,0.0715798928233538
4,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.0806035469263563,1.3215725134473837,0.0715798928233538
5,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.08425558495160784,1.3215725134473837,0.0715798928233538
6,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.07822471067855935,1.3215725134473837,0.0715798928233538
7,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.0861043513799517,1.3215725134473837,0.0715798928233538
8,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.08102165759766483,1.3215725134473837,0.0715798928233538
9,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.0843214945758669,1.3215725134473837,0.0715798928233538
10,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.08404632041571414,1.3215725134473837,0.0715798928233538
11,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.08374014292343479,1.3215725134473837,0.0715798928233538
12,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.08700969078550075,1.3215725134473837,0.0715798928233538
13,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.07878278628009533,1.3215725134473837,0.0715798928233538
14,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.08062719070111474,1.3215725134473837,0.0715798928233538
15,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.08842882376883099,1.3215725134473837,0.0715798928233538
16,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.08169528232470791,1.3215725134473837,0.0715798928233538
17,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.0798005653617474,1.3215725134473837,0.0715798928233538
18,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.08551677299633281,1.3215725134473837,0.0715798928233538
19,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.09097793258403397,1.3215725134473837,0.0715798928233538
20,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.08522300394787247,1.3215725134473837,0.0715798928233538
21,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.0871368931047164,1.3215725134473837,0.0715798928233538
22,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.08568510329715656,1.3215725134473837,0.0715798928233538
23,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.08423617630121244,1.3215725134473837,0.0715798928233538
24,R6_high_expansion_high_friction,a150_mu060_g020,R6,20,0.08695471003799654,1.3215725134473837,0.0715798928233538
0,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.02732264142580304,0.8585065206900453,0.0339228524591971
1,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.025658745841037667,0.8585065206900453,0.0339228524591971
2,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.037784292510602224,0.8585065206900453,0.0339228524591971
3,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.028386548991082727,0.8585065206900453,0.0339228524591971
4,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.025126613119101554,0.8585065206900453,0.0339228524591971
5,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.0290498854049569,0.8585065206900453,0.0339228524591971
6,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.020946527995565623,0.8585065206900453,0.0339228524591971
7,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.0190637496655362,0.8585065206900453,0.0339228524591971
8,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.018597590051036617,0.8585065206900453,0.0339228524591971
9,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.023016575713008913,0.8585065206900453,0.0339228524591971
10,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.02348928417102275,0.8585065206900453,0.0339228524591971
11,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.027457100472553397,0.8585065206900453,0.0339228524591971
12,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.020335008714908065,0.8585065206900453,0.0339228524591971
13,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.03087979334875729,0.8585065206900453,0.0339228524591971
14,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.023995611106047587,0.8585065206900453,0.0339228524591971
15,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.026450719723436017,0.8585065206900453,0.0339228524591971
16,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.027041017241274834,0.8585065206900453,0.0339228524591971
17,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.035676712578726594,0.8585065206900453,0.0339228524591971
18,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.03148478460323437,0.8585065206900453,0.0339228524591971
19,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.03456373381255551,0.8585065206900453,0.0339228524591971
20,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.030223831647530647,0.8585065206900453,0.0339228524591971
21,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.03274549740537758,0.8585065206900453,0.0339228524591971
22,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.028452237551330112,0.8585065206900453,0.0339228524591971
23,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.01420604274692705,0.8585065206900453,0.0339228524591971
24,R6_high_expansion_high_friction,a150_mu060_g020,R6,21,0.02373045913880395,0.8585065206900453,0.0339228524591971
0,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.06931190152998778,1.264248042547464,0.0691631739434739
1,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.07671171658162179,1.264248042547464,0.0691631739434739
2,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.08781118252900161,1.264248042547464,0.0691631739434739
3,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.0717898061319241,1.264248042547464,0.0691631739434739
4,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.08178070219949063,1.264248042547464,0.0691631739434739
5,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.07427722135342807,1.264248042547464,0.0691631739434739
6,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.07378506022227599,1.264248042547464,0.0691631739434739
7,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.0789623342051034,1.264248042547464,0.0691631739434739
8,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.07402500318878358,1.264248042547464,0.0691631739434739
9,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.07734953378402509,1.264248042547464,0.0691631739434739
10,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.08242483664574185,1.264248042547464,0.0691631739434739
11,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.07815779414606266,1.264248042547464,0.0691631739434739
12,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.07684052416703963,1.264248042547464,0.0691631739434739
13,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.07477877851901632,1.264248042547464,0.0691631739434739
14,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.0799995958831769,1.264248042547464,0.0691631739434739
15,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.07760541622910189,1.264248042547464,0.0691631739434739
16,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.07762266083623842,1.264248042547464,0.0691631739434739
17,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.07332903928413836,1.264248042547464,0.0691631739434739
18,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.07364518421963667,1.264248042547464,0.0691631739434739
19,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.08101988550569383,1.264248042547464,0.0691631739434739
20,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.07607338106671918,1.264248042547464,0.0691631739434739
21,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.07251410037262501,1.264248042547464,0.0691631739434739
22,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.07841834989615598,1.264248042547464,0.0691631739434739
23,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.07562659040713471,1.264248042547464,0.0691631739434739
24,R6_high_expansion_high_friction,a150_mu060_g020,R6,22,0.08090479748460072,1.264248042547464,0.0691631739434739
0,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.030471526174363217,1.2284562270345705,0.0480256073184864
1,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.02984345816463624,1.2284562270345705,0.0480256073184864
2,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.03889977125662142,1.2284562270345705,0.0480256073184864
3,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.03250864052172603,1.2284562270345705,0.0480256073184864
4,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.023645807044404388,1.2284562270345705,0.0480256073184864
5,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.034430464980143655,1.2284562270345705,0.0480256073184864
6,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.03717057664142975,1.2284562270345705,0.0480256073184864
7,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.02599907921300626,1.2284562270345705,0.0480256073184864
8,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.03302428948087127,1.2284562270345705,0.0480256073184864
9,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.03464605992653713,1.2284562270345705,0.0480256073184864
10,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.03791830583670533,1.2284562270345705,0.0480256073184864
11,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.04020378253813828,1.2284562270345705,0.0480256073184864
12,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.021216830048528257,1.2284562270345705,0.0480256073184864
13,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.022037330762445795,1.2284562270345705,0.0480256073184864
14,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.028473165033352427,1.2284562270345705,0.0480256073184864
15,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.01763654702727313,1.2284562270345705,0.0480256073184864
16,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.02400332580031239,1.2284562270345705,0.0480256073184864
17,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.0333712823401599,1.2284562270345705,0.0480256073184864
18,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.036240130467257936,1.2284562270345705,0.0480256073184864
19,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.02833583637099374,1.2284562270345705,0.0480256073184864
20,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.03218086439565143,1.2284562270345705,0.0480256073184864
21,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.030945124463873264,1.2284562270345705,0.0480256073184864
22,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.03401040412634654,1.2284562270345705,0.0480256073184864
23,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.02384835899991089,1.2284562270345705,0.0480256073184864
24,R6_high_expansion_high_friction,a150_mu060_g020,R6,23,0.022911157308216856,1.2284562270345705,0.0480256073184864
0,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.08268676584032336,1.5728678586355944,0.07581774950684
1,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.08409854929383942,1.5728678586355944,0.07581774950684
2,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.08376724011418069,1.5728678586355944,0.07581774950684
3,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.08275964253302648,1.5728678586355944,0.07581774950684
4,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.08093723000073144,1.5728678586355944,0.07581774950684
5,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.0884978515279164,1.5728678586355944,0.07581774950684
6,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.08238160930211513,1.5728678586355944,0.07581774950684
7,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.087854530230915,1.5728678586355944,0.07581774950684
8,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.084654578108036,1.5728678586355944,0.07581774950684
9,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.08160166804682634,1.5728678586355944,0.07581774950684
10,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.08143546844985766,1.5728678586355944,0.07581774950684
11,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.07890525974222445,1.5728678586355944,0.07581774950684
12,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.08092754797137242,1.5728678586355944,0.07581774950684
13,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.07947924499461484,1.5728678586355944,0.07581774950684
14,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.0841998541525783,1.5728678586355944,0.07581774950684
15,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.07592848541723501,1.5728678586355944,0.07581774950684
16,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.08074439310284881,1.5728678586355944,0.07581774950684
17,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.09207924935898076,1.5728678586355944,0.07581774950684
18,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.08009085213853578,1.5728678586355944,0.07581774950684
19,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.08863222068707632,1.5728678586355944,0.07581774950684
20,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.08199694418655806,1.5728678586355944,0.07581774950684
21,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.08783557036679063,1.5728678586355944,0.07581774950684
22,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.07999144358974336,1.5728678586355944,0.07581774950684
23,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.08464911790202173,1.5728678586355944,0.07581774950684
24,R6_high_expansion_high_friction,a150_mu060_g020,R6,24,0.07907590306434348,1.5728678586355944,0.07581774950684
0,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.02420811083442803,0.623310605777334,0.0378744314748668
1,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.018883976425417892,0.623310605777334,0.0378744314748668
2,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.023069508978017794,0.623310605777334,0.0378744314748668
3,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.02735401932092349,0.623310605777334,0.0378744314748668
4,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.023436005676516047,0.623310605777334,0.0378744314748668
5,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.01486779457585885,0.623310605777334,0.0378744314748668
6,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.02121841499246191,0.623310605777334,0.0378744314748668
7,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.01468507664054608,0.623310605777334,0.0378744314748668
8,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.022130639788299378,0.623310605777334,0.0378744314748668
9,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.028321437589219345,0.623310605777334,0.0378744314748668
10,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.02079382883010522,0.623310605777334,0.0378744314748668
11,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.01454481416044634,0.623310605777334,0.0378744314748668
12,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.015064249186407919,0.623310605777334,0.0378744314748668
13,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.023505333250187943,0.623310605777334,0.0378744314748668
14,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.021776953601094162,0.623310605777334,0.0378744314748668
15,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.03586658215548777,0.623310605777334,0.0378744314748668
16,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.023683341963736393,0.623310605777334,0.0378744314748668
17,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.03006803809560446,0.623310605777334,0.0378744314748668
18,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.02104817744531312,0.623310605777334,0.0378744314748668
19,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.023403533688675315,0.623310605777334,0.0378744314748668
20,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.028393000991783546,0.623310605777334,0.0378744314748668
21,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.023429386068163693,0.623310605777334,0.0378744314748668
22,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.02604115220418718,0.623310605777334,0.0378744314748668
23,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.033006299655864935,0.623310605777334,0.0378744314748668
24,R6_high_expansion_high_friction,a150_mu060_g020,R6,25,0.021687127262627504,0.623310605777334,0.0378744314748668
0,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.06676384390887408,1.4653833062316728,0.06162034082519
1,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.0717472702237259,1.4653833062316728,0.06162034082519
2,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.06542771724524599,1.4653833062316728,0.06162034082519
3,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.07129358535232005,1.4653833062316728,0.06162034082519
4,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.06452345702524348,1.4653833062316728,0.06162034082519
5,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.07293714448195604,1.4653833062316728,0.06162034082519
6,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.06594858811332549,1.4653833062316728,0.06162034082519
7,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.07136415552166159,1.4653833062316728,0.06162034082519
8,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.06264101168562841,1.4653833062316728,0.06162034082519
9,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.0641644462795537,1.4653833062316728,0.06162034082519
10,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.07183016432252487,1.4653833062316728,0.06162034082519
11,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.0651121550732015,1.4653833062316728,0.06162034082519
12,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.06525214312664007,1.4653833062316728,0.06162034082519
13,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.06738544958926734,1.4653833062316728,0.06162034082519
14,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.06977579174995086,1.4653833062316728,0.06162034082519
15,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.07176609982745347,1.4653833062316728,0.06162034082519
16,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.07225638427818598,1.4653833062316728,0.06162034082519
17,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.06931202854481072,1.4653833062316728,0.06162034082519
18,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.06435976675039451,1.4653833062316728,0.06162034082519
19,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.06737911128137125,1.4653833062316728,0.06162034082519
20,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.06995092897415045,1.4653833062316728,0.06162034082519
21,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.06503356815841127,1.4653833062316728,0.06162034082519
22,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.07023028771960849,1.4653833062316728,0.06162034082519
23,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.07512773788734028,1.4653833062316728,0.06162034082519
24,R6_high_expansion_high_friction,a150_mu060_g020,R6,26,0.06661329121568221,1.4653833062316728,0.06162034082519
0,R6_high_expansion_high_friction,a150_mu060_g020,R6,27,0.03222122413031275,0.6037171062766126,0.0387659551367116
1,R6_high_expansion_high_friction,a150_mu060_g020,R6,27,0.03268618338805035,0.6037171062766126,0.0387659551367116
2,R6_high_expansion_high_friction,a150_mu060_g020,R6,27,0.029534261018657304,0.6037171062766126,0.0387659551367116
3,R6_high_expansion_high_friction,a150_mu060_g020,R6,27,0.021837129714589676,0.6037171062766126,0.0387659551367116
4,R6_high_expansion_high_friction,a150_mu060_g020,R6,27,0.01928051222662741,0.6037171062766126,0.0387659551367116
5,R6_high_expansion_high_friction,a150_mu060_g020,R6,27,0.020033130758465634,0.6037171062766126,0.0387659551367116
6,R6_high_expansion_high_friction,a150_mu060_g020,R6,27,0.032240974823154744,0.6037171062766126,0.0387659551367116
7,R6_high_expansion_high_friction,a150_mu060_g020,R6,27,0.03258629422961329,0.6037171062766126,0.0387659551367116
8,R6_high_expansion_high_friction,a150_mu060_g020,R6,27,0.02837165928381613,0.6037171062766126,0.0387659551367116
9,R6_high_expansion_high_friction,a150_mu060_g020,R6,27,0.02054339464028765,0.6037171062766126,0.0387659551367116
10,R6_high_expansion_high_friction,a150_mu060_g020,R6,27,0.028040056783542378,0.6037171062766126,0.0387659551367116
