tag,regime_id,bottom_side_percolation_edge_fraction_cold,bottom_side_percolation_edge_fraction_hot,bottom_side_percolation_edge_fraction_hot_minus_cold,giant_fraction_after_top5_edges_cold,giant_fraction_after_top5_edges_hot,giant_fraction_after_top5_edges_hot_minus_cold,force_share_top5_edges_cold,force_share_top5_edges_hot,force_share_top5_edges_hot_minus_cold,force_h1_birth_fraction_cold,force_h1_birth_fraction_hot,force_h1_birth_fraction_hot_minus_cold,force_h1_birth_force_share_cold,force_h1_birth_force_share_hot,force_h1_birth_force_share_hot_minus_cold,force_p99_cold,force_p99_hot,force_p99_hot_minus_cold
a050_mu010_g002,R1,0.0025373685181767852,0.000418351694324362,-0.0021190168238524234,0.0024170157911698356,0.048224348053990305,0.04580733226282047,0.14806476569796773,0.29672828129821677,0.14866351560024904,0.7212585347850157,0.6655975456700599,-0.05566098911495576,0.6306273598162998,0.5837682810431576,-0.046859078773142215,0.0009631427839378353,0.0004056888034690874,-0.0005574539804687479
a050_mu060_g002,R2,0.004968161780141348,0.0005387931034482759,-0.004429368676693072,0.002364998029168309,0.021192576016848756,0.018827577987680446,0.15534112005294426,0.258440692085976,0.10309957203303172,0.6574767336085648,0.6453271943573667,-0.012149539251198105,0.579939732328111,0.5868351249411123,0.0068953926130013166,0.0010501863209841093,0.0012522663234752604,0.00020208000249115105
a100_mu030_g002,R3,0.0032748988634174535,0.0010422588592003033,-0.00223264000421715,0.001827485380116959,0.012996136283807516,0.011168650903690557,0.18383538192989385,0.31597593774039473,0.13214055581050088,0.5453669813138123,0.5477544059124503,0.002387424598637944,0.5065948241406742,0.5082599142815035,0.0016650901408292729,0.0009656121555816908,0.0008473613936390311,-0.00011825076194265966
a100_mu060_g000,R4,0.004858092559447712,0.00048411231405686117,-0.00437398024539085,0.0016161616161616162,0.054999366366746925,0.053383204750585306,0.18494877672918927,0.2818911265187097,0.0969423497895204,0.5106110969061621,0.664554176568964,0.15394307966280185,0.4944931652250348,0.5936824832374749,0.09918931801244008,0.0008872490339904894,0.004191727630990499,0.0033044785970000093
a150_mu010_g002,R5,0.011227255129694155,0.13773533424283765,0.1265080791131435,0.0012523481527864746,0.0008287292817679558,-0.00042361887101851877,0.18255954747743733,0.24709899926112122,0.0645394517836839,0.5174216027874564,0.6266848567530696,0.1092632539656132,0.4965791473223157,0.5221932209762218,0.02561407365390611,0.0013243163114280828,0.0021896305369628302,0.0008653142255347474
a150_mu060_g020,R6,0.011035207566999475,0.0011688364032082545,-0.00986637116379122,0.0018987341772151898,0.047818791946308725,0.04592005776909353,0.20372654823384917,0.2583947608061066,0.05466821257225746,0.49605885444035736,0.6730079400266011,0.17694908558624378,0.4896482694843195,0.5904353037540175,0.10078703426969804,0.0010509031668222055,0.005455324554708792,0.004404421387886586
