run,tag,regime_id,cycle,phase,n_contacts,edge_fraction,rank,beta1_birth_density,loop_force_share_partial,giant_component_fraction,added_force_fraction
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,20,hot,7803,0.02,157,0.5031847133757962,0.1014780740737451,0.0076158239898455,0.2024052907696852
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,20,hot,7803,0.05,391,0.5038363171355499,0.1807110563900167,0.0255976306325364,0.3598748614795218
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,20,hot,7803,0.1,781,0.5262483994878361,0.2695832256241554,0.0594457372540723,0.5224916981860398
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,20,hot,7803,0.2,1561,0.5464445868033312,0.3716493191100041,0.092870742542839,0.7018271193534988
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,20,hot,7803,0.4,3122,0.5371556694426649,0.4649209096837219,0.1360270784852972,0.8781676059198061
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,20,hot,7803,0.8,6243,0.525388435047253,0.5232860567868131,0.2599957689866723,0.9919004988940272
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,20,hot,7803,1.0,7803,0.5363321799307958,0.5277400706122997,0.3228263169028982,1.000000000000001
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,21,cold,4958,0.01,50,0.5,0.0246263916905655,0.0015802781289506,0.0494702546726022
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,21,cold,4958,0.02,100,0.48,0.0421836715207341,0.0015802781289506,0.0877658634835367
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,21,cold,4958,0.05,248,0.4879032258064516,0.0880727371266979,0.0028445006321112,0.1805476792160617
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,21,cold,4958,0.1,496,0.4919354838709677,0.1500037746287343,0.0037926675094816,0.3056096610619062
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,21,cold,4958,0.2,992,0.4909274193548387,0.2445635144035618,0.0097977243994943,0.4991291104417487
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,21,cold,4958,0.4,1984,0.4939516129032258,0.3735663492099382,0.0565739570164348,0.7588149976047038
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,21,cold,4958,0.8,3967,0.5066801109150492,0.488058274563362,0.1374841972187105,0.9802675993508688
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,21,cold,4958,1.0,4958,0.5215812827753126,0.4990266363349586,0.2828697850821745,0.9999999999999976
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,21,hot,17967,0.01,180,0.5,0.0470487919209634,0.0056677808458072,0.0942910880680599
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,21,hot,17967,0.02,360,0.5,0.0756672226760604,0.0138061328295305,0.1516503129930397
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,21,hot,17967,0.05,899,0.5050055617352615,0.1375862569582461,0.0283389042290364,0.273024619470953
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,21,hot,17967,0.1,1797,0.5169727323316639,0.2100937934821086,0.0504287167562854,0.4099774148231389
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,21,hot,17967,0.2,3594,0.5191986644407346,0.3044598176990685,0.0806568812672576,0.5908649508004612
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,21,hot,17967,0.4,7187,0.5320717962988729,0.4213091654249853,0.2884755122801918,0.8063556524005554
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,21,hot,17967,0.8,14374,0.5962849589536663,0.5354594426730748,0.7471297776485976,0.9839525093828962
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,21,hot,17967,1.0,17967,0.638448266265932,0.5480356786908281,0.8584508065688127,1.0000000000000089
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,22,cold,2240,0.01,23,0.4782608695652174,0.0302625196247924,0.001159420289855,0.0633672845854456
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,22,cold,2240,0.02,45,0.4666666666666667,0.0495805708165942,0.001159420289855,0.1060040623780014
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,22,cold,2240,0.05,112,0.4821428571428571,0.1032506667134605,0.0017391304347826,0.2144086422754303
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,22,cold,2240,0.1,224,0.4776785714285714,0.1681925385600654,0.0023188405797101,0.3509945088142362
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,22,cold,2240,0.2,448,0.4910714285714285,0.2693781253252258,0.0028985507246376,0.5510618546798344
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,22,cold,2240,0.4,896,0.4888392857142857,0.3901013147527164,0.0052173913043478,0.7984942898996055
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,22,cold,2240,0.8,1792,0.4916294642857143,0.4828606358307774,0.008695652173913,0.985385857044528
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,22,cold,2240,1.0,2240,0.4986607142857143,0.4901111731651535,0.0127536231884057,0.9999999999999992
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,22,hot,7665,0.01,77,0.4935064935064935,0.0492172930278682,0.0031638894747943,0.0997742687263482
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,22,hot,7665,0.02,154,0.5,0.0858785817772188,0.0048512971946846,0.1721726956283256
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,22,hot,7665,0.05,384,0.5052083333333334,0.1639810762679461,0.0122337059692048,0.3260491747557201
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,22,hot,7665,0.1,767,0.5097783572359843,0.2475872066253129,0.0542079730014764,0.4887423547979975
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,22,hot,7665,0.2,1533,0.5212002609262884,0.347157448130608,0.0780426070449272,0.6746854943282825
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,22,hot,7665,0.4,3066,0.5228310502283106,0.4457537206950678,0.1092596498628981,0.8622247130979548
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,22,hot,7665,0.8,6132,0.5132093933463796,0.5107592950515253,0.2214722632356043,0.9909153840557822
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,22,hot,7665,1.0,7665,0.5309849967384214,0.5159851224375479,0.2792659776418477,0.9999999999999984
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,23,cold,3866,0.01,39,0.4615384615384615,0.0236115968507513,0.0010964912280701,0.0509285896089044
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,23,cold,3866,0.02,78,0.4743589743589743,0.0442176738616929,0.0010964912280701,0.093133223268632
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,23,cold,3866,0.05,194,0.4948453608247423,0.0979483564336425,0.0014619883040935,0.1990309785422648
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,23,cold,3866,0.1,387,0.4857881136950904,0.1613121408129855,0.0018274853801169,0.3318719296897183
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,23,cold,3866,0.2,774,0.4909560723514212,0.2584907856450615,0.0036549707602339,0.5279281194135644
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,23,cold,3866,0.4,1547,0.4919198448610213,0.3817797543720994,0.0069444444444444,0.7781221826462161
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,23,cold,3866,0.8,3093,0.4966052376333656,0.4845267037240605,0.0179093567251461,0.982837229716806
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,23,cold,3866,1.0,3866,0.5036213140196586,0.4932047022860172,0.0380116959064327,0.9999999999999972
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,23,hot,18958,0.01,190,0.5,0.0506881374214447,0.0063389209747851,0.1015078324588901
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,23,hot,18958,0.02,380,0.4973684210526315,0.080887431631417,0.0105648682913086,0.1625802951611475
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,23,hot,18958,0.05,948,0.510548523206751,0.1454521245280927,0.0398647696858712,0.2865342253313632
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,23,hot,18958,0.1,1896,0.5210970464135021,0.2176095993788308,0.0605719115368361,0.4221456682267694
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,23,hot,18958,0.2,3792,0.5282172995780591,0.3134501326594166,0.1017044654176644,0.6011409622383542
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,23,hot,18958,0.4,7584,0.5392932489451476,0.4284310554969326,0.2858149035075363,0.8109953557628624
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,23,hot,18958,0.8,15167,0.6044702314234852,0.5415262158763836,0.737286941822792,0.9846195245540336
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,23,hot,18958,1.0,18958,0.6453739845975314,0.5535073643866865,0.8623749823918861,0.999999999999997
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,24,cold,2145,0.01,22,0.4545454545454545,0.0272709128201649,0.0012004801920768,0.0597930431115783
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,24,cold,2145,0.02,43,0.4883720930232558,0.0493129036086758,0.0018007202881152,0.1014807555618215
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,24,cold,2145,0.05,108,0.4814814814814814,0.0983373343668954,0.0024009603841536,0.2048547998560536
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,24,cold,2145,0.1,215,0.4837209302325581,0.1614934308428267,0.003001200480192,0.3347965134691565
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,24,cold,2145,0.2,429,0.4871794871794871,0.2552564781610716,0.0036014405762304,0.5257310643626268
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,24,cold,2145,0.4,858,0.493006993006993,0.3783905195152933,0.0048019207683073,0.772840321097321
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,24,cold,2145,0.8,1716,0.4912587412587412,0.4808524454338792,0.0168067226890756,0.9825618871907076
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,24,cold,2145,1.0,2145,0.4979020979020979,0.4892900695359979,0.0192076830732292,1.0000000000000004
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,24,hot,7187,0.01,72,0.5,0.0582253743128321,0.0043706293706293,0.1168909298326222
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,24,hot,7187,0.02,144,0.5069444444444444,0.0991810689191501,0.0089597902097902,0.1965828014284955
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,24,hot,7187,0.05,360,0.5111111111111111,0.1823679507579972,0.0196678321678321,0.3576371775568271
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,24,hot,7187,0.1,719,0.5159944367176634,0.2627877952794178,0.0437062937062937,0.5119230993592518
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,24,hot,7187,0.2,1438,0.5222531293463143,0.357387931923393,0.076048951048951,0.6915549907765022
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,24,hot,7187,0.4,2875,0.5234782608695652,0.4515184251335021,0.1158216783216783,0.8708409187675552
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,24,hot,7187,0.8,5750,0.5158260869565218,0.5126152081837212,0.2097902097902098,0.9911085881588592
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,24,hot,7187,1.0,7187,0.5260887713927925,0.517384369345064,0.2611451048951049,0.9999999999999988
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,25,cold,4736,0.01,48,0.4583333333333333,0.0214434068073245,0.0009852216748768,0.046443877619412
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,25,cold,4736,0.02,95,0.4842105263157895,0.0403340247722123,0.0009852216748768,0.0833889948714818
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,25,cold,4736,0.05,237,0.4894514767932489,0.0870126690717533,0.0019704433497536,0.1781691391921861
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,25,cold,4736,0.1,474,0.4810126582278481,0.1467406199253444,0.0029556650246305,0.3043648996966287
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,25,cold,4736,0.2,948,0.4894514767932489,0.2424658850425772,0.0049261083743842,0.4961559028098095
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,25,cold,4736,0.4,1895,0.4928759894459102,0.3689274189708595,0.0292282430213464,0.7511992588833705
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,25,cold,4736,0.8,3789,0.5019794140934284,0.4848235329461293,0.1773399014778325,0.979000332283358
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,25,cold,4736,1.0,4736,0.5149915540540541,0.4961719151652833,0.2131362889983579,1.0000000000000009
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,25,hot,17521,0.01,176,0.4943181818181818,0.0608972798352553,0.010701373825018,0.1228101349094341
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,25,hot,17521,0.02,351,0.4985754985754986,0.0904433904212574,0.0161966738973246,0.181081173353729
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,25,hot,17521,0.05,877,0.5039908779931584,0.150389089211173,0.0258857556037599,0.2987517529596081
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,25,hot,17521,0.1,1753,0.5077010838562465,0.2194283167393395,0.0464208242950108,0.4333349824705706
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,25,hot,17521,0.2,3505,0.5121255349500713,0.3112135344318394,0.081995661605206,0.6107809749230927
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,25,hot,17521,0.4,7009,0.5266086460265373,0.4226677125620957,0.2631959508315257,0.8176441647366662
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,25,hot,17521,0.8,14017,0.5860027109937932,0.5276289535204184,0.7331887201735358,0.9855166693142596
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,25,hot,17521,1.0,17521,0.6289024599052565,0.538779891753017,0.8468546637744034,0.9999999999999972
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,26,cold,2297,0.01,23,0.4782608695652174,0.0272839812981086,0.001132502831257,0.0568261973743089
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,26,cold,2297,0.02,46,0.5,0.0490658157173803,0.001132502831257,0.0987821814930919
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,26,cold,2297,0.05,115,0.4956521739130435,0.0990331180779166,0.0016987542468856,0.2008861642645348
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,26,cold,2297,0.1,230,0.4695652173913043,0.1570537132692304,0.0022650056625141,0.3314061960296035
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,26,cold,2297,0.2,460,0.4891304347826087,0.2592918337216408,0.0028312570781426,0.5318011785846422
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,26,cold,2297,0.4,919,0.4885745375408052,0.3824873809085814,0.0050962627406568,0.7829751472519754
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,26,cold,2297,0.8,1838,0.4912948857453754,0.4819384632649248,0.0135900339750849,0.9829728690899756
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,26,cold,2297,1.0,2297,0.499346974314323,0.4904141274882223,0.0249150622876557,1.0000000000000018
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,26,hot,7875,0.01,79,0.4936708860759494,0.0525343611584706,0.0020868113522537,0.1064305782745357
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,26,hot,7875,0.02,158,0.4936708860759494,0.0898868527333193,0.005008347245409,0.1820045208295563
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,26,hot,7875,0.05,394,0.5253807106598984,0.1809187525019036,0.0340150250417362,0.3495521522521255
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,26,hot,7875,0.1,788,0.5431472081218274,0.2703716489575773,0.0569699499165275,0.5104247664865759
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,26,hot,7875,0.2,1575,0.5441269841269841,0.3683801582948463,0.0809682804674457,0.689675639546182
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,26,hot,7875,0.4,3150,0.5304761904761904,0.4618659234065792,0.1214524207011686,0.8703614876844427
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,26,hot,7875,0.8,6300,0.5193650793650794,0.5235619546006676,0.2445742904841402,0.9914556556867616
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,26,hot,7875,1.0,7875,0.5332063492063492,0.5282975441515124,0.3215776293823038,0.9999999999999948
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,27,cold,4179,0.01,42,0.4761904761904761,0.0253566626764407,0.0013797861331493,0.0532249598921632
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,27,cold,4179,0.02,84,0.4761904761904761,0.0454096463928035,0.0017247326664367,0.0952283447144803
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,27,cold,4179,0.05,209,0.492822966507177,0.0957701260666901,0.0058640910658847,0.1950149349752901
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,27,cold,4179,0.1,418,0.4880382775119617,0.1579764810455907,0.0082787167988961,0.3238002851186718
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,27,cold,4179,0.2,836,0.492822966507177,0.254559426552178,0.0169023801310796,0.5183982184712045
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,27,cold,4179,0.4,1672,0.4976076555023923,0.3805963158345058,0.0386340117281821,0.7703852413225689
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,27,cold,4179,0.8,3344,0.4973086124401913,0.4852112090358804,0.0986547085201793,0.981209329201006
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,27,cold,4179,1.0,4179,0.5082555635319455,0.4951462268808475,0.1245256985167299,1.000000000000001
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,27,hot,18052,0.01,181,0.5082872928176796,0.0593381653667303,0.0075530853641157,0.1172832094929508
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,27,hot,18052,0.02,362,0.5248618784530387,0.0965573276846632,0.016531281174291,0.186226049268275
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,27,hot,18052,0.05,903,0.5348837209302325,0.1673880324559294,0.0336326065270058,0.3176730989412231
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,27,hot,18052,0.1,1806,0.5282392026578073,0.2376353122335087,0.0514464871027504,0.4526060255252342
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,27,hot,18052,0.2,3611,0.5267238991968983,0.3282373274059426,0.0994727091349579,0.6251225550612479
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,27,hot,18052,0.4,7221,0.5341365461847389,0.436899145166268,0.2496793501496366,0.826472999453911
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,27,hot,18052,0.8,14442,0.5915385680653649,0.5373197416951382,0.7350719680775261,0.986321773689911
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,27,hot,18052,1.0,18052,0.6338909816086861,0.5480465715005491,0.8530711130112584,0.9999999999999905
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,28,cold,2166,0.01,22,0.4545454545454545,0.0290327294507438,0.0011771630370806,0.0633785999268695
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,28,cold,2166,0.02,44,0.4772727272727273,0.0518199644445184,0.0011771630370806,0.1087607990136606
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,28,cold,2166,0.05,109,0.4954128440366973,0.1063665840660814,0.0017657445556209,0.2163129007968771
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,28,cold,2166,0.1,217,0.4930875576036866,0.1736482721229492,0.0023543260741612,0.3543890337566333
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,28,cold,2166,0.2,434,0.4930875576036866,0.2697932315229622,0.0029429075927015,0.5502321588745599
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,28,cold,2166,0.4,867,0.4936562860438293,0.3885863604881993,0.0041200706297822,0.7923897779402451
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,28,cold,2166,0.8,1733,0.4910559723023658,0.4818806011299076,0.011183048852266,0.9839064300545418
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,28,cold,2166,1.0,2166,0.4972299168975069,0.4898558188305004,0.0206003531489111,1.0000000000000004
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,28,hot,7766,0.01,78,0.4743589743589743,0.0507842044094523,0.0018935409215232,0.1062359587358986
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,28,hot,7766,0.02,156,0.5,0.0926652022378691,0.0046286555859457,0.1857164391948228
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,28,hot,7766,0.05,389,0.5012853470437018,0.1772152977840817,0.0319798022301704,0.353987915393482
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,28,hot,7766,0.1,777,0.5353925353925354,0.2808827271604296,0.0631180307174416,0.5367602665240387
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,28,hot,7766,0.2,1554,0.5540540540540541,0.3910175215042569,0.0906795707973911,0.7267715965006095
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,28,hot,7766,0.4,3107,0.5429674927582877,0.4788575987636906,0.1296023564064801,0.8915542025782489
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,28,hot,7766,0.8,6213,0.5229357798165137,0.5298441779123833,0.2396381232905533,0.99283186655558
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,28,hot,7766,1.0,7766,0.5346381663662116,0.5337706947721182,0.303808121186619,0.9999999999999996
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,29,cold,4824,0.01,49,0.4897959183673469,0.0244491413975761,0.0026075619295958,0.0499686113122689
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,29,cold,4824,0.02,97,0.4845360824742268,0.04251364149595,0.0029335071707953,0.0876322227380265
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,29,cold,4824,0.05,242,0.4876033057851239,0.0884071833122971,0.0029335071707953,0.1814589182788908
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,29,cold,4824,0.1,483,0.494824016563147,0.1522096727080631,0.0081486310299869,0.3088997242537685
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,29,cold,4824,0.2,965,0.4880829015544041,0.2471659144795298,0.0159713168187744,0.506040994306534
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,29,cold,4824,0.4,1930,0.5005181347150259,0.3808219504244562,0.0586701434159061,0.7663276031351282
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,29,cold,4824,0.8,3860,0.5106217616580311,0.4932123803920086,0.1936114732724902,0.9823711017096154
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,29,cold,4824,1.0,4824,0.5217661691542289,0.5028027182494214,0.2640156453715775,0.999999999999999
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,29,hot,17130,0.01,172,0.5,0.0566084193268155,0.0061117578579743,0.1133497873556974
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,29,hot,17130,0.02,343,0.5043731778425656,0.0912345687132992,0.0160069848661234,0.1813773644369605
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,29,hot,17130,0.05,857,0.5239206534422404,0.1643910098537778,0.0317229336437718,0.3171967466993202
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,29,hot,17130,0.1,1713,0.5318155283129014,0.2396609298606999,0.0520954598370197,0.4560766594749939
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,29,hot,17130,0.2,3426,0.524810274372446,0.3298479249167691,0.0878928987194412,0.6299083227280657
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,29,hot,17130,0.4,6852,0.5326911850554582,0.437072626648002,0.2492724097788125,0.8294093471437886
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,29,hot,17130,0.8,13704,0.5861792177466433,0.5347937737847602,0.6967403958090803,0.9866991453051132
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,29,hot,17130,1.0,17130,0.6247518972562756,0.5447634906442314,0.8361466821885913,1.000000000000004
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,30,cold,2127,0.01,22,0.4545454545454545,0.0249038802075302,0.0017846519928613,0.0545225686600326
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,30,cold,2127,0.02,43,0.4651162790697674,0.0434952820925188,0.0017846519928613,0.0936084212077926
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,30,cold,2127,0.05,107,0.4766355140186916,0.094394157092854,0.0017846519928613,0.1985568442097436
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,30,cold,2127,0.1,213,0.4929577464788732,0.1639817316090207,0.0017846519928613,0.3354554950226506
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,30,cold,2127,0.2,426,0.4788732394366197,0.255684620857528,0.0029744199881023,0.5320119320505832
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,30,cold,2127,0.4,851,0.4900117508813161,0.3797539688482402,0.0041641879833432,0.7781531196037895
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,30,cold,2127,0.8,1702,0.4870740305522914,0.4793863649963117,0.0089232599643069,0.9817844615134208
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,30,cold,2127,1.0,2127,0.4960037611659614,0.4887176358163726,0.0089232599643069,1.000000000000003
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,30,hot,7584,0.01,76,0.4868421052631579,0.0604034576029098,0.0027322404371584,0.1236281684534948
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,30,hot,7584,0.02,152,0.506578947368421,0.1038140671556093,0.0081967213114754,0.2061943421378874
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,30,hot,7584,0.05,380,0.5052631578947369,0.1819509383991069,0.0285834384195039,0.361396657209999
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,30,hot,7584,0.1,759,0.5230566534914362,0.2640340445300277,0.0474989491382934,0.5135136655522645
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,30,hot,7584,0.2,1517,0.5293342122610415,0.3597548577236266,0.0771332492643968,0.6922982638853933
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,30,hot,7584,0.4,3034,0.527686222808174,0.4537433765097901,0.1090794451450189,0.8703997523057297
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,30,hot,7584,0.8,6068,0.5143375082399473,0.5146648118161878,0.212484237074401,0.9915767044952788
G2_lossy_high_expansion_mid_friction,a150_mu030_g020,G2,30,hot,7584,1.0,7584,0.5270305907172996,0.5192794010422342,0.2889869693148382,0.9999999999999984
G3_buffered_low_expansion_high_friction,a050_mu060_g020,G3,1,cold,13920,0.01,140,0.4928571428571429,0.0219287317794338,0.0007291286912139,0.0445009324336327
G3_buffered_low_expansion_high_friction,a050_mu060_g020,G3,1,cold,13920,0.02,279,0.4982078853046595,0.039508157284305,0.0009114108640174,0.0794532846308773
G3_buffered_low_expansion_high_friction,a050_mu060_g020,G3,1,cold,13920,0.05,696,0.4942528735632184,0.0821310470383672,0.0021873860736419,0.1661887347286965
