predictor,column,n,spearman_raw,p_raw,spearman_route_centered,p_route_centered
loop force share,loop_activation,150,0.937031868083026,1.686477327401687e-69,0.8911453842392996,1.174060233974462e-52
loop abundance,loop_abundance_activation,150,0.914609538201698,4.492672572083085e-60,0.8380763589492868,8.778807135596037e-41
wall conduit,wall_conduit_activation,150,-0.5209635983821503,8.239001576269588e-12,0.16732654784657097,0.040694219372791635
giant top-5 backbone,giant_force_backbone_activation,150,0.0734628205698031,0.37163583262107025,0.4343997511000489,2.791382177026433e-08
top-5 force tail,top5_tail_activation,150,-0.820258678163474,9.874724675792547e-38,-0.49011422729899107,1.942205687282369e-10
loop x wall conduit,loop_conduit_product,150,-0.6688955064669541,8.402017171277568e-21,-0.08862082759233744,0.28084513372916586
