regime_id,spectral_radius,one_step_gain,peak_transient_gain,step_at_peak_gain,peak_normalized_gain,coupling_asymmetry,antisymmetric_strength,reciprocal_coupling,nonnormality,mean_overload_number,mean_dimensionless_loop_number,r2_next_memory,r2_next_hot_excitation
R1,0.6160621175234969,0.6332879761555276,0.6332879761555276,1,1.027961236604271,-0.1432396428761939,0.07161982143809695,0.06726198863225194,0.3707084487971819,-0.4747465152879042,-0.0024563531605515,0.4793103498025557,0.7494967688644459
R3,0.9369856766109874,1.393859096418066,1.393859096418066,1,1.5515415637432834,1.0307067458589716,0.5153533729294858,-0.33279135368897167,1.0103032666864635,0.801929534630165,0.0139022262406865,0.4617008995059563,0.9285784979188446
R5,0.572434713753661,0.6926874183850321,0.6926874183850321,1,1.2365084338216306,0.3894902377533964,0.1947451188766982,0.3217383613730386,0.758719451529694,2.57207960603943,0.0364748942967329,0.3630745569951007,0.2357317678529941
R6,0.5972091714327056,0.7247604715215745,0.7247604715215745,1,1.323254153468736,0.4038484844221659,0.20192424221108296,0.0011844779602925432,0.6558868457233432,4.509021391563031,0.0600688464533404,0.0477395236441731,0.6530380507714176
R6c,0.7786655690641209,0.8869387196732684,0.8869387196732684,1,1.4572498108167729,0.3720147864796005,0.18600739323980026,0.19247888838136834,0.2900296262788743,8.303279774162874,0.1124071254332088,0.3580744349186636,0.8060611815337405
