tag,hot_mean,hot_cv,cold_cv,n
a050_mu010_g002,161.36938970252788,0.16673398204926007,0.09162134348232787,4
a100_mu030_g002,188.82323918526524,0.16701761111063207,0.49196544476947346,4
a150_mu060_g020,16546.29073812057,1.9348691596510443,0.05375338065424216,4
