regime_id,segment,n,mean_overload_cost,mean_memory_benefit,mean_memory_benefit_plot,mean_efficiency_score,pareto_fraction,mean_frontier_deficit,mean_hazard_number,mean_loop_activation,mean_imprint_efficiency,mean_overload_asinh
R1,early,10,0.024212611871064122,0.2667149515750785,0.1930125299059759,0.12586206896551724,0.2,0.3274083174052297,0.0,0.0,0.1178246842921988,-0.26178366055383057
R1,late,9,0.0,0.05407899804142053,0.052497823007644134,-0.032567049808429116,0.0,0.433248282800806,0.0,0.0,0.027537132962404398,-0.20354889294472955
R1,middle,10,0.0,0.047832361916419555,0.04665282009305634,-0.09655172413793103,0.0,0.439494918925807,0.0,0.0,0.02370090672095193,-0.23354098272622714
R3,early,10,0.3338691190570779,0.5290065435875686,0.3404585707120491,0.01379310344827588,0.1,2.4593642123290387,0.5832764827754485,0.04368284279711718,0.20842514969462114,0.31187022293145616
R3,late,9,0.40507764640671984,0.29182006360226465,0.25562210494672266,-0.09195402298850575,0.0,2.6965506923143425,0.47838104834479167,0.055106730996903545,0.12587941073458797,0.40507764640671984
R3,middle,10,0.3944027270654728,0.32052841408949645,0.27780442937838123,0.0689655172413793,0.0,2.667842341827111,0.439067542531114,0.05348784455760754,0.1382093107060151,0.3940958676296272
R6,early,10,1.9472893898029149,0.22051369114214978,0.1737423990593721,-0.44827586206896547,0.1,0.4778636622884481,11.19583946773966,0.11845267104880193,0.04262268149068742,1.9472893898029149
R6,late,9,0.6642366783804148,0.45032945514735306,0.37126731466878343,0.5670498084291187,0.2222222222222222,0.05908359855675917,0.24294755782930366,0.048171530079838015,0.20497103818317644,0.6642366783804148
R6,middle,10,1.0781614182668406,0.21170976129180935,0.1864057643713495,-0.06206896551724137,0.0,0.3103537759866421,4.775630838196883,0.0704591581655931,0.07998648633106603,1.0781614182668406
