permutation,null_spearman,observed_spearman,two_sided_p
0,-0.36926806152948893,0.8002843187285849,0.0011997600479904018
1,0.29098928337099944,0.8002843187285849,0.0011997600479904018
2,-0.09654078880221623,0.8002843187285849,0.0011997600479904018
3,0.4852372967850112,0.8002843187285849,0.0011997600479904018
4,-0.2201647590581031,0.8002843187285849,0.0011997600479904018
5,0.20434497339068305,0.8002843187285849,0.0011997600479904018
6,-0.4294670846394984,0.8002843187285849,0.0011997600479904018
7,0.13410366698257636,0.8002843187285849,0.0011997600479904018
8,-0.47051104468907196,0.8002843187285849,0.0011997600479904018
9,-0.34023474520667774,0.8002843187285849,0.0011997600479904018
10,0.5041372020121017,0.8002843187285849,0.0011997600479904018
11,0.6418859808996136,0.8002843187285849,0.0011997600479904018
12,-0.43190930961580515,0.8002843187285849,0.0011997600479904018
13,0.27680979806080047,0.8002843187285849,0.0011997600479904018
14,0.4556025369978858,0.8002843187285849,0.0011997600479904018
15,0.34078151199241813,0.8002843187285849,0.0011997600479904018
16,-0.07629219217029962,0.8002843187285849,0.0011997600479904018
17,-0.3174163446817817,0.8002843187285849,0.0011997600479904018
18,-0.6899285558066632,0.8002843187285849,0.0011997600479904018
19,0.113162499088722,0.8002843187285849,0.0011997600479904018
20,-0.09861850258802944,0.8002843187285849,0.0011997600479904018
21,-0.33777429467084635,0.8002843187285849,0.0011997600479904018
22,0.37655828533935987,0.8002843187285849,0.0011997600479904018
23,0.2578916672741853,0.8002843187285849,0.0011997600479904018
24,-0.3768498942917547,0.8002843187285849,0.0011997600479904018
25,-0.11170445432674782,0.8002843187285849,0.0011997600479904018
26,0.5197200554057009,0.8002843187285849,0.0011997600479904018
27,0.49912517314281546,0.8002843187285849,0.0011997600479904018
28,0.13895166581614055,0.8002843187285849,0.0011997600479904018
29,0.05185171684770722,0.8002843187285849,0.0011997600479904018
30,0.49449588102354736,0.8002843187285849,0.0011997600479904018
31,-0.4471458773784354,0.8002843187285849,0.0011997600479904018
32,-0.016658161405555146,0.8002843187285849,0.0011997600479904018
33,-0.20363417656922062,0.8002843187285849,0.0011997600479904018
34,0.5824888824086898,0.8002843187285849,0.0011997600479904018
35,-0.3038018517168477,0.8002843187285849,0.0011997600479904018
36,-0.3047313552526062,0.8002843187285849,0.0011997600479904018
37,-0.5003827367500182,0.8002843187285849,0.0011997600479904018
38,0.3216629000510315,0.8002843187285849,0.0011997600479904018
39,0.09561128526645767,0.8002843187285849,0.0011997600479904018
40,-0.02996281985856965,0.8002843187285849,0.0011997600479904018
41,-0.5697492163009403,0.8002843187285849,0.0011997600479904018
42,-0.48747904060654657,0.8002843187285849,0.0011997600479904018
43,-0.41162426186483914,0.8002843187285849,0.0011997600479904018
44,0.19612524604505355,0.8002843187285849,0.0011997600479904018
45,0.562367864693446,0.8002843187285849,0.0011997600479904018
46,0.4478748997594226,0.8002843187285849,0.0011997600479904018
47,-0.18635634613982646,0.8002843187285849,0.0011997600479904018
48,0.09238536123058977,0.8002843187285849,0.0011997600479904018
49,0.6407742217686083,0.8002843187285849,0.0011997600479904018
50,0.4277174309251293,0.8002843187285849,0.0011997600479904018
51,-0.07951811620616753,0.8002843187285849,0.0011997600479904018
52,-0.43646569949697456,0.8002843187285849,0.0011997600479904018
53,-0.4412772472114893,0.8002843187285849,0.0011997600479904018
54,-0.4128635999125173,0.8002843187285849,0.0011997600479904018
55,0.022508566012976596,0.8002843187285849,0.0011997600479904018
56,0.5818509878253262,0.8002843187285849,0.0011997600479904018
57,-0.19710942625938613,0.8002843187285849,0.0011997600479904018
58,-0.047368229204636576,0.8002843187285849,0.0011997600479904018
59,-0.6889261500328059,0.8002843187285849,0.0011997600479904018
60,-0.20490996573594808,0.8002843187285849,0.0011997600479904018
61,-0.4129000510315667,0.8002843187285849,0.0011997600479904018
62,-0.04554567325216884,0.8002843187285849,0.0011997600479904018
63,-0.04456149303783625,0.8002843187285849,0.0011997600479904018
64,0.43828825544944217,0.8002843187285849,0.0011997600479904018
65,0.15232922650725375,0.8002843187285849,0.0011997600479904018
