run,tag,regime_id,folder,cycle,phase,contacts_true_force,force_sum,force_mean,force_p99,bottom_top_percolation_edge_fraction_true_force,bottom_side_percolation_edge_fraction_true_force,giant_fraction_after_top1_edges,giant_fraction_after_top5_edges_true_force,giant_fraction_after_top10_edges_true_force,force_share_top1_edges,force_share_top5_edges,force_share_top10_edges,force_h1_births,force_h1_birth_fraction,force_h1_birth_force_share,contacts_geometry,Z_geom,mean_positive_overlap_m,overlap_p90_m,overlap_p99_m,orientation_entropy,bottom_top_percolation_edge_fraction_geometry,bottom_side_percolation_edge_fraction_geometry,giant_fraction_after_top5_edges_geometry,giant_fraction_after_top10_edges_geometry,cycle_births_during_overlap_filtration,cycle_birth_count,cycle_birth_positive_count,cycle_birth_overlap_median,cycle_birth_overlap_p90,cycle_birth_positive_fraction,force_proxy_q99_q50,force_proxy_gini,net_force_p99_N
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,20,hot,22572.0,1.567078919309201,6.942578944307997e-05,0.0006179546432402795,0.3617756512493355,0.00031011873117136273,0.007238883143743537,0.04588934850051706,0.1062564632885212,0.13584840807927084,0.3408410271790745,0.4795201623396934,15256.0,0.6758816232500443,0.589417441186051,26395.0,5.221046385125112,1.230374467180143e-07,1.6329564335552938e-07,4.4734936893716633e-07,0.9294220593366171,0.4102670960409168,0.0003788596325061,0.0932647611512214,0.1652655523687073,16411.0,16411.0,3786.0,0.0,7.540609754251755e-08,0.2306989214551215,15.134320812338656,0.6157490800670147,0.0002217826431618
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,21,cold,21749.0,6.497140758886955,0.0002987328501948115,0.0010273422771690688,0.5275644857234816,0.0005977286312014345,0.0007968127490039841,0.0038247011952191236,0.008127490039840637,0.04011986797165708,0.15239878462868447,0.2637798018246652,15652.0,0.7196652719665272,0.6299649835157286,18171.0,3.594303234101474,3.4898554124260673e-07,5.341551563844363e-07,7.949046739558547e-07,0.9443353483357144,0.895437785482362,0.0009355566562104,0.0034615765008406,0.0356047868657897,9429.0,9429.0,4951.0,4.5252594570643553e-08,3.625151351179575e-07,0.5250821932336409,4.025110301163367,0.4119558854220648,0.0007477080906562
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,21,hot,21907.0,1.4888994469475874,6.796455228683012e-05,0.0006223667456171464,0.7792029944766513,0.0006847126489250012,0.006780545051506063,0.0470726300691094,0.0971443473725388,0.13878944539134488,0.35360637989913163,0.49018299359661566,14688.0,0.6704706258273612,0.5867663376757942,26363.0,5.21471664523786,1.208065562226578e-07,1.6273564660308767e-07,4.20475692969915e-07,0.9291044959632186,0.5197056480673672,0.0001896597504077,0.091187815250717,0.1626940955395114,16387.0,16387.0,3805.0,0.0,7.51047094561547e-08,0.2321962531274791,14.205918125590989,0.600601110401529,0.0002183854819746
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,22,cold,21642.0,6.419264006627907,0.0002966114040582158,0.0009985776544576572,0.45984659458460403,0.0003234451529433509,0.0008029548739360848,0.005460093142765377,0.010920186285530754,0.03909065113763567,0.15337827447052962,0.26536633751236893,15601.0,0.7208668330098882,0.6299959169969548,18297.0,3.6192265849075262,3.419618998816712e-07,5.216059674027171e-07,7.896268369429325e-07,0.9437767295420234,0.9465486145269716,0.0009837678307919,0.0030659677578874,0.0246266442488378,9564.0,9564.0,4840.0,1.1051821681667788e-08,3.543240551899096e-07,0.506064408197407,4.137509626173064,0.41834439823928,0.0007013599687207
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,22,hot,22348.0,1.5402734641900129,6.892220620145037e-05,0.0005704445784933559,0.5604975836763916,0.0009844281367460176,0.004671078240560529,0.05436616063319061,0.09887115609186455,0.12385269158980998,0.3329721330243084,0.47767598171319514,15050.0,0.6734383390012529,0.5890116692631406,26432.0,5.228365146869746,1.1999910315675728e-07,1.587781599811508e-07,4.162855877840137e-07,0.931018808463172,0.3743190072639225,0.0001134987893462,0.0885174562357828,0.1629908020967263,16458.0,16458.0,3574.0,0.0,7.023157610136856e-08,0.2171588285332361,13.524938130834585,0.5934058109735756,0.0002074085257461
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,23,cold,21936.0,6.568295134793015,0.00029942993867583035,0.0010352922078210348,0.18544857768052517,0.00018234865061998541,0.0011166055192215665,0.0020736959642686232,0.005742542670282342,0.04052614516492639,0.15394560295048343,0.2656197777323729,15850.0,0.7225565280816922,0.6313888496024449,18078.0,3.575907427554149,3.458841248855419e-07,5.296395665689568e-07,7.90564923505512e-07,0.9439359582237103,0.9254342294501604,0.0026551609691337,0.0059341311442982,0.0542972999703293,9391.0,9391.0,4865.0,3.25757734036345e-08,3.617541911343954e-07,0.5180491960387605,3.9736737266605777,0.4137296027328525,0.0007140136373469
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,23,hot,21386.0,1.4116472583768176,6.600800796674542e-05,0.0005680363601992249,0.7630692976713738,0.0003273169363134761,0.009001853322742918,0.055334921895684404,0.0976965845909452,0.131465557484962,0.34018104921318676,0.48090273732597405,14288.0,0.6681006265781352,0.5828251755640363,26365.0,5.215112253980813,1.1850114961819777e-07,1.580851757025313e-07,4.183362755319325e-07,0.9301672051770962,0.500891333206903,0.000227574435805,0.0888141627929977,0.1653644545544456,16392.0,16392.0,3670.0,0.0,6.922595396142463e-08,0.2238897022938018,15.376237933097997,0.6106137131798224,0.0002320396604601
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,24,cold,21907.0,6.5783628142801795,0.0003002858818770338,0.0010171485260414691,0.3023234582553522,4.564750992833341e-05,0.0009499683343888537,0.0031665611146295125,0.008866371120962635,0.039310721121389634,0.15071307947062598,0.2623707551708469,15784.0,0.7205002967088145,0.6306763788729959,18227.0,3.605380278904163,3.502080514240674e-07,5.363657656092763e-07,7.973778371082881e-07,0.9443693085642664,0.9292807373676414,0.0015910462500685,0.0029670655721491,0.047077440411433,9540.0,9540.0,4997.0,4.1233850886349996e-08,3.68167193025553e-07,0.5237945492662474,3.9676543969192695,0.4096824026640092,0.0007094450855054
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,24,hot,22509.0,1.4842185545426065,6.593889353336917e-05,0.000537909990134928,0.6428983961970767,0.0006664001066240171,0.0038915553249448697,0.05435205603839668,0.09962381631858866,0.11465327516622743,0.3180024203034481,0.46015066690253553,15202.0,0.6753742947265539,0.5908245770393309,26294.0,5.201068143605974,1.2149888683558334e-07,1.631127801677646e-07,4.2519033388715595e-07,0.928575368737004,0.4077356050810071,0.0004563778808853,0.0877262387498763,0.1576500840668578,16346.0,16346.0,3831.0,0.0,7.497269539707366e-08,0.2343692646519026,14.776651032322428,0.5985528440311176,0.0002159895921352
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,25,cold,22191.0,6.765764607629979,0.00030488777466675587,0.001039644199910404,0.37848677391735386,0.002117975755937092,0.0007870297497245396,0.0023610892491736186,0.008814733196914844,0.03879288338179284,0.15203799377087046,0.26336624661743185,16032.0,0.7224550493443288,0.6311961084717898,18170.0,3.5941054297299972,3.4757267023139133e-07,5.257691920164441e-07,7.789031889650339e-07,0.9449577625203424,0.9282333516785912,0.0003302146395156,0.003263772129364,0.0340223518939768,9421.0,9421.0,4890.0,3.4550404656632366e-08,3.6275266027140964e-07,0.5190531790680395,3.8840880700094056,0.4074378531989134,0.0006814980182769
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,25,hot,22088.0,1.4852935049335207,6.724436367862734e-05,0.000584835333754946,0.7525353132922854,0.0007696486780152118,0.003273108143493061,0.05446451950772453,0.09989526053940823,0.12300356429768063,0.33446176260309823,0.4733647334716681,14870.0,0.6732162260050706,0.5878537052432751,26433.0,5.228562951241223,1.248519991009761e-07,1.6832268875718178e-07,4.338952095872541e-07,0.9298338360676224,0.3570915143948852,0.0001891574925282,0.0969241420235387,0.1700128572841459,16445.0,16445.0,3965.0,0.0,7.941683460815746e-08,0.2411067193675889,14.433745487315976,0.6040188783156879,0.0002133568243206
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,26,cold,21902.0,6.728897976670309,0.00030722755806183495,0.0010134921046860478,0.24874440690347913,0.0007761848233038079,0.0014416146083613647,0.002723049815793689,0.014255966682684607,0.03971900002744856,0.1504857080024916,0.26191615550899877,15832.0,0.722856360149758,0.631735649411842,18213.0,3.602611017703491,3.497395892573019e-07,5.34859858691318e-07,7.949126332755434e-07,0.9449967351284932,0.938670180640202,0.0003843408554329,0.0036593808723172,0.0282860251211551,9417.0,9417.0,4804.0,2.0849714396815877e-08,3.639043220711891e-07,0.5101412339386217,3.991709203156388,0.4115011465721613,0.0007362522166048
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,26,hot,22358.0,1.5983822586495475,7.149039532380121e-05,0.000606973245073284,0.6592271222828517,0.00040254047768136685,0.003382333810329127,0.0539872512033303,0.10355145050084558,0.12459875653982924,0.3350552133198478,0.47302434083227113,15093.0,0.6750603810716522,0.5880807192199538,26381.0,5.218277123924438,1.2564984127202825e-07,1.722207930152705e-07,4.349541184322038e-07,0.9294790921586406,0.3413820552670482,0.0001137182062848,0.0944515873800811,0.163880921768371,16429.0,16429.0,4076.0,0.0,8.117591569246908e-08,0.2480978757075902,13.358010812209972,0.5980935997601364,0.0002596014070651
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,27,cold,22000.0,6.6779646748238735,0.0003035438488556306,0.0010154670012826987,0.12359090909090908,0.002681818181818182,0.0007945336087716511,0.0033370411568409346,0.007150802478944859,0.038748002489133244,0.15216918498691592,0.26496705290133954,15873.0,0.7215,0.6305116343960709,18135.0,3.5871822767283157,3.446913535189483e-07,5.304591698716746e-07,7.907081673035009e-07,0.9427964091104636,0.9711607389026744,0.0034188034188034,0.0028681633864108,0.04608841855405,9448.0,9448.0,4904.0,3.44242835749551e-08,3.637720260800135e-07,0.519051651143099,4.067801973187664,0.4155841307260059,0.000681949742392
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,27,hot,22435.0,1.6008240514278618,7.135386901840257e-05,0.0006202824568658427,0.7238689547581904,0.0004011589034989971,0.0030144167758846658,0.05504587155963303,0.10157273918741809,0.12401829077781763,0.33777962839782744,0.478704501663081,15215.0,0.6781814129708046,0.5926303126229142,26444.0,5.230738799327465,1.2660052483765492e-07,1.6979722070370377e-07,4.38234877210052e-07,0.929165881788703,0.4455074875207986,3.7815761609438814e-05,0.0937592720799129,0.166452378597567,16460.0,16460.0,3945.0,0.0,8.340471366128769e-08,0.2396719319562576,14.08602192264282,0.6017019314139629,0.0002266942860839
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,28,cold,21539.0,6.444780969680799,0.00029921449322999207,0.0010119562441710818,0.40252565114443567,0.00023213705371651422,0.0009685230024213075,0.0030669895076674736,0.013236481033091203,0.0390317824356466,0.15109491987654533,0.2620807258636637,15530.0,0.7210176888434932,0.6301899261841744,18043.0,3.568984274552468,3.427898400186193e-07,5.231343933492436e-07,7.812253837156677e-07,0.943713490616059,,0.0017181178296292,0.004549500543962,0.0196815349619226,9316.0,9316.0,4754.0,1.927757117218404e-08,3.5598308971082626e-07,0.5103048518677544,4.036458496455509,0.4132238210844022,0.0006801382142585
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,28,hot,22220.0,1.6040276084602179,7.218846122683249e-05,0.0006194377734528904,0.6856885688568857,0.000225022502250225,0.0022158498435870698,0.05344108446298227,0.10375391032325339,0.11198870136350988,0.32374652579123225,0.4624177033494102,14985.0,0.6743924392439244,0.590316119495819,26429.0,5.227771733755316,1.2232240291721884e-07,1.5942713253343233e-07,4.3993735341691193e-07,0.9287709740482474,0.4633168110787393,0.0003026977940898,0.091187815250717,0.1681337157551181,16440.0,16440.0,3698.0,0.0,7.212418145329929e-08,0.2249391727493917,14.836628390047554,0.6098600434299032,0.0002399406488376
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,29,cold,21649.0,6.582279321974189,0.00030404542112680446,0.000993914325324119,0.3843595547138436,0.0006004896300060049,0.0006444337038827131,0.0020944095376188173,0.005961011760915096,0.037631257537842765,0.14877518622552163,0.2594174984139951,15608.0,0.7209570880872096,0.6308484984637579,18299.0,3.61962219365048,3.4405475747436546e-07,5.246033815590936e-07,7.934019066109001e-07,0.943961711804542,0.946882343297448,0.0035521066724957,0.0037582830580555,0.0756601720898031,9565.0,9565.0,4929.0,2.7439642529296024e-08,3.584318467668088e-07,0.5153162571876634,4.076028299774564,0.4166087371729648,0.0007542480492576
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,29,hot,21934.0,1.5292248144522087,6.97193769696457e-05,0.0006138290792213369,0.623370110330993,0.0003191392358894866,0.0026301946344029457,0.05457653866386113,0.09876380852183061,0.11964187101335792,0.3326188476439884,0.47241578354478436,14736.0,0.6718336828667821,0.5880145289175811,26291.0,5.2004747304915435,1.2436702759717205e-07,1.6755094586437018e-07,4.4867586820691444e-07,0.9283762635257532,0.4334182800197786,0.0007987524247841,0.0916823261794085,0.1640787261398477,16359.0,16359.0,3912.0,0.0,7.939208568623526e-08,0.2391344214194021,14.557175308832662,0.6035214314480813,0.0002357079620929
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,30,cold,21902.0,6.605882281210596,0.0003016109159533648,0.0010193142635371865,0.4013788695096338,0.002693817916172039,0.0012767315671879987,0.003032237472071497,0.01053303542930099,0.038288634938770154,0.151618020154821,0.26429353461430355,15844.0,0.723404255319149,0.6317364431344094,18059.0,3.5721491444960933,3.432355106573378e-07,5.212581172810062e-07,7.80855014913687e-07,0.9421890019395708,0.943906085608284,0.0023257101722133,0.003263772129364,0.0367916130946493,9344.0,9344.0,4700.0,5.403785718915456e-09,3.580833085690918e-07,0.5029965753424658,4.002885240632192,0.4133670129904632,0.0006758019698461
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,30,hot,22435.0,1.5864872905124137,7.071483354189497e-05,0.000620187084697895,0.6927568531312681,0.00022286605749944285,0.007650414937759336,0.0566649377593361,0.10360477178423237,0.12102954474605122,0.3319574221795379,0.47606064365863626,15150.0,0.6752841542233118,0.590256278465154,26461.0,5.234101473642568,1.300132281271034e-07,1.760956097030496e-07,4.761962306076235e-07,0.9289249732394848,0.4150258871546805,0.00083141226711,0.0928691524082682,0.1694194441697161,16493.0,16493.0,4088.0,0.0,8.501606306465289e-08,0.2478627296428788,14.686354182105903,0.6069306349707065,0.000233308595253
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,1,cold,18659.0,9.576353272859151,0.0005132297161079989,0.0018405155352817914,0.29438876681494186,0.019186451578326814,0.0009813542688910696,0.002780503761858031,0.009977101733725876,0.04277877049195563,0.16046882267069246,0.2745628448091701,12717.0,0.6815477785519053,0.6010644066482509,15448.0,3.0556819305706657,4.76083086612173e-07,7.491953950069641e-07,1.1654043813986935e-06,0.9503363957337476,0.9584412221646816,0.002783531848783,0.0023736524577193,0.0174067846899416,7347.0,7347.0,3464.0,0.0,4.788813307334169e-07,0.4714849598475568,4.5418551237738205,0.441570043238511,0.00102625502152
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,1,hot,12895.0,3.0182153731695074,0.00023406090524773226,0.0017034588769509567,0.8138813493602172,0.0005428460643660334,0.0004664179104477612,0.0021766169154228856,0.006063432835820896,0.10018448599405633,0.2955313278432119,0.441624689134579,7144.0,0.5540131834044203,0.5041564614605686,20156.0,3.986944911482544,2.7910533162741834e-07,3.15838732283468e-07,9.296167460062036e-07,0.922970593736118,0.2918237745584441,0.0001984520738241,0.0088022945307091,0.0480664622688161,10378.0,10378.0,727.0,0.0,0.0,0.0700520331470418,14.64125373563364,0.6128524291896598,0.0017284897376456
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,2,cold,4139.0,0.8666554462422669,0.00020938764103461388,0.0008960872261189144,,0.05387774824836917,0.0012234910277324632,0.0016313213703099511,0.0024469820554649264,0.056808992828062656,0.18962651820261833,0.31428775395392305,2158.0,0.5213819763227833,0.49665599138829014,8081.0,1.5984571259024825,2.476593757561903e-07,2.6679450025731896e-07,5.954476983100873e-07,0.9346242011448336,,0.0003712411830219,0.0008901196716447,0.0027692612006725,1793.0,1793.0,73.0,0.0,0.0,0.0407138873396542,6.578892379556515,0.5108394885455919,0.0006546727805621
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,2,hot,11171.0,1.3488994324415207,0.00012075010584920961,0.0009813392139650843,0.5729120042968401,0.008951750067138126,0.0017205781142463868,0.007398485891259464,0.02339986235375086,0.13070276183591606,0.3393454695035967,0.4824554978983982,6218.0,0.5566198191746486,0.5108798695012972,21651.0,4.282662446840075,1.8139994770987758e-07,1.716674617633588e-07,5.925879756862569e-07,0.9217230760782914,0.2380028636090711,0.0015703662648376,0.0405498961527049,0.0933636633369597,11812.0,11812.0,699.0,0.0,0.0,0.0591771080257365,18.537807680519755,0.6499552321981675,0.000769447619599
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,3,cold,4112.0,0.8630895757215941,0.00020989532483501802,0.0009063763883098713,,0.006809338521400778,0.0012043356081894822,0.002007226013649137,0.0028101164191087916,0.051370666498260935,0.18678108013508507,0.31563072056946045,2141.0,0.520671206225681,0.4976998401180221,8480.0,1.6773810701216496,2.4376193873755674e-07,2.4579641954161994e-07,5.999680244523859e-07,0.9393888408834346,,0.004127358490566,0.0014835327860745,0.0030659677578874,1749.0,1749.0,53.0,0.0,0.0,0.0303030303030303,6.49181501564671,0.5169561489577144,0.0006389736775
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,3,hot,24366.0,8.134507727918031,0.0003338466604251018,0.002389249122864916,0.2874907658212263,0.00036936715094804237,0.0028162115832006855,0.0486102608056814,0.10395494061466878,0.09218253216134183,0.2826123649997547,0.4264675860710719,16475.0,0.6761470902076664,0.5845084482164442,22746.0,4.499258233606962,3.848154938317248e-07,5.893134831479185e-07,1.4693193378588715e-06,0.9329670385146184,0.2906005451507957,0.0002198188692517,0.0831767382059143,0.1522104638512511,12886.0,12886.0,4314.0,0.0,3.058189662218016e-07,0.3347819338817321,13.505269220176396,0.5908427627069512,0.0012950392012624
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,4,cold,3778.0,0.7530361691355292,0.00019932137880771021,0.0008644623918522115,,0.010322922181048173,0.0008312551953449709,0.0016625103906899418,0.0033250207813798837,0.05792396524094177,0.19930543397537206,0.32644294226311,1928.0,0.5103229221810481,0.4938730313893163,7664.0,1.5159727029967365,2.433996296040192e-07,2.450427135029581e-07,5.830195251161513e-07,0.9328326695418746,,0.0016962421711899,0.0008901196716447,0.0018791415290277,1636.0,1636.0,41.0,0.0,0.0,0.0250611246943765,6.566897751163304,0.5131158333315586,0.0006435783454791
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,4,hot,15437.0,2.4720695838336173,0.0001601392488069973,0.0012106671663055383,0.9316577055127292,0.0019433827816285549,0.0027961736571008094,0.019426048565121413,0.059602649006622516,0.11198452692217449,0.3146601702708514,0.46274353117674,9247.0,0.5990153527239749,0.5365772746819287,22626.0,4.47552170902977,2.598115242274642e-07,3.457893264132697e-07,9.38810927865897e-07,0.9301581368276172,0.3576858481393087,4.419694157164324e-05,0.0700227475027198,0.1361883097616457,12731.0,12731.0,2422.0,0.0,1.2048714473139252e-07,0.1902442856020736,15.679033543773595,0.6129846739802896,0.0008354524425124
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,5,cold,4584.0,0.9455030396443624,0.00020626157060304592,0.0009330975454836434,,0.007635253054101222,0.00145985401459854,0.00291970802919708,0.0040145985401459855,0.054045840980054966,0.19497455105032618,0.3256603612283148,2390.0,0.5213787085514834,0.4968436371740422,8981.0,1.7764810602314312,2.519832805690059e-07,2.627745738525457e-07,6.026449714718289e-07,0.9410560622844234,0.9312994098652712,0.0071261552165683,0.0010879240431213,0.0026703590149342,1878.0,1878.0,86.0,0.0,0.0,0.0457933972310969,5.888651074035353,0.5033748469922362,0.0006621356902871
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,5,hot,25026.0,9.69110835830171,0.00038724160306488094,0.002494857899303242,0.3339327099816191,0.00043954287540957405,0.0030773018217626785,0.05157557853274249,0.10622845888724766,0.08446727953756836,0.26612292749862304,0.40820570480895507,17147.0,0.6851674258770878,0.5943490445805563,22358.0,4.422510137474038,3.973527700968628e-07,6.107646332640607e-07,1.4423578635870551e-06,0.9343586651764496,0.4159137668843367,0.0002236335987118,0.0756601720898031,0.1435070715062802,12614.0,12614.0,4452.0,0.0,3.289964065166528e-07,0.3529411764705882,11.84496693610654,0.5753868952902386,0.0013426735957997
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,6,cold,4495.0,0.9727090338531722,0.00021639800530660116,0.0008911246935518963,,0.04382647385984427,0.001177856301531213,0.0015704750687082843,0.002355712603062426,0.05205576149924772,0.18643213538092346,0.3137096656898809,2375.0,0.5283648498331479,0.49956774828263384,7769.0,1.5367421620017805,2.5683017227369984e-07,2.903220770860207e-07,6.120564839503202e-07,0.9302538433603932,,0.0027030505856609,0.0012857284145979,0.0021758480862427,1883.0,1883.0,96.0,0.0,0.0,0.0509824747742963,5.765794178197627,0.5050423306584247,0.0006382899601821
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,6,hot,11023.0,1.203594797275298,0.0001091894037263266,0.0008417935185914036,,0.006168919531887871,0.0015426808364758314,0.008056222146040452,0.03171066163866987,0.10818961451192262,0.3142748147596909,0.4666698575950506,6102.0,0.5535698085820557,0.5101719147146285,22092.0,4.36989417466126,1.880869104285305e-07,1.811730520512139e-07,6.083770058849132e-07,0.9263785419347156,0.2698714466775303,0.0003621220351258,0.0522203540698249,0.1018692513104539,12254.0,12254.0,759.0,0.0,0.0,0.0619389587073608,17.425668698431746,0.6337529813495733,0.0006710466693013
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,7,cold,4773.0,0.9992656998130836,0.0002093579928374363,0.0008738431507515996,,0.042949926670856904,0.0010578279266572638,0.0014104372355430183,0.0021156558533145277,0.049958836551627334,0.1864020197108914,0.3161618977348005,2475.0,0.518541797611565,0.4949766749406332,9649.0,1.9086143803778064,2.614478054172659e-07,2.737307278362531e-07,6.417013897671179e-07,0.9440951121949636,,0.0039382319411337,0.0018791415290277,0.0048462071011769,2189.0,2189.0,107.0,0.0,0.0,0.0488807674737322,6.235068678144862,0.5145729877042818,0.0007065351699036
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,7,hot,23977.0,8.865666992306618,0.00036975714194046873,0.002473667804337442,0.4239062434833382,0.001793385327605622,0.004775069112842423,0.036943955767780846,0.09638100025131943,0.08265646393530689,0.26707807783404386,0.4071869697778849,16307.0,0.6801101055177878,0.5887435637276373,22040.0,4.359608347344476,3.939433792598151e-07,6.045096391710468e-07,1.483717991570548e-06,0.93388385874871,0.2577586206896551,4.537205081669691e-05,0.0685392147166452,0.1302541786173474,12391.0,12391.0,4443.0,0.0,3.167251268266277e-07,0.3585667016382858,13.22186701951389,0.5786220531822068,0.0015865690955834
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,8,cold,5392.0,1.2168823777413116,0.0002256829335573649,0.0009365680741549704,,0.030229970326409495,0.0010861694424330196,0.002172338884866039,0.0032585083272990588,0.047396368995690746,0.18139025226368485,0.30417043879937805,2956.0,0.548219584569733,0.5060853291431631,8052.0,1.5927207991296608,2.6318918698104613e-07,3.2944016220494605e-07,6.365345288680818e-07,0.9318239655405772,,0.0026080476900149,0.0021758480862427,0.0076154683018494,2285.0,2285.0,216.0,0.0,0.0,0.0945295404814004,5.647534726333214,0.4870851425419705,0.0006898154898206
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,8,hot,10570.0,1.1708936057371444,0.00011077517556642804,0.0008424305278061769,,0.005014191106906339,0.003898635477582846,0.01063264221158958,0.03437887648413964,0.10502770025146035,0.3037780678997312,0.452013844588212,5856.0,0.5540208136234627,0.5099665840147988,21761.0,4.304420927702502,1.6384191446708965e-07,1.4335219131232993e-07,4.942274428587031e-07,0.9221714048893812,0.315886218464225,0.0012867055741923,0.0363960043516961,0.0809019879339333,11968.0,11968.0,449.0,0.0,0.0,0.0375167112299465,13.631431912464391,0.618039924986817,0.0005428049158694
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,9,cold,4728.0,0.9750331505314944,0.00020622528564540914,0.0009057579182122012,,0.013747884940778343,0.0013942140118508191,0.0020913210177762286,0.0020913210177762286,0.053591426847898485,0.19537131085909584,0.32480657954782044,2459.0,0.5200930626057529,0.49705277912600343,9827.0,1.943823558500643,2.676402687305689e-07,3.0750443287576314e-07,6.389904242880529e-07,0.9423357423170142,0.924391981276076,0.000610562735321,0.0015824349718128,0.0044505983582237,2378.0,2378.0,172.0,0.0,0.0,0.0723296888141295,6.014231840224273,0.4950279038359435,0.000685103085514
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,9,hot,23580.0,8.251901778512792,0.00034995342572149247,0.0024612584672953825,0.4534351145038168,0.0010602205258693808,0.00265352539802881,0.05281779125600202,0.1023502653525398,0.09163776537660673,0.28459331840843943,0.4276108097523376,15946.0,0.6762510602205258,0.5827216699551578,22129.0,4.377212936405894,3.636530563294147e-07,5.54567985187231e-07,1.2913575169959827e-06,0.9331331579603552,0.2745266392516607,0.0001355687107415,0.0666600731876174,0.1300563742458708,12479.0,12479.0,4134.0,0.0,2.810621388065795e-07,0.3312765445949194,12.430045124140136,0.5784513161414621,0.0015227239107854
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,10,cold,5191.0,1.1943954713776033,0.0002300896689226745,0.0009656121555816908,,0.0032748988634174535,0.0010964912280701754,0.001827485380116959,0.0029239766081871343,0.050991397163655985,0.18383538192989385,0.3082715331702856,2831.0,0.5453669813138123,0.5065948241406742,8017.0,1.5857976461279797,2.6189746536560234e-07,3.295049582862937e-07,6.438386390103957e-07,0.929486568774498,,0.0113508793813147,0.0006923153001681,0.0026703590149342,2269.0,2269.0,214.0,0.0,0.0,0.0943146760687527,5.614889426745516,0.4906911069626363,0.0007137754757173
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,10,hot,10554.0,1.1406678497674876,0.00010807919743864767,0.0008473613936390311,,0.0010422588592003033,0.002107481559536354,0.012996136283807516,0.027221636810677907,0.1043959092640872,0.31597593774039473,0.46575685856951826,5781.0,0.5477544059124503,0.5082599142815035,21791.0,4.310355058846801,1.735944124190745e-07,1.5579401284890673e-07,5.304705156997673e-07,0.922046134897748,0.442200908632004,0.000504795557799,0.0408466027099198,0.0958362179804173,12009.0,12009.0,599.0,0.0,0.0,0.0498792572237488,16.429250004220457,0.6266809089406569,0.0005985394506329
