tag,label,phase,force_over_mean,ccdf
a050_mu010_g002,memory-rich,cold,1.561909473641295,0.19844604316546754
a050_mu010_g002,memory-rich,cold,1.5722103986690288,0.19485611510791367
a050_mu010_g002,memory-rich,cold,1.582008729207481,0.1912661870503597
a050_mu010_g002,memory-rich,cold,1.5925228221806171,0.18767625899280582
a050_mu010_g002,memory-rich,cold,1.6075688351948219,0.18408633093525184
a050_mu010_g002,memory-rich,cold,1.6214189156999905,0.18049640287769786
a050_mu010_g002,memory-rich,cold,1.6334007990506905,0.17690647482014388
a050_mu010_g002,memory-rich,cold,1.645426847251468,0.1733165467625899
a050_mu010_g002,memory-rich,cold,1.6602563012430205,0.16972661870503591
a050_mu010_g002,memory-rich,cold,1.6756425978953917,0.16613669064748193
a050_mu010_g002,memory-rich,cold,1.6941526659312398,0.16254676258992806
a050_mu010_g002,memory-rich,cold,1.7106323790232034,0.15895683453237408
a050_mu010_g002,memory-rich,cold,1.7239260688573723,0.1553669064748202
a050_mu010_g002,memory-rich,cold,1.7391202827566703,0.15177697841726623
a050_mu010_g002,memory-rich,cold,1.7577666198461943,0.14818705035971225
a050_mu010_g002,memory-rich,cold,1.777900820621287,0.14459712230215827
a050_mu010_g002,memory-rich,cold,1.794166325013355,0.14100719424460428
a050_mu010_g002,memory-rich,cold,1.8106186048634718,0.1374172661870503
a050_mu010_g002,memory-rich,cold,1.8276454562423503,0.13382733812949632
a050_mu010_g002,memory-rich,cold,1.845582191674674,0.13023741007194245
a050_mu010_g002,memory-rich,cold,1.8640835528196558,0.12664748201438847
a050_mu010_g002,memory-rich,cold,1.8795762852808755,0.1230575539568346
a050_mu010_g002,memory-rich,cold,1.9039327289016623,0.11946762589928062
a050_mu010_g002,memory-rich,cold,1.9248848186115128,0.11587769784172663
a050_mu010_g002,memory-rich,cold,1.9480506554108508,0.11228776978417265
a050_mu010_g002,memory-rich,cold,1.966789023568679,0.10869784172661867
a050_mu010_g002,memory-rich,cold,1.9873570171627766,0.10510791366906469
a050_mu010_g002,memory-rich,cold,2.0100781209276004,0.10151798561151071
a050_mu010_g002,memory-rich,cold,2.0284264996378294,0.09792805755395684
a050_mu010_g002,memory-rich,cold,2.0510647563961166,0.09433812949640286
a050_mu010_g002,memory-rich,cold,2.075668289209237,0.09074820143884899
a050_mu010_g002,memory-rich,cold,2.11032841684831,0.087158273381295
a050_mu010_g002,memory-rich,cold,2.133191880702139,0.08356834532374102
a050_mu010_g002,memory-rich,cold,2.1661069676492124,0.07997841726618704
a050_mu010_g002,memory-rich,cold,2.19582698413357,0.07638848920863306
a050_mu010_g002,memory-rich,cold,2.231626356526167,0.07279856115107908
a050_mu010_g002,memory-rich,cold,2.257696829101387,0.0692086330935251
a050_mu010_g002,memory-rich,cold,2.2911303533426453,0.06561870503597123
a050_mu010_g002,memory-rich,cold,2.3328315624463842,0.062028776978417244
a050_mu010_g002,memory-rich,cold,2.374606230005958,0.05843884892086337
a050_mu010_g002,memory-rich,cold,2.417837369444262,0.05484892086330939
a050_mu010_g002,memory-rich,cold,2.457847148564332,0.05125899280575541
a050_mu010_g002,memory-rich,cold,2.4970912627987247,0.04766906474820143
a050_mu010_g002,memory-rich,cold,2.5362203759984783,0.04407913669064745
a050_mu010_g002,memory-rich,cold,2.5966803617273846,0.040489208633093465
a050_mu010_g002,memory-rich,cold,2.639997534171,0.036899280575539484
a050_mu010_g002,memory-rich,cold,2.7013575979154543,0.03330935251798561
a050_mu010_g002,memory-rich,cold,2.752489024031278,0.02971942446043163
a050_mu010_g002,memory-rich,cold,2.8163489945521034,0.02612949640287776
a050_mu010_g002,memory-rich,cold,2.8825681462200166,0.02253956834532378
a050_mu010_g002,memory-rich,cold,3.0078874473336654,0.018949640287769798
a050_mu010_g002,memory-rich,cold,3.1403440527832904,0.015359712230215816
a050_mu010_g002,memory-rich,cold,3.270877734802075,0.011769784172661835
