packing,tag,hot_bottom_pN,cold_bottom_pN,hot_side_pN,cold_side_pN,Z_cold_N,Gini_cold_N,survival_N,work_total
insert_pack,a050_mu010_g002,134.2590336831651,959.9541166760772,3.7763642563086983,8.6349102784142,5.5954900603303335,0.4135549045610853,0.83954781088002,0.0008686213172965
random_data,a050_mu010_g002,127.9331322810828,898.0883404440968,4.234188780580523,13.556196139866977,5.596479082187717,0.4136198881198181,0.8381528106693257,0.0006258572606934
insert_pack,a100_mu030_g002,84.54844196401513,372.43742476962206,12.588219344775354,6.72900520416363,3.780437147660963,0.4906911069626363,0.5646484439868478,0.0012689929553779
random_data,a100_mu030_g002,229.84036912051565,709.5979734197434,106.8580630610238,18.943034991772024,4.954603896746118,0.4568917897929077,0.7486068314429948,0.0016979082064781
insert_pack,a150_mu060_g020,1241.4629212716875,160.8475725269276,269.7659914017401,0.6996066536404381,3.575511818811196,0.517320063428158,0.5303473237279878,0.0052099511187638
random_data,a150_mu060_g020,64568.393463811015,182.49194544378705,4999.687222537037,2.9427485284337034,5.693403224211255,0.531424639538349,0.9000409281239178,0.0008778754667517
