run,cycle,phase,contacts,Z_geom,mean_positive_overlap_m,overlap_p90_m,overlap_p99_m,orientation_entropy,bottom_top_percolation_edge_fraction,bottom_side_percolation_edge_fraction,giant_fraction_after_top5_edges,giant_fraction_after_top10_edges,cycle_births_during_overlap_filtration,cycle_birth_count,cycle_birth_positive_count,cycle_birth_overlap_median,cycle_birth_overlap_p90,cycle_birth_positive_fraction,force_proxy_q99_q50,force_proxy_gini,net_force_p99_N
R1_low_expansion_low_friction,18,hot,26213.0,5.185045989516368,1.2134348716402115e-07,1.548709766661764e-07,4.520302649005821e-07,0.930514963003862,0.43688246290008775,0.0004959371304314653,0.08871526060725941,0.15923251903867075,16265.0,16265.0,3445.0,0.0,6.626894864330234e-08,0.211804488164771,15.981602690328772,0.6199473344956803,0.0002417600109929
R1_low_expansion_low_friction,19,cold,18299.0,3.6196221936504798,3.4589725927537904e-07,5.289595838957502e-07,8.005311431135736e-07,0.9456735214306095,0.9543690912071698,0.004317175801956391,0.0028681633864108395,0.033330036593808725,9601.0,9601.0,5019.0,3.9598044294713794e-08,3.645237264847997e-07,0.5227580460368711,4.121763251373516,0.4143350341708463,0.0006786346361547
R1_low_expansion_low_friction,19,hot,26330.0,5.208189100979132,1.213481143330556e-07,1.6011865859400063e-07,4.447055144231237e-07,0.9310088660129886,0.4059627800987467,0.0003418154196733764,0.09148452180793196,0.1621006824250816,16360.0,16360.0,3578.0,0.0,6.735633895555741e-08,0.2187041564792176,16.633392196429828,0.6206585100378175,0.0002578788621533
R1_low_expansion_low_friction,20,cold,18113.0,3.5828305805558305,3.4754198963945563e-07,5.298716019409498e-07,7.942435148080436e-07,0.9442408607591356,0.9274554187600066,0.002760448296803401,0.0035604786865789735,0.02423103550588468,9408.0,9408.0,4948.0,4.303185931534264e-08,3.6424958730837964e-07,0.5259353741496599,4.033213557732923,0.4131135623357995,0.0007010008805433
R1_low_expansion_low_friction,20,hot,26395.0,5.221046385125112,1.230374467180143e-07,1.6329564335552938e-07,4.4734936893716633e-07,0.9294220593366173,0.4102670960409168,0.00037885963250615644,0.09326476115122144,0.16526555236870735,16411.0,16411.0,3786.0,0.0,7.540609754251755e-08,0.23069892145512155,15.134320812338656,0.6157490800670147,0.0002217826431618
R1_low_expansion_low_friction,21,cold,18171.0,3.594303234101474,3.4898554124260673e-07,5.341551563844363e-07,7.949046739558547e-07,0.9443353483357144,0.895437785482362,0.0009355566562104452,0.0034615765008406685,0.03560478686578973,9429.0,9429.0,4951.0,4.5252594570643553e-08,3.625151351179575e-07,0.5250821932336409,4.025110301163367,0.4119558854220648,0.0007477080906562
R1_low_expansion_low_friction,21,hot,26363.0,5.21471664523786,1.208065562226578e-07,1.6273564660308764e-07,4.2047569296991494e-07,0.9291044959632186,0.5197056480673672,0.00018965975040776846,0.09118781525071704,0.16269409553951142,16387.0,16387.0,3805.0,0.0,7.51047094561547e-08,0.2321962531274791,14.205918125590989,0.600601110401529,0.0002183854819746
R1_low_expansion_low_friction,22,cold,18297.0,3.6192265849075262,3.419618998816712e-07,5.216059674027171e-07,7.896268369429325e-07,0.9437767295420234,0.9465486145269716,0.000983767830791933,0.003065967757887449,0.024626644248837898,9564.0,9564.0,4840.0,1.1051821681667788e-08,3.5432405518990956e-07,0.506064408197407,4.137509626173064,0.41834439823928,0.0007013599687207
R1_low_expansion_low_friction,22,hot,26432.0,5.228365146869746,1.1999910315675726e-07,1.587781599811508e-07,4.162855877840137e-07,0.9310188084631721,0.37431900726392253,0.00011349878934624698,0.0885174562357828,0.16299080209672634,16458.0,16458.0,3574.0,0.0,7.023157610136855e-08,0.21715882853323612,13.524938130834585,0.5934058109735756,0.0002074085257461
R1_low_expansion_low_friction,23,cold,18078.0,3.575907427554149,3.4588412488554187e-07,5.296395665689568e-07,7.90564923505512e-07,0.9439359582237103,0.9254342294501604,0.002655160969133754,0.005934131144298289,0.054297299970329345,9391.0,9391.0,4865.0,3.25757734036345e-08,3.6175419113439536e-07,0.5180491960387605,3.9736737266605777,0.4137296027328525,0.0007140136373469
