run,regime_id,cycle,Z_geom_cold,Z_geom_hot,cycle_birth_positive_fraction_cold,cycle_birth_positive_fraction_hot,force_h1_birth_force_share_cold,force_h1_birth_force_share_hot,force_p99_cold,force_p99_hot,force_proxy_gini_cold,force_proxy_gini_hot,force_share_top5_edges_cold,force_share_top5_edges_hot,net_force_p99_N_cold,net_force_p99_N_hot,orientation_entropy_cold,orientation_entropy_hot,Z_geom_inhale_delta,force_p99_inhale_delta,force_h1_birth_force_share_inhale_delta,force_share_top5_edges_inhale_delta,cycle_birth_positive_fraction_inhale_delta,orientation_entropy_inhale_delta,force_proxy_gini_inhale_delta,net_force_p99_N_inhale_delta,Z_geom_next_cold_minus_current,force_p99_next_cold_minus_current,force_h1_birth_force_share_next_cold_minus_current,force_share_top5_edges_next_cold_minus_current,cycle_birth_positive_fraction_next_cold_minus_current,orientation_entropy_next_cold_minus_current,force_proxy_gini_next_cold_minus_current,net_force_p99_N_next_cold_minus_current,Z_geom_rectification_fraction,force_p99_rectification_fraction,force_h1_birth_force_share_rectification_fraction,force_share_top5_edges_rectification_fraction,cycle_birth_positive_fraction_rectification_fraction,orientation_entropy_rectification_fraction,force_proxy_gini_rectification_fraction,net_force_p99_N_rectification_fraction,tag,force_p99_cold_delta_file,force_p99_hot_delta_file,force_p99_hot_minus_cold,force_share_top5_edges_cold_delta_file,force_share_top5_edges_hot_delta_file,force_share_top5_edges_hot_minus_cold,giant_fraction_after_top5_edges_cold,giant_fraction_after_top5_edges_hot,giant_fraction_after_top5_edges_hot_minus_cold,force_h1_birth_fraction_cold,force_h1_birth_fraction_hot,force_h1_birth_fraction_hot_minus_cold,force_h1_birth_force_share_cold_delta_file,force_h1_birth_force_share_hot_delta_file,force_h1_birth_force_share_hot_minus_cold,bottom_side_percolation_edge_fraction_cold,bottom_side_percolation_edge_fraction_hot,bottom_side_percolation_edge_fraction_hot_minus_cold,cold_hot_contact_jaccard,breathing_aperture,survival_fraction_of_cold,created_fraction_of_hot,cold_cycle_jaccard,cold_cycle_persistent_fraction_of_current,cold_cycle_created_fraction_of_current,cold_cycle_broken_fraction_of_previous,next_cold_cycle_jaccard,next_cold_cycle_persistent_fraction_of_current,next_cold_cycle_created_fraction_of_current,next_cold_cycle_broken_fraction_of_previous,hot_cycle_jaccard,hot_cycle_persistent_fraction_of_current,hot_cycle_created_fraction_of_current,hot_cycle_broken_fraction_of_previous,next_hot_cycle_jaccard,next_hot_cycle_persistent_fraction_of_current,next_hot_cycle_created_fraction_of_current,next_hot_cycle_broken_fraction_of_previous
R1_low_expansion_low_friction,R1,1,3.0821877163485314,2.858470972208486,0.3734248109773173,0.0073327222731439,0.5772652476345654,0.4864989869392386,0.0015791092079688,0.0020838787433817,0.4614889171013114,0.5854417256265685,0.1720521500856151,0.2756554538484581,0.0012701194663108,0.0017973213877169,0.937793437653732,0.9254345532627968,-0.2237167441400456,0.0005047695354129,-0.09076626069532684,0.10360330376284296,-0.36609208870417337,-0.012358884390935243,0.12395280852525709,0.0005272019214061,0.7742063099594501,-0.0002756169883726999,0.061062109325797476,-0.016931316518199124,0.20034568082596138,0.010301175010827945,-0.04504099044298382,-0.00045763751863389993,3.460654288225024,-0.5460254006835429,0.6727401664159175,-0.16342448457814593,0.547254876592831,0.8335036305987253,-0.3633720847353186,-0.8680497911412867,a050_mu010_g002,0.0015791092079688,0.0020838787433817,0.0005047695354128,0.1720521500856151,0.2756554538484581,0.103603303762843,0.0030160857908847,0.001038637307852,-0.0019774484830326,0.6612051374384827,0.5014496755488057,-0.159755461889677,0.5772652476345654,0.4864989869392386,-0.0907662606953267,0.0125435121834113,0.5359657600441806,0.5234222478607693,0.3572396963123644,0.6427603036876356,0.5073161340007701,0.4529790325929001,,,,,0.4504631161098247,0.5587812884694296,0.4412187115305703,0.3008599666281607,,,,,0.377184979746743,0.443833734111989,0.556166265888011,0.2847553802505017
R1_low_expansion_low_friction,R1,2,3.8563940263079814,4.606468202947285,0.5737704918032787,0.2767388572695691,0.6383273569603629,0.5576412706859248,0.0013034922195961,0.0005987943552559,0.4164479266583276,0.5548417272225904,0.155120833567416,0.2703582165826844,0.0008124819476769,0.00075846484251,0.94809461266456,0.9376086170261864,0.7500741766393038,-0.0007046978643402,-0.08068608627443807,0.1152373830152684,-0.29703163453370957,-0.010485995638373602,0.13839380056426281,-5.40171051669001e-05,-0.3586193254870933,-0.00019433248213510004,-0.011249850026879393,-0.002672764269014888,-0.07321108253946129,-0.0008059559444755227,0.004525740303270631,-8.451337160080008e-05,-0.47811181434535416,-0.27576709352068784,-0.13942738514389932,-0.023193552292293602,-0.2464757084010398,-0.07686022121249592,0.03270190055324344,-1.5645668122182206,a050_mu010_g002,0.0013034922195961,0.0005987943552559,-0.0007046978643402,0.155120833567416,0.2703582165826844,0.1152373830152684,0.0037133819282079,0.0052930544797314,0.0015796725515235,0.7261089840275361,0.6691746159702628,-0.0569343680572732,0.6383273569603629,0.5576412706859248,-0.080686086274438,0.0025138260432378,0.0048367593712212,0.0023229333279834,0.5989834435848563,0.40101655641514367,0.8220660648338121,0.3117914805908622,0.4504631161098247,0.5587812884694296,0.4412187115305703,0.3008599666281607,0.5761159862647844,0.768534750890686,0.231465249109314,0.3029339351661879,0.377184979746743,0.443833734111989,0.556166265888011,0.2847553802505017,0.6342080087467541,0.7563360769293456,0.2436639230706543,0.2029371350051528
R1_low_expansion_low_friction,R1,3,3.497774700820888,4.854514884778953,0.5005594092638174,0.225562372188139,0.6270775069334835,0.5635984112266039,0.001109159737461,0.00045846821618,0.4209736669615982,0.5906294448692899,0.1524480692984011,0.2925271500782715,0.0007279685760761,0.0004856230267704,0.9472886567200844,0.9377294126197656,1.356740183958065,-0.000650691521281,-0.0634790957068796,0.1400790807798704,-0.27499703707567835,-0.009559244100318831,0.1696557779076917,-0.00024234554930569998,0.04767085352586298,-1.2809909762600017e-05,0.005752960851847733,-0.002466047804112914,0.026790275997741086,0.0011495897639343111,-0.005241039193407515,-1.7253006333599937e-05,0.03513631724738631,-0.01968660928252893,0.09062764344221153,-0.01760468294313425,0.09742023507791855,0.12025948409202242,-0.030892193935347305,-0.0711917603266766,a050_mu010_g002,0.001109159737461,0.00045846821618,-0.0006506915212809,0.1524480692984011,0.2925271500782715,0.1400790807798703,0.0027825011593754,0.0153374233128834,0.0125549221535079,0.7144235186035829,0.6687380709308003,-0.0456854476727826,0.6270775069334835,0.5635984112266039,-0.0634790957068796,0.0024804777216352,0.0018642638377202,-0.000616213883915,0.5618642500462364,0.4381357499537636,0.8590171351015099,0.3810610382201939,0.5761159862647844,0.768534750890686,0.231465249109314,0.3029339351661879,0.6060168688827748,0.749609462173622,0.250390537826378,0.2401741785896058,0.6342080087467541,0.7563360769293456,0.2436639230706543,0.2029371350051528,0.6956967914072655,0.8125449460647224,0.1874550539352776,0.1712981827071958
R1_low_expansion_low_friction,R1,4,3.545445554346751,4.951043418059539,0.5273496852615585,0.204694214876033,0.6328304677853313,0.5641682540628358,0.0010963498276984,0.0003377362273213,0.4157326277681907,0.5836741591010148,0.1499820214942882,0.2809508352334987,0.0007107155697425,0.0003676899917484,0.9484382464840188,0.935604424954566,1.4055978637127882,-0.0007586136003771,-0.06866221372249548,0.1309688137392105,-0.32265547038552544,-0.012833821529452782,0.16794153133282413,-0.0003430255779941,-0.017208980318465184,-6.409638989180008e-05,-0.0027907196102704424,-0.0006777471751304998,-0.010737663403634912,-0.001851714290856732,-0.0017653192419090913,-1.0779720952199998e-05,-0.012243174781865864,-0.08449148522442368,-0.04064418344431397,-0.005174874504665499,-0.03327903720575919,-0.14428393650814642,-0.010511510928169966,-0.03142541434901392,a050_mu010_g002,0.0010963498276984,0.0003377362273213,-0.0007586136003771,0.1499820214942882,0.2809508352334987,0.1309688137392105,0.0024957104975822,0.0242904290429042,0.021794718545322,0.7211499708924813,0.6586353030808056,-0.0625146678116757,0.6328304677853313,0.5641682540628358,-0.0686622137224954,0.0005821503739196,0.0043331269939526,0.003750976620033,,,,,0.6060168688827748,0.749609462173622,0.250390537826378,0.2401741785896058,0.6268310435811119,0.772495374782755,0.227504625217245,0.231254184333854,0.6956967914072655,0.8125449460647224,0.1874550539352776,0.1712981827071958,0.7345248324454373,0.8401871363421922,0.1598128636578078,0.146184578505793
R1_low_expansion_low_friction,R1,5,3.528236574028286,5.031351992879043,0.5166120218579235,0.2122836476362697,0.6300397481750608,0.5790476544170935,0.0010322534378066,0.0004160816419203,0.4139673085262816,0.5836374951876209,0.1493042743191577,0.2893182447545788,0.0006999358487903,0.0002788658862389,0.946586532193162,0.9349753364045004,1.503115418850757,-0.0006161717958862999,-0.050992093757967316,0.1400139704354211,-0.3043283742216538,-0.011611195788661655,0.16967018666133926,-0.0004210699625514,0.04865987538324612,2.4887729805100163e-05,0.0015689519502818383,0.0017510976314904225,0.021285288655523926,0.0009371964054170068,-0.006916315966053188,9.076090537899991e-06,0.03237268061584906,0.04039089411567568,0.03076853360244552,0.012506592206708243,0.06994184722306276,0.08071489124758927,-0.04076329555655733,0.021554827756770336,a050_mu010_g002,0.0010322534378066,0.0004160816419203,-0.0006161717958863,0.1493042743191577,0.2893182447545788,0.140013970435421,0.0037819098644815,0.0458858702716755,0.0421039604071939,0.7187371122210512,0.6710007173601148,-0.0477363948609363,0.6300397481750608,0.5790476544170935,-0.0509920937579673,0.0017412821335288,0.0009863701578192,-0.0007549119757096,0.5672376951215096,0.43276230487849043,0.8780624544486181,0.3842585312155999,0.6268310435811119,0.772495374782755,0.227504625217245,0.231254184333854,0.6397334063726833,0.7749820273184759,0.225017972681524,0.2143297639737624,0.7345248324454373,0.8401871363421922,0.1598128636578078,0.146184578505793,0.7507300147720636,0.8561074982370916,0.1438925017629084,0.1408633432929706
R1_low_expansion_low_friction,R1,6,3.576896449411532,5.049154386311938,0.5378973105134475,0.2259760241041092,0.6316087001253426,0.5738197637902611,0.0010571411676117,0.0003668728812552,0.4070509925602284,0.5770415520766793,0.1510553719506481,0.2851480481126416,0.0007090119393282,0.0003007272980635,0.947523728598579,0.935155643670064,1.4722579369004056,-0.0006902682863565001,-0.05778893633508153,0.1340926761619935,-0.31192128640933825,-0.012368084928515044,0.16999055951645087,-0.0004082846412647,0.002571456829195906,-3.848565618170012e-05,0.0026070083465593585,-0.0025253347806040993,-0.00682025644788764,-0.0007660996778325879,0.003568102207370971,1.3316697464599942e-05,0.0017466075507175966,-0.05575463466399056,0.045112585762054035,-0.018832756962315244,-0.021865312644663393,-0.0619416572734213,0.02099000213599907,0.03261620959028489,a050_mu010_g002,0.0010571411676117,0.0003668728812552,-0.0006902682863565,0.1510553719506481,0.2851480481126416,0.1340926761619935,0.002475630512146,0.0378969842540699,0.0354213537419238,0.7212583751164752,0.6625113870642949,-0.0587469880521802,0.6316087001253426,0.5738197637902611,-0.0577889363350815,0.0001331144340417,0.0013424749484585,0.0012093605144167,,,,,0.6397334063726833,0.7749820273184759,0.225017972681524,0.2143297639737624,0.6505771248688352,0.7880194518125553,0.2119805481874447,0.2114140352817563,0.7507300147720636,0.8561074982370916,0.1438925017629084,0.1408633432929706,0.7634008543475266,0.8635336294910763,0.1364663705089237,0.1318655488521507
R1_low_expansion_low_friction,R1,7,3.579467906240728,5.076055780832756,0.5310770540655598,0.2166030534351145,0.634215708471902,0.5662912672514553,0.00101865551143,0.0003344383090714,0.4106190947675994,0.5989263579695748,0.148530037170044,0.2861473077551307,0.0007223286367928,0.0002549532156592,0.9467576289207464,0.9344457402429254,1.496587874592028,-0.0006842172023585999,-0.06792444122044672,0.1376172705850867,-0.31447400063044534,-0.01231188867782107,0.18830726320197544,-0.00046737542113359996,-0.03797843932350897,5.345359036260013e-05,-0.0015091038856041017,0.005383710752941001,-0.005271645165656813,5.4132953605123824e-05,0.005692035753861624,-1.2417723141999975e-05,-0.025376685170482603,0.07812371583206887,-0.022217391243368984,0.039120894710473225,-0.01676337361776064,0.0043968033676460554,0.030227382932787927,-0.026569054669824618,a050_mu010_g002,0.00101865551143,0.0003344383090714,-0.0006842172023585,0.148530037170044,0.2861473077551307,0.1376172705850867,0.0022158911047799,0.0283282351376512,0.0261123440328712,0.7233850187604539,0.6546660117878192,-0.0687190069726346,0.634215708471902,0.5662912672514553,-0.0679244412204467,0.0010849419104018,0.0022102161100196,0.0011252741996177,,,,,0.6505771248688352,0.7880194518125553,0.2119805481874447,0.2114140352817563,0.6544117647058824,0.7953529937444147,0.2046470062555853,0.2130857648099027,0.7634008543475266,0.8635336294910763,0.1364663705089237,0.1318655488521507,0.7711747693155213,0.8688130333591931,0.1311869666408068,0.127191956979191
R1_low_expansion_low_friction,R1,8,3.541489466917219,5.099396696666997,0.525805408899903,0.197290967782771,0.6327066045862979,0.5746267497163013,0.0010721091017926,0.0003657678471804,0.416311130521461,0.5961807932505823,0.153913747922985,0.2889060770102938,0.0007099109136508,0.0002615323739535,0.9468117618743516,0.9335956174743888,1.5579072297497776,-0.0007063412546122001,-0.05807985486999656,0.1349923290873088,-0.328514441117132,-0.01321614439996277,0.17986966272912125,-0.0004483785396973,-0.008505587973494322,-2.9259759717500076e-05,-0.001195880808058991,-0.0031819266337400065,0.002373546469844001,0.00034005837443440434,0.004119484636556592,3.260443509210003e-05,-0.005459624174704538,-0.041424395764820585,-0.020590285749081307,-0.02357116626722149,0.007225090202322299,0.025730528066084973,0.022902609445248804,0.07271631474912904,a050_mu010_g002,0.0010721091017926,0.0003657678471804,-0.0007063412546121,0.153913747922985,0.2889060770102938,0.1349923290873088,0.0025086233929131,0.0366016564253272,0.0340930330324141,0.7233482142857143,0.6572028928850665,-0.0661453214006477,0.6327066045862979,0.5746267497163013,-0.0580798548699965,0.00375,0.001759186864738,-0.0019908131352619,,,,,0.6544117647058824,0.7953529937444147,0.2046470062555853,0.2130857648099027,0.6548676661114196,0.7923968422820671,0.2076031577179329,0.209506255585344,0.7711747693155213,0.8688130333591931,0.1311869666408068,0.127191956979191,0.7786272686572304,0.8740818062321194,0.1259181937678806,0.1230023273855702
R1_low_expansion_low_friction,R1,9,3.5329838789437247,5.116407872613984,0.528178955369747,0.1912578616352201,0.6315107237782389,0.5799838594415937,0.0010428493420751,0.0004050576491163,0.4204306151580176,0.589947526020888,0.150731821289245,0.2886549550965778,0.0007425153487429,0.0002286200112531,0.947151820248786,0.9334863216324472,1.5834239936702597,-0.0006377916929588,-0.05152686433664522,0.1379231338073328,-0.33692109373452694,-0.013665498616338811,0.16951691086287035,-0.0005138953374898,0.012263871031549911,-7.970655813729997e-05,-0.0008833639619391098,-0.0026670555912773064,0.0037795849023324335,-0.00012643933814560082,-0.006875710596932316,-3.212623925340002e-05,0.007745159275448024,-0.12497271270900064,-0.01714375546221099,-0.019337260672916735,0.011218012088311977,-0.009252449668040239,-0.04056061759203374,-0.06251514043270053,a050_mu010_g002,0.0010428493420751,0.0004050576491163,-0.0006377916929588,0.150731821289245,0.2886549550965778,0.1379231338073328,0.0020478890989287,0.0379713572460911,0.0359234681471623,0.7216979002032061,0.6618588983251886,-0.0598390018780174,0.6315107237782389,0.5799838594415937,-0.0515268643366452,0.0024836306163919,0.0007116762347582,-0.0017719543816336,,,,,0.6548676661114196,0.7923968422820671,0.2076031577179329,0.209506255585344,0.6559000462748728,0.7908274284438989,0.2091725715561011,0.2064274116790773,0.7786272686572304,0.8740818062321194,0.1259181937678806,0.1230023273855702,0.7850024056636195,0.8760451024008591,0.1239548975991409,0.1169102296450939
R1_low_expansion_low_friction,R1,10,3.5452477499752746,5.15755118188112,0.5319585402720794,0.2080491132332878,0.6306273598162998,0.5837682810431576,0.0009631427839378,0.000405688803469,0.4135549045610853,0.6008724338279066,0.1480647656979677,0.2967282812982167,0.0007103891094895,0.0002369195349165,0.9470253809106404,0.9330888479960098,1.6123034319058451,-0.0005574539804688,-0.046859078773142215,0.148663515600249,-0.32390942703879166,-0.013936532914630595,0.18731752926682127,-0.000473469574573,-0.0021758480862423824,5.8258814311699936e-05,0.003264264618929147,0.0028363577228336934,-0.015836488768075974,-3.925642960311837e-05,0.0004664638136401833,-6.571977339549998e-05,-0.0013495276653161011,0.10450874197399666,0.06966130586268449,0.019079043781269647,-0.04889171924635121,-0.002816800264511276,0.0024902304416648943,-0.1388046387478328,a050_mu010_g002,0.0009631427839378,0.000405688803469,-0.0005574539804687,0.1480647656979677,0.2967282812982167,0.148663515600249,0.0024170157911698,0.0482243480539903,0.0458073322628204,0.7212585347850157,0.6655975456700599,-0.0556609891149557,0.6306273598162998,0.5837682810431576,-0.0468590787731422,0.0025373685181767,0.0004183516943243,-0.0021190168238524,0.5632816941444002,0.4367183058555998,0.8845059420855883,0.3919996931809465,0.6559000462748728,0.7908274284438989,0.2091725715561011,0.2064274116790773,0.6656595705122246,0.7995198749441715,0.2004801250558285,0.2009708196172515,0.7850024056636195,0.8760451024008591,0.1239548975991409,0.1169102296450939,0.7940285143604932,0.8860920026132739,0.1139079973867261,0.1157091355373168
