regime_id,cycle,signed_area_increment,cumulative_signed_area,normalised_cumulative_signed_area,signed_progress_to_final,final_signed_area
R1,24,-0.037038087135647386,7.513060685676767,0.9972093048778135,0.9972093048778135,7.534086022790703
R1,25,-0.01565717718777785,7.497403508488989,0.9951311261657022,0.9951311261657022,7.534086022790703
R1,26,0.08093985787533199,7.578343366364321,1.0058742816898745,1.0058742816898745,7.534086022790703
R1,27,0.006393362494631648,7.584736728858953,1.0067228733405793,1.0067228733405793,7.534086022790703
R1,28,-0.03418060482515206,7.550556124033801,1.0021860782042142,1.0021860782042142,7.534086022790703
R1,29,-0.01647010124309809,7.534086022790703,1.0,1.0,7.534086022790703
R3,1,-2.4921918563584686,-2.4921918563584686,-0.8979586385462519,0.8979586385462519,-2.7753971612692507
R3,2,-0.28102140665252434,-2.773213263010993,-0.9992131222555337,0.9992131222555337,-2.7753971612692507
R3,3,0.24884515628919518,-2.524368106721798,-0.9095520244631757,0.9095520244631757,-2.7753971612692507
R3,4,-0.31316235798472036,-2.8375304647065183,-1.0223871755380958,1.0223871755380958,-2.7753971612692507
R3,5,0.26663371563677796,-2.5708967490697403,-0.9263167034061576,0.9263167034061576,-2.7753971612692507
R3,6,-0.29810161917055866,-2.868998368240299,-1.0337253378641644,1.0337253378641644,-2.7753971612692507
R3,7,0.14598560538809763,-2.7230127628522016,-0.9811254406583407,0.9811254406583407,-2.7753971612692507
R3,8,-0.10518978310481111,-2.8282025459570126,-1.0190262443965363,1.0190262443965363,-2.7753971612692507
R3,9,0.10174698872054776,-2.726455557236465,-0.9823659097459033,0.9823659097459033,-2.7753971612692507
R3,10,-0.0580716765373223,-2.784527233773787,-1.0032896453999258,1.0032896453999258,-2.7753971612692507
R3,11,0.09575612095385079,-2.6887711128199365,-0.9687878730805871,0.9687878730805871,-2.7753971612692507
R3,12,-0.14614917980030898,-2.8349202926202457,-1.0214467075853655,1.0214467075853655,-2.7753971612692507
R3,13,0.20367980128269078,-2.631240491337555,-0.9480590843201088,0.9480590843201088,-2.7753971612692507
R3,14,-0.1247896549562838,-2.756030146293839,-0.9930218942190764,0.9930218942190764,-2.7753971612692507
R3,15,0.04064263400432866,-2.71538751228951,-0.9783779958352711,0.9783779958352711,-2.7753971612692507
R3,16,-0.11180979796096951,-2.8271973102504795,-1.0186640491328958,1.0186640491328958,-2.7753971612692507
R3,17,0.17614890708801054,-2.651048403162469,-0.9551960491125118,0.9551960491125118,-2.7753971612692507
R3,18,-0.16798331206492761,-2.8190317152273967,-1.015721913449746,1.015721913449746,-2.7753971612692507
R3,19,0.1834468551496079,-2.6355848600777887,-0.9496243985752574,0.9496243985752574,-2.7753971612692507
R3,20,-0.11768076454732285,-2.7532656246251115,-0.9920258127546625,0.9920258127546625,-2.7753971612692507
R3,21,0.0643072832361759,-2.6889583413889357,-0.9688553331802124,0.9688553331802124,-2.7753971612692507
R3,22,-0.054167407909443945,-2.74312574929838,-0.9883723265191665,0.9883723265191665,-2.7753971612692507
R3,23,-0.0007305809521478066,-2.7438563302505274,-0.9886355612598887,0.9886355612598887,-2.7753971612692507
R3,24,-0.0068096877222754565,-2.750666017972803,-0.9910891516206864,0.9910891516206864,-2.7753971612692507
R3,25,0.06913754467336242,-2.6815284732994407,-0.9661782863801439,0.9661782863801439,-2.7753971612692507
R3,26,-0.10185445752172727,-2.7833829308211677,-1.0028773429847657,1.0028773429847657,-2.7753971612692507
R3,27,0.09495994318102885,-2.6884229876401387,-0.9686624405174008,0.9686624405174008,-2.7753971612692507
R3,28,-0.05636865295901562,-2.7447916405991544,-0.988972561802254,0.988972561802254,-2.7753971612692507
R3,29,-0.0306055206700964,-2.7753971612692507,-1.0,1.0,-2.7753971612692507
R5,1,-1.0405805033387134,-1.0405805033387134,-0.26118976630816965,0.26118976630816965,-3.984001816177457
R5,2,-4.94037051966038,-5.980951022999093,-1.5012420422884385,1.5012420422884385,-3.984001816177457
R5,3,1.6216911352056806,-4.359259887793413,-1.0941912400973768,1.0941912400973768,-3.984001816177457
R5,4,0.042535539248973527,-4.316724348544439,-1.083514653787538,1.083514653787538,-3.984001816177457
R5,5,-0.012767209924862279,-4.329491558469302,-1.0867192732917308,1.0867192732917308,-3.984001816177457
R5,6,-0.05482229032383373,-4.384313848793136,-1.100479882059835,1.100479882059835,-3.984001816177457
R5,7,-0.06849655163618353,-4.452810400429319,-1.117672783769379,1.117672783769379,-3.984001816177457
R5,8,0.08802960389790307,-4.3647807965314165,-1.095577009731212,1.095577009731212,-3.984001816177457
R5,9,-0.0646875026815784,-4.429468299212995,-1.1118138252916137,1.1118138252916137,-3.984001816177457
R5,10,0.08663963721801515,-4.34282866199498,-1.090066938313248,1.090066938313248,-3.984001816177457
R5,11,0.010118785120046991,-4.332709876874933,-1.087527083768263,1.087527083768263,-3.984001816177457
R5,12,0.04874510468179438,-4.283964772193139,-1.0752918723072995,1.0752918723072995,-3.984001816177457
R5,13,0.03313112899060152,-4.2508336432025375,-1.0669758296649319,1.0669758296649319,-3.984001816177457
R5,14,-0.035910465013470276,-4.286744108216007,-1.075989496493007,1.075989496493007,-3.984001816177457
R5,15,-0.010517863887285334,-4.297261972103293,-1.0786295213656305,1.0786295213656305,-3.984001816177457
R5,16,0.006381206975979811,-4.290880765127313,-1.0770278135174893,1.0770278135174893,-3.984001816177457
R5,17,0.10057925676270446,-4.190301508364609,-1.0517820276460343,1.0517820276460343,-3.984001816177457
R5,18,-0.06757739043450296,-4.257878898799112,-1.0687442163077208,1.0687442163077208,-3.984001816177457
R5,19,0.07851430734746093,-4.179364591451652,-1.0490368188289734,1.0490368188289734,-3.984001816177457
R5,20,-0.09490556306514705,-4.274270154516799,-1.0728584854456333,1.0728584854456333,-3.984001816177457
R5,21,0.0805769595727347,-4.193693194944064,-1.0526333542106163,1.0526333542106163,-3.984001816177457
R5,22,-0.09716369724760882,-4.290856892191673,-1.0770218213175002,1.0770218213175002,-3.984001816177457
R5,23,0.21142172711828858,-4.079435165073384,-1.0239541429194159,1.0239541429194159,-3.984001816177457
R5,24,-0.1843923625433574,-4.263827527616741,-1.0702373453503518,1.0702373453503518,-3.984001816177457
R5,25,0.2811131396475609,-3.9827143879691804,-0.9996768504966417,0.9996768504966417,-3.984001816177457
R5,26,-0.009047999635742536,-3.991762387604923,-1.0019479337072472,1.0019479337072472,-3.984001816177457
R5,27,-0.0009662120637574517,-3.99272859966868,-1.0021904567050615,1.0021904567050615,-3.984001816177457
R5,28,-0.09476424627900695,-4.087492845947687,-1.025976652257033,1.025976652257033,-3.984001816177457
R5,29,0.10349102977023045,-3.984001816177457,-1.0,1.0,-3.984001816177457
R6,1,-0.03250371131607031,-0.03250371131607031,-0.0073225399436619735,0.0073225399436619735,-4.438857495643149
R6,2,-1.7858451196153362,-1.8183488309314064,-0.40964343476134607,0.40964343476134607,-4.438857495643149
R6,3,-3.304686755382269,-5.123035586313676,-1.15413382640512,1.15413382640512,-4.438857495643149
R6,4,0.47556151632321386,-4.647474069990462,-1.0469978084568101,1.0469978084568101,-4.438857495643149
R6,5,0.12664800081940802,-4.520826069171054,-1.0184661421567056,1.0184661421567056,-4.438857495643149
R6,6,-0.2018041752318382,-4.722630244402892,-1.063929231573276,1.063929231573276,-4.438857495643149
R6,7,-0.06003385324444874,-4.782664097647341,-1.0774538498570065,1.0774538498570065,-4.438857495643149
R6,8,0.006582496009751748,-4.77608160163759,-1.0759709241230282,1.0759709241230282,-4.438857495643149
R6,9,0.06297583990106717,-4.713105761736522,-1.061783525684831,1.061783525684831,-4.438857495643149
R6,10,-0.049354492093566515,-4.762460253830089,-1.0729022633649683,1.0729022633649683,-4.438857495643149
R6,11,0.08067581142141453,-4.6817844424086745,-1.0547273587863464,1.0547273587863464,-4.438857495643149
R6,12,0.15435124911174875,-4.527433193296925,-1.019954616191377,1.019954616191377,-4.438857495643149
R6,13,-0.054125758522479125,-4.581558951819405,-1.0321482400181399,1.0321482400181399,-4.438857495643149
R6,14,0.1777692835825805,-4.403789668236825,-0.9920998077904631,0.9920998077904631,-4.438857495643149
R6,15,0.5326873425935441,-3.871102325643281,-0.8720943011671056,0.8720943011671056,-4.438857495643149
R6,16,-0.5551618994175989,-4.42626422506088,-0.9971629477642321,0.9971629477642321,-4.438857495643149
R6,17,0.18255277711204443,-4.243711447948836,-0.9560368748296483,0.9560368748296483,-4.438857495643149
R6,18,-0.22302849542033737,-4.466739943369173,-1.0062814469158765,1.0062814469158765,-4.438857495643149
R6,19,0.2952606439023,-4.171479299466872,-0.9397641856178723,0.9397641856178723,-4.438857495643149
R6,20,-0.33554846498818164,-4.507027764455054,-1.0153576159808724,1.0153576159808724,-4.438857495643149
R6,21,0.3168829639631885,-4.190144800491865,-0.9439692093302382,0.9439692093302382,-4.438857495643149
R6,22,-0.26673950306202104,-4.456884303553886,-1.0040611368867844,1.0040611368867844,-4.438857495643149
R6,23,0.12373172402055402,-4.333152579533332,-0.9761864587422395,0.9761864587422395,-4.438857495643149
R6,24,-0.14542408589362996,-4.478576665426962,-1.0089480614826671,1.0089480614826671,-4.438857495643149
R6,25,1.0210311693283864,-3.457545496098575,-0.7789268971784391,0.7789268971784391,-4.438857495643149
R6,26,-1.0175682624819296,-4.4751137585805045,-1.0081679267633488,1.0081679267633488,-4.438857495643149
R6,27,0.0670951382876564,-4.408018620292848,-0.9930525196223194,0.9930525196223194,-4.438857495643149
R6,28,-0.05740220501756199,-4.46542082531041,-1.0059842717846503,1.0059842717846503,-4.438857495643149
R6,29,0.02656332966726073,-4.438857495643149,-1.0,1.0,-4.438857495643149
R6c,1,-0.06641525437986562,-0.06641525437986562,-0.013235801821238864,0.013235801821238864,-5.017848958216661
R6c,2,-0.2067841075616485,-0.2731993619415141,-0.05444551325008573,0.05444551325008573,-5.017848958216661
R6c,3,-1.9129116092169116,-2.186110971158426,-0.43566695398009103,0.43566695398009103,-5.017848958216661
R6c,4,0.9653609399675351,-1.2207500311908908,-0.2432815418232007,0.2432815418232007,-5.017848958216661
R6c,5,-1.571774700591366,-2.792524731782257,-0.5565182920082786,0.5565182920082786,-5.017848958216661
R6c,6,-1.6257383291466732,-4.41826306092893,-0.8805093771692913,0.8805093771692913,-5.017848958216661
R6c,7,-0.5070585081270167,-4.925321569055947,-0.9815603478838871,0.9815603478838871,-5.017848958216661
R6c,8,0.09745372929409363,-4.827867839761853,-0.9621389324316515,0.9621389324316515,-5.017848958216661
R6c,9,0.01564673092096877,-4.812221108840885,-0.959020717624618,0.959020717624618,-5.017848958216661
R6c,10,-0.012991449398351312,-4.825212558239236,-0.961609765144089,0.961609765144089,-5.017848958216661
R6c,11,-0.07597827209726637,-4.901190830336502,-0.9767513671990599,0.9767513671990599,-5.017848958216661
R6c,12,-0.0706543668596874,-4.97184519719619,-0.9908319757323224,0.9908319757323224,-5.017848958216661
R6c,13,-0.05938649878936958,-5.03123169598556,-1.002667026823712,1.002667026823712,-5.017848958216661
R6c,14,0.037146911605689954,-4.9940847843798695,-0.9952640715105865,0.9952640715105865,-5.017848958216661
R6c,15,0.01793061395346601,-4.976154170426404,-0.9916907048941792,0.9916907048941792,-5.017848958216661
R6c,16,-0.031570195939449965,-5.007724366365854,-0.9979822844539334,0.9979822844539334,-5.017848958216661
R6c,17,0.005994096435086291,-5.001730269930768,-0.9967877294792823,0.9967877294792823,-5.017848958216661
R6c,18,0.015140981483288393,-4.98658928844748,-0.9937703047601713,0.9937703047601713,-5.017848958216661
R6c,19,0.02047925222077676,-4.966110036226703,-0.9896890236392555,0.9896890236392555,-5.017848958216661
R6c,20,0.0027281587878945357,-4.963381877438809,-0.9891453327448879,0.9891453327448879,-5.017848958216661
R6c,21,-0.0421853759866747,-5.005567253425483,-0.9975523964763693,0.9975523964763693,-5.017848958216661
R6c,22,0.04538878046124639,-4.960178472964237,-0.9885069308118591,0.9885069308118591,-5.017848958216661
R6c,23,-0.05807466158452505,-5.018253134548762,-1.0000805477278145,1.0000805477278145,-5.017848958216661
R6c,24,0.02203941098096749,-4.996213723567794,-0.9956883447809962,0.9956883447809962,-5.017848958216661
R6c,25,-6.64805148506073e-05,-4.996280204082645,-0.9957015935884841,0.9957015935884841,-5.017848958216661
R6c,26,0.046783397947923765,-4.949496806134721,-0.9863781965836148,0.9863781965836148,-5.017848958216661
R6c,27,-0.00521909364610014,-4.954715899780821,-0.9874183023519548,0.9874183023519548,-5.017848958216661
R6c,28,0.02795112870072923,-4.926764771080092,-0.9818479615677908,0.9818479615677908,-5.017848958216661
R6c,29,-0.09108418713656985,-5.017848958216661,-1.0,1.0,-5.017848958216661
