run,tag,regime_id,folder,cycle,phase,contacts,force_sum,force_mean,force_p99,bottom_top_percolation_edge_fraction,bottom_side_percolation_edge_fraction,giant_fraction_after_top1_edges,giant_fraction_after_top5_edges,giant_fraction_after_top10_edges,force_share_top1_edges,force_share_top5_edges,force_share_top10_edges,force_h1_births,force_h1_birth_fraction,force_h1_birth_force_share
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,21,hot,13544.0,5.167069803092774,0.0003815024957983442,0.0026208282498371045,0.632235676314235,0.020821027761370348,0.0004768717215069146,0.0027022730885391828,0.003020187569543793,0.08827502842263693,0.27904738606530166,0.42707452519168204,7809.0,0.5765652687536916,0.5022424947380455
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,22,cold,1973.0,0.6043741086192489,0.0003063224068014439,0.0016494221960716737,,0.12468322351748606,0.001238390092879257,0.001238390092879257,0.0018575851393188853,0.08132530147678226,0.2236368149862389,0.3511833483486775,984.0,0.49873289406994425,0.48930102679899834
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,22,hot,6694.0,1.113989544728284,0.00016641612559430594,0.0012783330825041639,,0.12892142216910665,0.0006329113924050633,0.0008438818565400844,0.0008438818565400844,0.10755962302368112,0.3169061323852033,0.4689862187879108,3346.0,0.4998506124887959,0.4866290140274347
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,23,cold,7543.0,2.844712376613007,0.0003771327557487746,0.0014269257662055798,,0.0031817579212514917,0.0007367387033398821,0.0014734774066797642,0.002455795677799607,0.04249408588761692,0.16910451604194038,0.28965314776081125,4112.0,0.5451411905077556,0.5050580982732452
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,23,hot,13750.0,5.4202072123446,0.0003941968881705164,0.0024813013785635837,0.7954909090909091,0.12247272727272727,0.0004714016341923319,0.0010999371464487744,0.002357008170961659,0.08519633199388987,0.2707276166905686,0.42045087026808825,7968.0,0.5794909090909091,0.5033473171774672
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,24,cold,1868.0,0.5623623250662864,0.00030105049521749806,0.0017332139077567649,,0.09635974304068523,0.0012861736334405145,0.0019292604501607716,0.002572347266881029,0.07477906236413853,0.23482485077417692,0.37332224720721635,930.0,0.49785867237687365,0.48859495122694496
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,24,hot,6612.0,1.1859540861920324,0.00017936389688324748,0.0012532593509268742,,0.0969449485783424,0.0006426735218508997,0.000856898029134533,0.0010711225364181663,0.12224153627402325,0.3119418256983295,0.4552102566937106,3309.0,0.5004537205081669,0.48769365824893873
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,25,cold,7636.0,2.94978300797048,0.00038629950340105814,0.0014932562795154235,,0.0179413305395495,0.0007232401157184186,0.0016875602700096432,0.004580520732883318,0.04577947956672166,0.17222379006594907,0.29523618524665135,4169.0,0.5459664745940283,0.5060709148122242
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,25,hot,12813.0,4.7196782997993365,0.00036835076093025336,0.002454419856310473,,0.14508702099430265,0.0004866969500324465,0.0012978585334198572,0.002109020116807268,0.08471838716344902,0.2735759132589817,0.4216033137345329,7255.0,0.5662218059783033,0.5001411057730831
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,26,cold,1889.0,0.594843248212914,0.000314898490319171,0.0015549979147559745,,0.15616728427739546,0.0012845215157353885,0.0012845215157353885,0.0019267822736030828,0.07624255303026238,0.22080339641910954,0.35137315016782883,938.0,0.4965590259396506,0.4894700900695744
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,26,hot,6549.0,1.1124844788844288,0.0001698708930958053,0.001327930134396534,,0.09176973583753245,0.00043010752688172043,0.0008602150537634409,0.0012903225806451613,0.09766865276189594,0.30135150921277104,0.44839432235921317,3262.0,0.4980913116506337,0.4865394006113542
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,27,cold,6595.0,2.369111721755475,0.0003592284642540523,0.001418126384413085,,0.02092494313874147,0.000515331100231899,0.001030662200463798,0.002576655501159495,0.0453885385177549,0.17698795163384032,0.3022131489042979,3470.0,0.5261561789234268,0.49753081860320264
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,27,hot,13757.0,4.947120219215576,0.000359607488494263,0.0024204837255097696,,0.13527658646507232,0.0004743083003952569,0.0012648221343873518,0.0014229249011857706,0.0852753865826493,0.2720453083192008,0.4170064301527363,8001.0,0.5815948244530057,0.5050824142835071
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,28,cold,2098.0,0.6201242341593406,0.0002955787579405818,0.0015281330194429478,,0.31220209723546233,0.0011771630370806356,0.002354326074161271,0.002354326074161271,0.07450758974539905,0.22327772455997194,0.35477958576908547,1044.0,0.49761677788369874,0.4889701271896056
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,28,hot,6699.0,1.1480379920869421,0.00017137453233123483,0.0012434185177193254,,0.1477832512315271,0.0004233700254022015,0.000846740050804403,0.0012701100762066045,0.11046274003655318,0.30916321527443813,0.4520995975116642,3350.0,0.5000746380056725,0.48682904025614576
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,29,cold,7473.0,2.9728087215584154,0.00039780659996767234,0.0015318210913310552,,0.023551451893483205,0.0009925558312655087,0.0024813895781637717,0.002977667493796526,0.044000222646975035,0.17061737108770272,0.29330238344475235,4092.0,0.5475712565234846,0.5077339044397265
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,29,hot,12338.0,4.642470086238419,0.0003762741194876333,0.0024347363594196454,0.8330361484843573,0.11039066299238126,0.0003301964668978042,0.0009905894006934125,0.0013207858675912169,0.08004954954564152,0.2684939795285751,0.4186687539093449,6927.0,0.561436213324688,0.49920598665871974
