regime_id,cycle,response_amplitude,response_loop_cost_positive,response_loop_activation,response_imprint_efficiency,response_hazard_number,response_quality_number,response_overload_asinh,force_p99_hot_minus_cold,activation_eps,imprint_eps,log_activation,log_hazard,buffer_number,log_buffer_number,measured_overload_class,positive_overload,strong_overload
R6,13,3.23459196616972,0.0226181493420126,0.0731604841513009,0.0382172025451551,1.91428375169819,0.5223677866638192,1.3973175848708743,0.0045397685825497,0.0731704841513009,0.0382272025451551,-1.1356640713361197,0.28200858179651456,0.5223035352086793,-0.28206871973016007,severe overload,1,1
R6,14,2.9796621858026593,0.0278156059783914,0.0828811093089992,0.0232691040451041,3.56169912899194,0.280749419134023,1.075876458374014,0.0030984612894662,0.08289110930899919,0.0232791040451041,-1.0814920482809045,0.5516584494248697,0.28071893643457196,-0.5517128196913064,severe overload,1,1
R6,15,2.972290544846342,0.016778798725762,0.0498714648064622,0.0820340397895017,0.6079288183979702,1.6448763883607396,1.0046115411310763,0.0028271760175736,0.0498814648064622,0.0820440397895017,-1.3020608016244717,-0.21614012495280002,1.6445796070301868,0.21605754141158767,severe overload,1,1
R6,16,2.811475420003045,0.0228657234221825,0.064286419362054,0.099078095460894,0.6488393849682194,1.541173941092671,0.9149190896891968,0.0025059970201894,0.06429641936205399,0.09908809546089399,-1.1918132120617948,-0.187856102688763,1.5409582126647507,0.18779368011577255,mild overload,1,0
R6,17,2.8314757283733067,0.0174306312781909,0.0493544093944221,0.0627216444784366,0.7868674831047604,1.2708160108084336,1.037350164513863,0.0029499374495046,0.049364409394422104,0.0627316444784366,-1.3065860546041201,-0.10409288206737098,1.2705843186999375,0.10400690911132913,severe overload,1,1
R6,18,2.5159745878536715,0.0274117981016957,0.0689673874312419,0.1451148716655744,0.4752573694363365,2.1040780721493135,0.8968868061459826,0.0024439410999109,0.06897738743124189,0.14512487166557442,-1.161293258876751,-0.32306200215844966,2.103803537213235,0.3230072452973294,mild overload,1,0
R6,19,2.355158640139438,0.0178339614303419,0.0420018083505832,0.1623536240919516,0.2587041088943358,3.865304022932012,0.8168623354755224,0.0021778622275332,0.042011808350583206,0.1623636240919516,-1.3766286243468688,-0.5871798865216691,3.8644759763048335,0.5870917356410492,mild overload,1,0
R6,20,2.3504890240628504,0.0299761315598211,0.0704585682152235,0.1553955525445123,0.4534113985253378,2.205457065388851,0.7882995902218288,0.0020863568215379,0.0704685682152235,0.1554055525445123,-1.152004552435536,-0.3434979878659173,2.205175392096895,0.3434451069014073,mild overload,1,0
R6,21,2.278126564460895,0.0133030345071404,0.0303059962986564,0.1684769938089719,0.1798810373598039,5.559013243963095,0.4677540354912896,0.0011597241436373,0.0303159962986564,0.16848699380897192,-1.5183281546301082,-0.7449904737981075,5.557362923165378,0.7448695407549181,mild overload,1,0
R6,22,2.275229859761099,0.0293075836526856,0.0666814894440365,0.1844531402694603,0.3615071439796618,2.766140583642474,0.7453013854938711,0.0019517918105784,0.0666914894440365,0.1844631402694603,-1.175929583224579,-0.44187110263163587,2.7657672936550974,0.44181720685404796,mild overload,1,0
R6,23,2.2378948536219636,0.0190658792518564,0.0426674330575072,0.1802757258960064,0.2366774349014977,4.225037410045883,0.7189271325585566,0.001871053683735,0.0426774330575072,0.18028572589600642,-1.3698017102055298,-0.6258247969834184,4.224146416048209,0.6257399912892272,mild overload,1,0
R6,24,2.435759647036192,0.0291110299896129,0.0709074721323595,0.1805303757787876,0.3927709065888098,2.5459634138189458,0.9873181104599118,0.0027635614952974,0.0709174721323595,0.18054037577878762,-1.149246753309887,-0.4058496317930866,2.5456403104984897,0.40579874548759604,mild overload,1,0
R6,25,2.070883367219394,0.0164082634450118,0.0339795998532289,0.2520970256183157,0.1347872509905139,7.418851541973614,0.3270812849407551,0.000796133952061,0.033989599853228906,0.2521070256183157,-1.468653948172385,-0.8703189645649736,7.4168871274419335,0.8702222553776915,mild overload,1,0
R6,26,2.227820219181842,0.0248816157109084,0.0554317665666743,0.2209725826318955,0.2508524589521373,3.9863170524983738,0.9001642759914087,0.0024551604337044,0.0554417665666743,0.22098258263189552,-1.2561629400496508,-0.6005643250934842,3.985669943726518,0.600502421244994,mild overload,1,0
R6,27,2.106487155022466,0.0161611865676973,0.0340433319147759,0.1937866956065276,0.1756733409116881,5.692186766702857,0.3159379071345683,0.0007680987847684,0.0340533319147759,0.1937966956065276,-1.46784038855568,-0.7552694183176925,5.690682371155659,0.7551651090452186,mild overload,1,0
R6,28,2.3993849992802843,0.0279479895577631,0.0670579869049388,0.2032485887685045,0.3299292623972584,3.0308926237824743,1.0839720004078506,0.0031302479421555,0.0670679869049388,0.2032585887685045,-1.1734847291326975,-0.481566000829666,3.030485901665516,0.48151370102207086,severe overload,1,1
R6,29,1.901437462000693,0.0170758677028489,0.0324686945463646,0.2608982152701185,0.1244491843823623,8.03512995472048,0.4316739729455212,0.0010645724621887,0.0324786945463646,0.26090821527011854,-1.4884014351791426,-0.9049730494016852,8.032903382174926,0.9048730840496393,mild overload,1,0
