tag,n,cold_bottom_pN_mean,cold_bottom_pN_sd,cold_bottom_pN_cv,hot_bottom_pN_mean,hot_bottom_pN_sd,hot_bottom_pN_cv,Z_cold_N_mean,Z_cold_N_sd,Z_cold_N_cv,Gini_cold_N_mean,Gini_cold_N_sd,Gini_cold_N_cv,survival_N_mean,survival_N_sd,survival_N_cv,work_total_mean,work_total_sd,work_total_cv,hot_tail_p99_over_mean,cold_tail_p99_over_mean,hot_tail_max_over_mean,cold_tail_max_over_mean,hot_force_gini_direct,cold_force_gini_direct,hot_contacts,cold_contacts,hot_force_mean,cold_force_mean,cold_load_kpa_proxy,hot_load_kpa_proxy,short_label,regime_id,hot_cold_cv_ratio,structural_cv_mean,hot_structural_cv_ratio,log_hot_cold_cv_ratio,hot_tail_excess,preparation_class
a050_mu010_g002,3,994.7416338725404,85.62210628287124,0.0860747186679453,168.34229702537502,11.96723652088293,0.0710887087341991,5.459513118082019,0.0502881506104466,0.0092111053719957,0.4184960315096384,0.0024907047819369,0.0059515612918771,0.8396628145887467,0.0015061344798738,0.0017937372641797,0.0039383339210568,0.0017048745307049,0.4328923257598009,6.997205149009158,3.2337510186565055,23.454393999252773,6.213124479294097,0.5984399265066837,0.405991943336047,21513,21676,5.797869218205431e-05,0.0002978407361547,0.9947416338725406,0.168342297025375,"$0.5,0.1$",R1,0.8258953364415356,0.005652134642684167,12.577320466637389,0.6020704620423509,3.7634541303526525,cold-dominated
a050_mu060_g002,3,817.1680379744422,30.69544578736725,0.0375631991964023,423.05473835787706,20.989390893800735,0.0496138891512546,5.2876023225402955,0.0215289059965084,0.0040715819161992,0.442731751979619,0.0066138390850012,0.0149387051085183,0.8386507597750782,0.0054210201305298,0.0064639780830625,0.0021384507844858,0.0004755474951823,0.2223794433953743,6.186582316068341,3.516864251525625,15.76128434760433,6.418041600251374,0.5770396170515351,0.4199790279466471,20416,14291,0.000202416497429,0.0002986144035922,0.8171680379744422,0.423054738357877,"$0.5,0.6$",R2,1.3208110653867222,0.008491421702593333,5.842824780479266,0.8419167217328231,2.6697180645427157,warm
a100_mu030_g002,3,304.98783069516827,16.4767719817637,0.0540243587562417,146.40581848212295,37.06223413328525,0.253147275958918,3.923648822390944,0.0134655757429791,0.0034319013633777,0.5093897870944565,0.0014203159714486,0.0027882694302728,0.6095803659319791,0.0015696934054447,0.002575039310928,0.0056490675921766,0.0021555912994833,0.3815835559249849,7.840189543598758,4.196677582713203,22.39738738995399,7.814694283879461,0.6224443298846243,0.4763501858668763,10554,5191,0.0001080791974386,0.0002300896689226,0.3049878306951682,0.1464058184821229,"$1.0,0.3$",R3,4.685798809689432,0.0029317367015261665,86.34720701241369,1.73797162915036,3.6435119608855544,preparation-sensitive
a100_mu060_g000,3,272.8024680083115,18.08430125939574,0.066290827174059,427.45084466878785,96.062813652002,0.2247341766898055,3.745675520069199,0.1012653308471643,0.0270352651489933,0.5214376917995667,0.0101324814137821,0.0194318162517429,0.5892537024778911,0.0180723512248768,0.0306698984645836,0.0039167864479979,0.0002772756696938,0.0707916230244176,7.009934127540139,4.0986350161264475,13.9346407568287,7.253797792857457,0.5876271605790928,0.4835766909177037,22722,3911,0.0005979696177917,0.000216474272654,0.2728024680083115,0.4274508446687878,"$1.0,0.6$",R4,3.390124792021883,0.025712326621773265,8.74032832527725,1.4793576531117316,2.9112991114136912,preparation-sensitive
a150_mu010_g002,3,213.56902812666064,11.814410934088285,0.0553189338253745,66.06424110155945,9.47136801281529,0.143366030622453,3.1778485985645446,0.0286804466498141,0.0090251142432554,0.593651170334927,0.0078264330542153,0.0131835553357029,0.4889609987719172,0.0028501996163863,0.0058290939840703,0.0120729813616322,0.0019624198014555,0.1625464119154595,5.873131803620425,4.0754920304959175,12.336831261648893,6.88033395615323,0.5638572316553896,0.4897921478495685,18325,5166,0.000372821623995,0.0003249463626768,0.2135690281266606,0.0660642411015594,"$1.5,0.1$",R5,2.591626785006839,0.0093459211876762,15.339957156514398,1.2786052433176411,1.7976397731245077,warm
a150_mu060_g020,3,174.35682407947866,11.555687944099509,0.0662760864400235,636.1198262783674,18.38389813957594,0.0289000552728113,3.0209678956276425,0.0836989155639433,0.0277059930643698,0.5590007206888815,0.019905833904088,0.0356096748490005,0.4756791864889775,0.014645609417249,0.0307888380093931,0.0090674298489829,0.0009693614415506,0.1069058661269186,6.410444358606835,4.565720258169065,14.95470540168122,8.630535249373686,0.5457295910103352,0.512117031953155,24811,1903,0.0008510056790968,0.0002301724826311,0.1743568240794786,0.6361198262783675,"$1.5,0.6$",R6,0.4360555492142453,0.03136816864092113,0.9213179004077596,0.3619001531746812,1.8447241004377704,cold-dominated
