breakpoint,sse,intercept,slope_low,slope_high_increment
-0.002303698352664868,10.862045888990284,-0.04304255407309267,2.6037684228981277,16.05139122611312
-0.0013757483160964042,10.973983743143524,-0.01799495491426103,9.412589777441255,9.226526970020025
-0.0004477982795279402,11.031379420535359,-0.0009279873475718665,16.362660170945063,2.2073321759164797
0.00048015175704052386,11.024172051776599,0.006987339029170936,21.98314661029042,-3.5181826879202722
0.0014081017936089877,10.97055395065976,0.007995332094599843,26.293599956455783,-7.954010054456775
0.002336051830177452,10.886967533415056,0.004400956316650714,29.43289676548827,-11.227733479286627
0.003264001866745916,10.787455062701891,-0.001989967297184297,31.588163760143427,-13.516897153415087
0.004191951903314379,10.67608475355609,-0.009777673359895126,33.11887882591849,-15.183228635601157
0.005119901939882843,10.560912218287672,-0.018134296490990638,34.12174222013273,-16.318494485729754
0.006047851976451309,10.448958655069745,-0.02650534166798717,34.68198542267476,-17.003073730329906
0.0069758020130197725,10.323668998501837,-0.03445524895132427,35.258948565013746,-17.725305597297982
0.007903752049588236,10.199051465756625,-0.042011614230849814,35.617000063504975,-18.22768692954336
0.0088317020861567,10.081967373853185,-0.04907939355428315,35.723524771360864,-18.467852671309526
0.009759652122725164,9.97529123019494,-0.05558954591863841,35.61480672559497,-18.478478535339455
0.010687602159293628,9.87909506842556,-0.06151679231896212,35.35174376776739,-18.321096327407815
0.011615552195862092,9.792916451719158,-0.0668728221846181,34.982015694345165,-18.044468863282734
0.012543502232430555,9.715959444660134,-0.07168987787239794,34.542934704977675,-17.68734369127313
0.013471452268999021,9.640604850369872,-0.07607786590613672,34.13875920500617,-17.367511355873017
0.014399402305567485,9.57326524008231,-0.08000354163729827,33.69343118677645,-16.996828419460293
0.015327352342135949,9.513236359654606,-0.08350998713751531,33.223324873614516,-16.592620346471886
0.01625530237870441,9.459731818984878,-0.08664131983844323,32.74137651074079,-16.168854562316653
0.017183252415272875,9.412014032902015,-0.08943917399717548,32.25704240861587,-15.735931020888891
0.01811120245184134,9.369408888362814,-0.09194177764764004,31.777110271903954,-15.301483556272473
0.019039152488409802,9.33131076097265,-0.09418360181634948,31.30634520856765,-14.871025719748893
0.019967102524978266,9.297181784446835,-0.09619535464572707,30.847994016661033,-14.44846035306674
0.02089505256154673,9.266547932655069,-0.09800417037177002,30.404173443179054,-14.036475832089174
0.021823002598115194,9.238993538329812,-0.09963389723770007,29.976166179590468,-13.63685105969722
