run,cold_perc_end,hot_perc_end,hot_force_tail_end,mean_cold_rewrite,min_cold_jaccard,hot_h1_birth_positive_end
R1_low_expansion_low_friction,0.002325710172213301,0.0008314122671100866,14.686354182105903,0.21120271196737858,0.4504631161098247,0.2478627296428788
R3_intermediate,0.0020469596628537026,4.547728409659375e-05,21.41464226281386,0.5240634687493413,0.25001328162354564,0.0509679000245038
R6_high_expansion_high_friction,0.005052327679538073,0.0008494733265375467,11.90620736256287,0.6823284545671325,0.14844954599965735,0.034607938044530495
