regime_id,segment,n,inhalation_norm_mean,exhalation_imprint_norm_mean,closure_ratio_mean,breathing_area_mean,loop_activation_mean,overload_mean,fabric_reservoir_mean
R1,early,10,2.1714422122474755,0.2667149515750785,0.11782468429219886,0.08549805690775107,-0.06367649256924192,-0.00055014776632263,1.1930080665673857
R1,middle,10,2.023691531264089,0.04783236191641961,0.023700906720952014,0.017547518869686658,-0.04362288032159993,-0.00048676987432287003,1.4006534715676933
R1,late,9,1.964308003634554,0.05407899804142059,0.02753713296240448,0.00799437479975024,-0.04224275565265704,-0.0004231909975611333,1.4399926037704829
R3,early,10,2.4902893010334353,0.5290065435875687,0.20842514969462117,0.2930974689846314,0.033992048278349105,0.0006232638911760184,-0.43137638574360226
R3,middle,10,2.373574053106265,0.3205284140894965,0.13820931070601514,0.17707376146707826,0.053487844557607724,0.0007872178541016711,-0.40002247066154106
R3,late,9,2.3482367508121724,0.2918200636022647,0.12587941073458803,0.18952444301340268,0.05510673099690371,0.0007740712059347778,-0.378678043642689
R6,early,10,5.5541469352765915,0.22051369114214983,0.04262268149068747,0.0803472861166305,0.11845267104880224,0.01086352187007416,-0.8210447349329204
R6,middle,10,2.941894875937012,0.21170976129180935,0.07998648633106607,0.18157600318405315,0.07045915816559327,0.0032077974328329996,-1.049917669475259
R6,late,9,2.2147804586195363,0.45032945514735306,0.2049710381831765,0.28099636811265677,0.0481715300798382,0.0017733716342362333,-0.9379271422342179
