run,tag,regime_id,cycle,Z_geom_cold,Z_geom_hot,cycle_birth_positive_fraction_cold,cycle_birth_positive_fraction_hot,force_h1_birth_force_share_cold,force_h1_birth_force_share_hot,force_p99_cold,force_p99_hot,force_proxy_gini_cold,force_proxy_gini_hot,force_proxy_q99_q50_cold,force_proxy_q99_q50_hot,force_share_top5_edges_cold,force_share_top5_edges_hot,orientation_entropy_cold,orientation_entropy_hot,force_p99_delta,force_share_top5_edges_delta,force_h1_birth_force_share_delta,Z_geom_delta,orientation_entropy_delta,cycle_birth_positive_fraction_delta,force_proxy_gini_delta,force_proxy_q99_q50_delta,fabric_reservoir,thermal_rewrite,loop_activation,overload_delta
R1_low_expansion_low_friction,a050_mu010_g002,R1,11,3.543071901889032,5.147067550192859,0.5161220515040035,0.2120136943666355,0.633891624435229,0.5883774637699055,0.0010214015982495,0.0004356759795126,0.4140213683747255,0.6001276160087512,3.947470943806285,14.182070475600584,0.1509011234208014,0.2894897332137603,0.9469861244810373,0.932142079368721,-0.0005857256187369,0.13858860979295892,-0.04551416066532343,1.603995648303827,-0.014844045112316295,-0.30410835713736795,0.18610624763402572,10.234599531794299,1.816160052202654,-0.6973861299687193,-0.04551416066532343,-0.0005857256187369
R1_low_expansion_low_friction,a050_mu010_g002,R1,12,3.583028384927307,5.185441598259321,0.5137956748695004,0.2213810930576071,0.6310982625796844,0.587749000844794,0.0010422983577861,0.0004563735449321,0.4156916524546365,0.5981750827576264,4.034421267235872,14.077521998213731,0.1516790075948072,0.2948735298075308,0.9456742673189166,0.93120133398822,-0.0005859248128540001,0.14319452221272358,-0.0433492617348904,1.6024132133320141,-0.014472933330696547,-0.2924145818118933,0.1824834303029899,10.043100730977859,1.949694741101903,-0.7763160202671588,-0.0433492617348904,-0.0005859248128540001
R1_low_expansion_low_friction,a050_mu010_g002,R1,13,3.547423598061517,5.172584314113342,0.508399741546414,0.2315965139996291,0.6277918557271203,0.5856357217708598,0.001013515495139,0.0004990887750218,0.4178674115838534,0.5918290652936131,4.0875520418954325,12.97054375207409,0.1516307036433429,0.3082099434072162,0.9458822906023904,0.9309990944266064,-0.0005144267201172001,0.15657923976387328,-0.0421561339562605,1.625160716051825,-0.01488319617578393,-0.2768032275467849,0.17396165370975974,8.882991710178658,1.8389731281898658,-0.8407419826362709,-0.0421561339562605,-0.0005144267201172001
R1_low_expansion_low_friction,a050_mu010_g002,R1,14,3.5731381663534765,5.168430422312333,0.5168659265584971,0.2128014842300556,0.6292086406374711,0.5826882523677797,0.0010089406015131,0.0005187157758242,0.4219433110390007,0.6040404867113548,4.152810964554516,14.04649262001033,0.1509138818233295,0.3227329605326466,0.946656495854852,0.9319271839391116,-0.0004902248256889,0.17181907870931712,-0.046520388269691404,1.595292255958857,-0.01472931191574045,-0.30406444232844143,0.18209717567235412,9.893681655455815,1.807057268514929,-0.7120079443652259,-0.046520388269691404,-0.0004902248256889
R1_low_expansion_low_friction,a050_mu010_g002,R1,15,3.5391158144594996,5.1874196419740874,0.5170362358031368,0.2009966777408638,0.6302546506422168,0.5809842123885399,0.0010366818749553,0.0005033285286124,0.4162172306104131,0.6151375242957311,4.005217126389906,16.001497253930655,0.1516358167789948,0.3281090324152075,0.9471541446241744,0.9312913801939162,-0.0005333533463429001,0.1764732156362127,-0.04927043825367683,1.6483038275145878,-0.015862764430258136,-0.316039558062273,0.198920293685318,11.99628012754075,1.7368319590446426,-0.546533852316743,-0.04927043825367683,-0.0005333533463429001
R1_low_expansion_low_friction,a050_mu010_g002,R1,16,3.5650281871229352,5.177529423400257,0.5102564102564102,0.215188312889108,0.6296994624600653,0.584049848000553,0.001006105762365,0.000536999202983,0.4189131252971573,0.6154692296747241,4.04352768904591,15.780218492461504,0.151084026024469,0.3267416346292522,0.9452870091275758,0.9314930690664142,-0.0004691065593820001,0.17565760860478322,-0.04564961445951221,1.6125012362773217,-0.013793940061161636,-0.2950680973673022,0.19655610437756676,11.736690803415595,1.9494327567136196,-0.7423811405944283,-0.04564961445951221,-0.0004691065593820001
R1_low_expansion_low_friction,a050_mu010_g002,R1,17,3.580852536841064,5.180694293343883,0.5085287846481876,0.2178516466605109,0.6316204888183788,0.589786862541371,0.0010140557325294,0.0005597376901206,0.4211954261950268,0.609356643267661,4.246962496812663,14.457666709965444,0.1521690534066738,0.330181239628498,0.9457807282000688,0.9311779114676536,-0.0004543180424088,0.1780121862218242,-0.04183362627700782,1.5998417565028191,-0.014602816732415147,-0.2906771379876767,0.18816121707263422,10.21070421315278,1.9446440073837334,-0.7918914485317039,-0.04183362627700782,-0.0004543180424088
R1_low_expansion_low_friction,a050_mu010_g002,R1,18,3.591138364157848,5.185045989516368,0.5200424178154825,0.211804488164771,0.6302070204546347,0.5942594513599369,0.0010507335508066,0.0006205593868228,0.4128205897799539,0.6199473344956803,3.979816484216459,15.981602690328772,0.1526433112147861,0.3278852896023805,0.9463638408444386,0.930514963003862,-0.00043017416398380003,0.1752419783875944,-0.03594756909469787,1.5939076253585203,-0.015848877840576536,-0.30823792965071156,0.2071267447157264,12.001786206112314,1.8719102164976504,-0.6870488259012142,-0.03594756909469787,-0.00043017416398380003
R1_low_expansion_low_friction,a050_mu010_g002,R1,19,3.61962219365048,5.208189100979132,0.5227580460368711,0.2187041564792176,0.6312952802423286,0.5887972606407856,0.001040816991614,0.0006542240416211,0.4143350341708463,0.6206585100378175,4.121763251373516,16.633392196429828,0.151567515104842,0.3452949235190358,0.9456735214306096,0.9310088660129886,-0.00038659294999290005,0.19372740841419378,-0.04249801960154298,1.5885669073286515,-0.014664655417620964,-0.30405388955765356,0.2063234758669712,12.511628945056312,1.9904402453871135,-0.7231540122876312,-0.04249801960154298,-0.00038659294999290005
R1_low_expansion_low_friction,a050_mu010_g002,R1,20,3.5828305805558305,5.221046385125112,0.5259353741496599,0.2306989214551215,0.6329070320894471,0.589417441186051,0.0010358063469621,0.0006179546432402,0.4131135623357995,0.6157490800670147,4.033213557732923,15.134320812338656,0.1496785040177828,0.3408410271790745,0.9442408607591356,0.9294220593366171,-0.0004178517037218999,0.1911625231612917,-0.0434895909033961,1.6382158045692812,-0.014818801422518457,-0.29523645269453835,0.2026355177312152,11.101107254605733,2.127779382758268,-0.6989283431336537,-0.0434895909033961,-0.0004178517037218999
R1_low_expansion_low_friction,a050_mu010_g002,R1,21,3.594303234101474,5.21471664523786,0.5250821932336409,0.2321962531274791,0.6299649835157286,0.5867663376757942,0.001027342277169,0.0006223667456171,0.4119558854220648,0.600601110401529,4.025110301163367,14.205918125590989,0.1523987846286844,0.3536063798991316,0.9443353483357144,0.9291044959632186,-0.00040497553155190006,0.20120759527044718,-0.04319864583993438,1.620413411136386,-0.015230852372495773,-0.2928859401061618,0.18864522497946418,10.180807824427621,2.082983923100471,-0.7435917589009782,-0.04319864583993438,-0.00040497553155190006
R1_low_expansion_low_friction,a050_mu010_g002,R1,22,3.6192265849075262,5.228365146869746,0.506064408197407,0.2171588285332361,0.6299959169969548,0.5890116692631406,0.0009985776544576,0.0005704445784933,0.41834439823928,0.5934058109735756,4.137509626173064,13.524938130834585,0.1533782744705296,0.3329721330243084,0.9437767295420234,0.931018808463172,-0.0004281330759643,0.1795938585537788,-0.04098424773381415,1.6091385619622196,-0.01275792107885143,-0.28890557966417085,0.1750614127342956,9.387428504661521,2.167333595540696,-0.7881415517780466,-0.04098424773381415,-0.0004281330759643
R1_low_expansion_low_friction,a050_mu010_g002,R1,23,3.575907427554149,5.215112253980813,0.5180491960387605,0.2238897022938018,0.6313888496024449,0.5828251755640363,0.001035292207821,0.0005680363601992,0.4137296027328525,0.6106137131798224,3.9736737266605777,15.376237933097997,0.1539456029504834,0.3401810492131867,0.9439359582237103,0.9301672051770962,-0.0004672558476218,0.1862354462627033,-0.048563674038408555,1.6392048264266639,-0.01376875304661418,-0.29415949374495876,0.1968841104469699,11.402564206437418,2.1283920027158185,-0.7043284915685799,-0.048563674038408555,-0.0004672558476218
R1_low_expansion_low_friction,a050_mu010_g002,R1,24,3.605380278904163,5.201068143605974,0.5237945492662474,0.2343692646519026,0.6306763788729959,0.5908245770393309,0.0010171485260414,0.0005379099901349,0.4096824026640092,0.5985528440311176,3.9676543969192695,14.776651032322428,0.1507130794706259,0.3180024203034481,0.9443693085642664,0.928575368737004,-0.00047923853590649994,0.1672893408328222,-0.03985180183366499,1.5956878647018105,-0.015793939827262404,-0.28942528461434475,0.18887044136710845,10.808996635403158,2.1020971341352683,-0.8069038998305235,-0.03985180183366499,-0.00047923853590649994
R1_low_expansion_low_friction,a050_mu010_g002,R1,25,3.5941054297299972,5.228562951241223,0.5190531790680395,0.2411067193675889,0.6311961084717898,0.5878537052432751,0.0010396441999104,0.0005848353337549,0.4074378531989134,0.6040188783156879,3.8840880700094056,14.433745487315976,0.1520379937708704,0.3344617626030982,0.9449577625203424,0.9298338360676224,-0.0004548088661555,0.18242376883222777,-0.04334240322851468,1.6344575215112256,-0.015123926452719982,-0.2779464597004506,0.1965810251167745,10.54965741730657,2.0373774295771625,-0.8179676919396706,-0.04334240322851468,-0.0004548088661555
R1_low_expansion_low_friction,a050_mu010_g002,R1,26,3.602611017703491,5.218277123924438,0.5101412339386217,0.2480978757075902,0.631735649411842,0.5880807192199538,0.001013492104686,0.0006069732450732,0.4115011465721613,0.5980935997601364,3.991709203156388,13.358010812209972,0.1504857080024916,0.3350552133198478,0.9449967351284932,0.9294790921586406,-0.0004065188596128,0.18456950531735616,-0.043654930191888264,1.6156661062209472,-0.015517642969852696,-0.2620433582310314,0.18659245318797513,9.366301609053584,2.050601464848281,-0.9527157919956055,-0.043654930191888264,-0.0004065188596128
R1_low_expansion_low_friction,a050_mu010_g002,R1,27,3.5871822767283157,5.230738799327465,0.519051651143099,0.2396719319562576,0.6305116343960709,0.5926303126229142,0.0010154670012826,0.0006202824568658,0.4155841307260059,0.6017019314139629,4.067801973187664,14.08602192264282,0.1521691849869159,0.3377796283978274,0.9427964091104636,0.929165881788703,-0.0003951845444168001,0.18561044341091149,-0.03788132177315673,1.6435565225991495,-0.013630527321760622,-0.27937971918684146,0.18611780068795697,10.018219949455155,2.2449423422181107,-0.7936262367243817,-0.03788132177315673,-0.0003951845444168001
R1_low_expansion_low_friction,a050_mu010_g002,R1,28,3.568984274552468,5.227771733755316,0.5103048518677544,0.2249391727493917,0.6301899261841744,0.590316119495819,0.001011956244171,0.0006194377734528,0.4132238210844022,0.6098600434299032,4.036458496455509,14.836628390047554,0.1510949198765453,0.3237465257912322,0.943713490616059,0.9287709740482474,-0.0003925184707182001,0.1726516059146869,-0.039873806688355384,1.658787459202848,-0.014942516567811648,-0.28536567911836275,0.196636222345501,10.800169893592045,2.125470946857067,-0.7294702060874627,-0.039873806688355384,-0.0003925184707182001
R1_low_expansion_low_friction,a050_mu010_g002,R1,29,3.61962219365048,5.2004747304915435,0.5153162571876634,0.2391344214194021,0.6308484984637579,0.5880145289175811,0.0009939143253241,0.0006138290792213,0.4166087371729648,0.6035214314480813,4.076028299774564,14.557175308832662,0.1487751862255216,0.3326188476439884,0.943961711804542,0.9283762635257532,-0.0003800852461028,0.1838436614184668,-0.0428339695461768,1.5808525368410633,-0.015585448278788827,-0.2761818357682613,0.18691269427511653,10.481147009058098,2.1619716556923363,-0.9177768568400779,-0.0428339695461768,-0.0003800852461028
R1_low_expansion_low_friction,a050_mu010_g002,R1,30,3.5721491444960933,5.234101473642568,0.5029965753424658,0.2478627296428788,0.6317364431344094,0.590256278465154,0.0010193142635371,0.0006201870846978,0.4133670129904632,0.6069306349707065,4.002885240632192,14.686354182105903,0.151618020154821,0.3319574221795379,0.9421890019395708,0.9289249732394848,-0.0003991271788393,0.18033940202471688,-0.041480164669255304,1.6619523291464744,-0.013264028700086028,-0.25513384569958697,0.19356362198024335,10.683468941473711,2.3123461854528236,-0.9215759868266616,-0.041480164669255304,-0.0003991271788393
R3_intermediate,a100_mu030_g002,R3,1,3.0556819305706657,3.986944911482544,0.4714849598475568,0.0700520331470418,0.6010644066482509,0.5041564614605686,0.0018405155352817,0.0017034588769509,0.441570043238511,0.6128524291896598,4.5418551237738205,14.64125373563364,0.1604688226706924,0.2955313278432119,0.9503363957337476,0.922970593736118,-0.00013705665833080001,0.1350625051725195,-0.09690794518768231,0.9312629809118782,-0.027365801997629613,-0.401432926700515,0.17128238595114875,10.099398611859819,0.4454396470582631,-1.1702084319698978,-0.09690794518768231,-0.00013705665833080001
R3_intermediate,a100_mu030_g002,R3,2,1.5984571259024825,4.282662446840075,0.0407138873396542,0.0591771080257365,0.4966559913882901,0.5108798695012972,0.0008960872261189,0.000981339213965,0.5108394885455919,0.6499552321981675,6.578892379556515,18.537807680519755,0.1896265182026183,0.3393454695035967,0.9346242011448336,0.9217230760782914,8.52519878460999e-05,0.14971895130097837,0.014223878113007071,2.684205320937593,-0.012901125066542174,0.018463220686082304,0.13911574365257562,11.958915300963241,-1.0674150962469935,-0.782556023383643,0.014223878113007071,8.52519878460999e-05
R3_intermediate,a100_mu030_g002,R3,3,1.6773810701216496,4.499258233606962,0.0303030303030303,0.3347819338817321,0.4976998401180221,0.5845084482164442,0.0009063763883098,0.0023892491228649,0.5169561489577144,0.5908427627069512,6.49181501564671,13.505269220176396,0.186781080135085,0.2826123649997547,0.9393888408834346,0.9329670385146184,0.0014828727345551,0.09583128486466969,0.08680860809842211,2.821877163485313,-0.006421802368816176,0.30447890357870183,0.07388661374923688,7.013454204529687,-1.46706041536124,1.3109814478886999,0.08680860809842211,0.0014828727345551
R3_intermediate,a100_mu030_g002,R3,4,1.5159727029967365,4.47552170902977,0.0250611246943765,0.1902442856020736,0.4938730313893163,0.5365772746819287,0.0008644623918522,0.0012106671663055,0.5131158333315586,0.6129846739802896,6.566897751163304,15.679033543773595,0.199305433975372,0.3146601702708514,0.9328326695418746,0.9301581368276172,0.0003462047744533001,0.1153547362954794,0.04270424329261241,2.959549006033033,-0.002674532714257438,0.1651831609076971,0.09986884064873092,9.112135792610292,-1.0092689942188429,0.6285759580022751,0.04270424329261241,0.0003462047744533001
R3_intermediate,a100_mu030_g002,R3,5,1.7764810602314312,4.422510137474038,0.0457933972310969,0.3529411764705882,0.4968436371740422,0.5943490445805563,0.0009330975454836,0.0024948578993032,0.5033748469922362,0.5753868952902386,5.888651074035353,11.84496693610654,0.1949745510503261,0.266122927498623,0.9410560622844234,0.9343586651764496,0.0015617603538196,0.07114837644829689,0.09750540740651409,2.6460290772426074,-0.00669739710797379,0.3071477792394913,0.07201204829800234,5.956315862071186,-1.5529616737785343,1.0387648130572336,0.09750540740651409,0.0015617603538196
R3_intermediate,a100_mu030_g002,R3,6,1.5367421620017805,4.36989417466126,0.0509824747742963,0.0619389587073608,0.4995677482826338,0.5101719147146285,0.0008911246935518,0.0008417935185914,0.5050423306584247,0.6337529813495733,5.765794178197627,17.425668698431746,0.1864321353809234,0.3142748147596909,0.9302538433603932,0.9263785419347156,-4.9331174960399907e-05,0.12784267937876748,0.010604166431994744,2.83315201265948,-0.003875301425677602,0.010956483933064497,0.1287106506911485,11.65987452023412,-0.6284629771138143,-0.5862241381662597,0.010604166431994744,-4.9331174960399907e-05
R3_intermediate,a100_mu030_g002,R3,7,1.9086143803778064,4.359608347344476,0.0488807674737322,0.3585667016382858,0.4949766749406332,0.5887435637276373,0.0008738431507515,0.0024736678043374,0.5145729877042818,0.5786220531822068,6.235068678144862,13.22186701951389,0.1864020197108914,0.2670780778340438,0.9440951121949636,0.93388385874871,0.0015998246535859004,0.0806760581231524,0.09376688878700407,2.45099396696667,-0.01021125344625351,0.3096859341645536,0.064049065477925,6.986798341369028,-1.7641690237704895,0.7340924078578535,0.09376688878700407,0.0015998246535859004
R3_intermediate,a100_mu030_g002,R3,8,1.5927207991296608,4.304420927702502,0.0945295404814004,0.0375167112299465,0.5060853291431631,0.5099665840147988,0.0009365680741549,0.0008424305278061,0.4870851425419705,0.618039924986817,5.647534726333214,13.631431912464391,0.1813902522636848,0.3037780678997312,0.9318239655405772,0.9221714048893812,-9.413754634880007e-05,0.12238781563604642,0.0038812548716357087,2.711700128572841,-0.009652560651196018,-0.0570128292514539,0.13095478244484654,7.983897186131177,-0.6314092837897258,-0.48566242818370475,0.0038812548716357087,-9.413754634880007e-05
R3_intermediate,a100_mu030_g002,R3,9,1.943823558500643,4.377212936405894,0.0723296888141295,0.3312765445949194,0.4970527791260034,0.5827216699551578,0.0009057579182122,0.0024612584672953,0.4950279038359435,0.5784513161414621,6.014231840224273,12.430045124140136,0.1953713108590958,0.2845933184084394,0.9423357423170142,0.9331331579603552,0.0015555005490831002,0.08922200754934359,0.08566889082915446,2.433389377905251,-0.009202584356658994,0.2589468557807899,0.08342341230551858,6.415813283915863,-1.5115042828943657,0.3739299854857472,0.08566889082915446,0.0015555005490831002
R3_intermediate,a100_mu030_g002,R3,10,1.5857976461279797,4.310355058846801,0.0943146760687527,0.0498792572237488,0.5065948241406742,0.5082599142815035,0.0009656121555816,0.000847361393639,0.4906911069626363,0.6266809089406569,5.614889426745516,16.429250004220457,0.1838353819298938,0.3159759377403947,0.929486568774498,0.922046134897748,-0.00011825076194260003,0.13214055581050088,0.0016650901408292729,2.724557412718821,-0.0074404338767499745,-0.0444354188450039,0.13598980197802057,10.81436057747494,-0.38652026510174686,-0.5465762882557211,0.0016650901408292729,-0.00011825076194260003
R3_intermediate,a100_mu030_g002,R3,11,1.9851646721392544,4.35881712985857,0.0625250501002004,0.3453347263521659,0.4986676515427873,0.5843340666172737,0.0009706236647194,0.0024855089472016,0.5064667453647681,0.5897275566031145,6.660065062326963,13.18504856603476,0.190848471501823,0.2896682311540216,0.94387580372744,0.932006886153705,0.0015148852824822,0.09881975965219864,0.08566641507448641,2.3736524577193157,-0.011868917573734983,0.2828096762519655,0.08326081123834639,6.524983503707798,-1.6041605356933264,0.43128745851322275,0.08566641507448641,0.0015148852824822
R3_intermediate,a100_mu030_g002,R3,12,1.554544555434675,4.31213529819009,0.0880250223413762,0.0613211466555878,0.5033414412432409,0.5185170387054333,0.0010154533030157,0.0010098944870098,0.4856658058877106,0.6407390204677851,5.4796604236297775,18.477670079150847,0.1889814412258508,0.3238335229812133,0.92718405060627,0.9228188724281048,-5.558816005899912e-06,0.1348520817553625,0.015175597462192436,2.757590742755415,-0.004365178178165174,-0.0267038756857884,0.1550732145800745,12.99800965552107,-0.22996565792572676,-0.6078988137957172,0.015175597462192436,-5.558816005899912e-06
R3_intermediate,a100_mu030_g002,R3,13,1.9552962120462865,4.3281574522796955,0.0631578947368421,0.3210949557306474,0.4960320366078062,0.5877332505456584,0.0009364612481346,0.0026714989022984,0.4997756646706209,0.5850261400861692,6.144290139529849,12.834597966553275,0.1898949995648928,0.2964354976849999,0.9445051959118604,0.934523526752084,0.0017350376541638,0.10654049812010707,0.09170121393785219,2.372861240233409,-0.009981669159776385,0.2579370609938053,0.08525047541554825,6.690307827023426,-1.7423176921657553,0.26764448421877446,0.09170121393785219,0.0017350376541638
R3_intermediate,a100_mu030_g002,R3,14,1.6376223914548511,4.280486598753832,0.1013322567622123,0.0524190155658392,0.5003339335528488,0.5210152619019616,0.0008813846079212,0.000892690557439,0.4919390042202127,0.6503490126271572,5.598437856561665,19.443754313367823,0.1821156709627921,0.2991465868354481,0.9299111352781684,0.9230939946358532,1.130594951780008e-05,0.11703091587265599,0.020681328349112738,2.642864207298981,-0.0068171406423152,-0.0489132411963731,0.15841000840694447,13.845316456806158,-0.47705014107313637,-0.6519055209751772,0.020681328349112738,1.130594951780008e-05
R3_intermediate,a100_mu030_g002,R3,15,1.877361289684502,4.356641281772327,0.0396678966789667,0.2890800900611129,0.5001207065062824,0.5838617929148612,0.0009826838199225,0.0024958058385901,0.4975886252449585,0.6083659700383796,6.082805613460259,14.367585263141777,0.1867100277387066,0.2902802078207243,0.9431363742447384,0.9321975475298878,0.0015131220186676,0.10357018008201768,0.0837410864085788,2.4792799920878252,-0.01093882671485058,0.2494121933821462,0.11077734479342105,8.284779649681518,-1.614525986899464,0.38728423739713236,0.0837410864085788,0.0015131220186676
R3_intermediate,a100_mu030_g002,R3,16,1.6221936504796757,4.309959450103848,0.0799663299663299,0.0575169898889441,0.5041079424378849,0.5242242043292515,0.0009051072345698,0.000918175930995,0.4914928680014296,0.6655561863000986,5.70787432589018,22.973471929679,0.1788297866020162,0.3081020014308221,0.9323200090192284,0.9245807500390592,1.306869642519993e-05,0.1292722148288059,0.020116261891366616,2.687765799624172,-0.00773925898016925,-0.02244934007738579,0.174063318298669,17.26559760378882,-0.6843266632789943,-0.7506748330774974,0.020116261891366616,1.306869642519993e-05
R3_intermediate,a100_mu030_g002,R3,17,1.862130353080803,4.382553654435763,0.0445382090951711,0.3039293668469615,0.4955890183367889,0.581641347725225,0.0009775802927133,0.0023833169639234,0.5156628445239931,0.5829670922556067,6.555950796344402,11.65318187391706,0.2015640974793281,0.2936194976083212,0.9405881053158852,0.9330237531164848,0.0014057366712101002,0.09205540012899308,0.0860523293884361,2.5204233013549597,-0.007564352199400437,0.2593911577517904,0.06730424773161359,5.0972310775726575,-1.4361844739922285,0.5201817680527238,0.0860523293884361,0.0014057366712101002
