regime_id,n,route_severity,susceptibility_slope,intercept,slope_ci_low,slope_ci_high,mean_loop_activation,mean_overload_response
R1,30,0.0490196078431372,-1.3708608102244972,-0.30141840014697774,-6.891700095109857,5.906849450795728,-0.04982195648171957,-0.23311943251747794
R3,30,0.2941176470588235,7.170264576406267,0.026795330733611768,5.09555254000851,10.122092070787,0.046376332194269176,0.35932590264982944
R5,30,0.4411764705882352,13.825248348736825,-0.2642218945985028,9.568408872356345,16.55597802722967,0.08001900519334819,0.8420607248183974
R6,30,0.75,16.589858547637814,-0.07988227192615091,14.080872911480542,17.642344405606455,0.07956762897549947,1.240133437748314
R6c,30,0.8999999999999999,18.399210606165077,-0.4401228576536213,15.182480581312351,20.957407036499507,0.12464577540098215,1.8532610151178008
