regime_id,P11,P12,P22,storage_eigen_min,storage_eigen_max,storage_anisotropy,dissipativity_margin,lyapunov_residual_fro,principal_storage_axis_memory,principal_storage_axis_hot,output_direction_storage,hot_axis_storage,spectral_radius,mean_overload_number,mean_dimensionless_loop_number
R1,1.0460208312158483,0.1279006955340663,1.6131861456803802,1.0185123259233477,1.6406946509728808,1.610873633252778,0.6094979339434252,1.1775693440128312e-16,0.21026871556399537,0.977643629987465,1.0270304529672705,1.6131861456803802,0.6160621175234969,-0.4747465152879042,-0.0024563531605515
R3,7.926365335248774,8.404214689877897,11.208101513042642,1.0043324765275643,18.13013437176385,18.051924831155514,0.05515678921593738,3.2023728339893768e-15,0.635757321500851,0.771888999894456,16.890907493769863,11.208101513042642,0.9369856766109872,0.801929534630165,0.0139022262406865
R5,1.0965891817371778,0.24469405328368776,1.6278644299994665,1.0010640626812108,1.7233895490554334,1.7215577037493228,0.5802518650226738,3.152427400121712e-16,0.3636573121601103,0.9315328009858183,1.7104404554198314,1.6278644299994665,0.5724347137536611,2.57207960603943,0.0364748942967329
R6,1.0807624625525258,-0.22905565306780903,1.7929447041857332,1.0134537976739244,1.8602533690643346,1.8355581412137205,0.5375611820571395,0.0,-0.28193252003181174,0.9594342364896679,1.769590769369002,1.7929447041857332,0.5972091714327056,4.509021391563031,0.0600688464533404
R6c,1.235704838767058,0.33277645404357153,3.388404469718027,1.185436221213896,3.438673087271189,2.9007660013543037,0.2908098486307592,2.2887833992611187e-16,0.14936369430532995,0.9887823252988819,3.4385224546234263,3.388404469718027,0.7786655690641209,8.303279774162874,0.1124071254332088
