regime_id,n,mean_overload_asinh,mean_dimensionless_loop_number,lag2_psi_to_overload_rho,lag2_loop_to_overload_rho,prev3_psi_mean,prev3_psi_std
R1,30,-0.23311943251747794,-0.00244225276871169,0.7974822112753147,0.7974822112753147,-0.0024678768419442985,0.0005937824950880583
R3,30,0.35932590264982944,0.01364009770419677,0.7509578544061303,0.7509578544061303,0.01392390470102983,0.006842919282246559
R5,30,0.8420607248183974,0.03530250229118297,0.7301587301587301,0.7301587301587301,0.03689665462519034,0.013888026414465009
R6,30,1.2401334377483144,0.05967572173162457,0.8374384236453202,0.8374384236453202,0.060932448152322204,0.028227458235710986
R6c,30,1.8532610151178008,0.11218119786088389,0.6278051450465244,0.6278051450465244,0.11301887384833041,0.02875253762694876
