path,group,bytes,sha256,suggested_package
runs/free_quasistatic_10k_prod/cycle_6_cold.dump,atom_dump,1900430,0c6c8bda25093d95cbf339c4c3c2f497f979bd73d8d8011e95a2acb6679fa884,archive_required__atom_dump__free_quasistatic_10k_prod.tar.zst
runs/free_quasistatic_10k_prod/cycle_7_cold.dump,atom_dump,1900287,da7e85cf6a477533faf659aaa3ce16fedcec03a74855ee3bf40a925564000661,archive_required__atom_dump__free_quasistatic_10k_prod.tar.zst
runs/long_cycle_force_probe/a150_mu030_g002_c30/cycle_3_hot.dump,atom_dump,1898728,b3d18bf5a92de141df74fa40d608d42ee5d400ad73c983ada0faa28b3abe2074,archive_required__atom_dump__long_cycle_force_probe.tar.zst
runs/regime_matrix_10k/a150_mu030_g000/cycle_3_hot.dump,atom_dump,1899307,c6732d01b6982f843750779fdc5e75ebfcfd32df0a78ebfe0b298114b4419563,archive_required__atom_dump__regime_matrix_10k.tar.zst
runs/free_quasistatic_10k_prod/cycle_1_cold.dump,atom_dump,1898032,18cbb4918530706c56f6d6e88eef5b25d75ed98b0da9c3723a9e88f15717f69e,archive_required__atom_dump__free_quasistatic_10k_prod.tar.zst
runs/long_cycle_force_probe/a150_mu060_g000_c30/cycle_6_hot.dump,atom_dump,1896518,eac23747726a039a5ce57d2f6381b3f2ccf23a5da415d2d24ef3887d508afc98,archive_required__atom_dump__long_cycle_force_probe.tar.zst
runs/regime_matrix_10k/a150_mu060_g000/cycle_6_hot.dump,atom_dump,1896733,5147d27ede7a7d131e3545bbe98d6c8d37616967bbfaebd9ef6fc0047c84f815,archive_required__atom_dump__regime_matrix_10k.tar.zst
runs/regime_matrix_10k/a150_mu060_g002/cycle_5_hot.dump,atom_dump,1896669,74a2e05ba7094a89858eaa137a109e468877a1d10e199e8c02597a887678a9d9,archive_required__atom_dump__regime_matrix_10k.tar.zst
runs/confined_structural_10k_precompressed_prod/cycle_1_hot.dump,atom_dump,1896259,ea1f105d94db52d9eaaaaf8def0252d8ebb16fa61299d26655e1eeaabec26dd9,archive_required__atom_dump__confined_structural_10k_precompressed_prod.tar.zst
runs/long_cycles_10k/a150_mu060_g020_c30/cycle_3_hot.dump,atom_dump,1893505,7bef74aceb9f15724395870e5ac09c2f9d11d3dbe45d620d9ed39e8e0d17fdec,archive_required__atom_dump__long_cycles_10k.tar.zst
